Chromosome	Start	End	Feature_Type	Details	Reads
PYGN01000179.1	10389	10477	intergenic	.	AP012548.1_306,CP003000.1_262,CP142614.1_22
PYGN01000179.1	505747	505841	intergenic	.	CP001429.2_2402
PYGN01000179.1	804266	804417	intergenic	.	AP012548.1_3206,AP012548.1_968,CP001487.1_1123,CP003000.1_2978,CP142623.1_3414
PYGN01000226.1	716251	716346	intergenic	.	CP142614.1_2529
PYGN01000229.1	1757733	1757862	1757934	three_prime_UTR	CP001429.2_2277,CP001487.1_1273,CP001487.1_2104
PYGN01000229.1	1757733	1757862	1758026	exon	CP001429.2_2277,CP001487.1_1273,CP001487.1_2104
PYGN01000229.1	1757733	1757862	1758412	gene	CP001429.2_2277,CP001487.1_1273,CP001487.1_2104
PYGN01000229.1	1757733	1757862	1758412	mRNA	CP001429.2_2277,CP001487.1_1273,CP001487.1_2104
PYGN01000229.1	1757733	1757862	1831124	gene	CP001429.2_2277,CP001487.1_1273,CP001487.1_2104
PYGN01000229.1	1757733	1757862	1831124	mRNA	CP001429.2_2277,CP001487.1_1273,CP001487.1_2104
PYGN01000234.1	399591	400069	404930	gene	AP012548.1_707,CP001429.2_1215,CP001487.1_3638,CP001487.1_3639,CP001487.1_3640,CP003000.1_1834,CP142614.1_425,CP142623.1_1707
PYGN01000234.1	399591	400069	404930	mRNA	AP012548.1_707,CP001429.2_1215,CP001487.1_3638,CP001487.1_3639,CP001487.1_3640,CP003000.1_1834,CP142614.1_425,CP142623.1_1707
PYGN01000286.1	834400	834486	intergenic	.	CP001487.1_303
PYGN01000293.1	83839	84046	intergenic	.	CP001487.1_1007,CP001487.1_2674
PYGN01000353.1	881533	881641	intergenic	.	CP001487.1_294,CP001487.1_3881
PYGN01000381.1	90717	90793	247994	gene	CP001487.1_804
PYGN01000381.1	90717	90793	247994	mRNA	CP001487.1_804
PYGN01000385.1	75095	75652	intergenic	.	AP012548.1_3122,CP001429.2_3157,CP001429.2_3159,CP001487.1_1206,CP142614.1_2851
PYGN01000385.1	75962	76057	intergenic	.	AP012548.1_3117,CP142614.1_2846
PYGN01000385.1	76510	76603	intergenic	.	AP012548.1_3113,CP142614.1_2842
PYGN01000385.1	76956	77056	intergenic	.	CP142623.1_3511
PYGN01000385.1	78569	78701	intergenic	.	CP001429.2_3137
PYGN01000385.1	116231	116323	intergenic	.	AP012548.1_2192,CP001429.2_2200,CP001487.1_2174,CP003000.1_483,CP142614.1_1909,CP142623.1_220
PYGN01000385.1	252729	252836	intergenic	.	CP001429.2_2972
PYGN01000385.1	275787	275871	intergenic	.	CP001487.1_1324
PYGN01000385.1	503034	503181	intergenic	.	AP012548.1_2409,CP001487.1_1957,CP003000.1_2166,CP142614.1_2128,CP142623.1_2
PYGN01000385.1	503464	504511	intergenic	.	AP012548.1_2401,AP012548.1_2402,AP012548.1_2403,AP012548.1_2404,AP012548.1_2405,AP012548.1_2407,CP001429.2_2415,CP001429.2_2416,CP001429.2_2417,CP001429.2_2419,CP001487.1_1962,CP001487.1_1964,CP001487.1_1965,CP001487.1_1966,CP003000.1_2157,CP003000.1_2158,CP003000.1_2159,CP003000.1_2161,CP142614.1_2120,CP142614.1_2121,CP142614.1_2122,CP142614.1_2123,CP142614.1_2124,CP142623.1_10,CP142623.1_11,CP142623.1_5,CP142623.1_7,CP142623.1_9
PYGN01000385.1	504793	504907	intergenic	.	AP012548.1_2398,CP001429.2_2413,CP001487.1_1968,CP003000.1_2155,CP142614.1_2117,CP142623.1_13
PYGN01000385.1	505246	505914	intergenic	.	AP012548.1_2392,AP012548.1_2393,AP012548.1_2394,AP012548.1_2395,CP001429.2_2406,CP001429.2_2407,CP001429.2_2408,CP001429.2_2409,CP001487.1_1972,CP001487.1_1973,CP001487.1_1974,CP003000.1_2149,CP003000.1_2150,CP003000.1_2151,CP142614.1_2111,CP142614.1_2112,CP142614.1_2113,CP142623.1_17,CP142623.1_18,CP142623.1_19
PYGN01000385.1	506385	506977	intergenic	.	AP012548.1_2384,AP012548.1_2386,AP012548.1_2387,CP001429.2_2401,CP001487.1_1980,CP003000.1_2141,CP003000.1_2143,CP003000.1_2144,CP142614.1_2105,CP142623.1_25,CP142623.1_27
PYGN01000385.1	507278	507612	intergenic	.	AP012548.1_2380,AP012548.1_2381,CP001429.2_2395,CP001429.2_2396,CP001487.1_1985,CP001487.1_1986,CP003000.1_2137,CP003000.1_2138,CP142614.1_2099,CP142614.1_2100,CP142623.1_31
PYGN01000385.1	649899	650013	intergenic	.	AP012548.1_2812,CP001429.2_2845,CP142614.1_2541
PYGN01000429.1	963956	964076	intergenic	.	CP001487.1_3977
PYGN01000434.1	216791	216887	1064252	mRNA	AP012548.1_1220,CP001487.1_3144,CP001487.1_3145,CP142614.1_937
PYGN01000434.1	216791	216887	1083337	gene	AP012548.1_1220,CP001487.1_3144,CP001487.1_3145,CP142614.1_937
PYGN01000473.1	603193	603414	intergenic	.	CP001487.1_2327,CP001487.1_4114,CP001487.1_4115
PYGN01000476.1	811231	811360	intergenic	.	CP001487.1_2263,CP003000.1_564
PYGN01000526.1	52552	52782	intergenic	.	AP012548.1_1732,AP012548.1_1733,CP001429.2_1739,CP001487.1_1360,CP001487.1_2632,CP001487.1_2633,CP003000.1_920,CP142614.1_1448,CP142614.1_1449,CP142623.1_680,CP142623.1_681
PYGN01000543.1	833296	833389	914402	gene	AP012548.1_309,CP001487.1_4051,CP003000.1_265,CP142614.1_25,CP142623.1_2100
PYGN01000543.1	833296	833389	914402	mRNA	AP012548.1_309,CP001487.1_4051,CP003000.1_265,CP142614.1_25,CP142623.1_2100
PYGN01000558.1	588687	588817	intergenic	.	CP001487.1_1225,CP003000.1_2878,CP142623.1_3519
PYGN01000558.1	608294	608580	intergenic	.	AP012548.1_4134,AP012548.1_4135,CP001429.2_4179,CP001487.1_193,CP001487.1_194,CP003000.1_3833,CP142614.1_3857,CP142614.1_3858,CP142623.1_2492,CP142623.1_2493
PYGN01000600.1	737519	737630	intergenic	.	CP001487.1_755
PYGN01000613.1	527248	527290	intergenic	.	CP001487.1_204,CP001487.1_205
PYGN01000613.1	527248	527327	527444	five_prime_UTR	CP001487.1_204,CP001487.1_205
PYGN01000613.1	527248	527327	527455	exon	CP001487.1_204,CP001487.1_205
PYGN01000613.1	527248	527327	544312	gene	CP001487.1_204,CP001487.1_205
PYGN01000613.1	527248	527327	544312	mRNA	CP001487.1_204,CP001487.1_205
PYGN01000634.1	55180	55382	intergenic	.	CP001487.1_3201,CP001487.1_3202
PYGN01000694.1	709383	709901	intergenic	.	AP012548.1_4162,CP001429.2_4207,CP001487.1_1011,CP001487.1_166,CP001487.1_2266,CP001487.1_2725,CP001487.1_3240,CP001487.1_3533,CP142614.1_2660,CP142614.1_3885,CP142623.1_2465
PYGN01000696.1	53699	53775	58561	gene	CP001487.1_296
PYGN01000696.1	53699	53775	58561	mRNA	CP001487.1_296
PYGN01000818.1	783434	783509	808738	gene	CP001487.1_1291
PYGN01000818.1	783434	783509	808738	mRNA	CP001487.1_1291
PYGN01000848.1	245065	245155	intergenic	.	AP012548.1_2757,CP001487.1_1568,CP142614.1_2476,CP142623.1_3865
PYGN01000848.1	377385	377561	intergenic	.	AP012548.1_2741,AP012548.1_2742,CP001487.1_1583,CP142614.1_2460,CP142614.1_2461,CP142623.1_3880
PYGN01000848.1	378590	378931	intergenic	.	AP012548.1_2732,CP001429.2_2767,CP003000.1_2525,CP142614.1_2451,CP142623.1_3890
PYGN01000848.1	437579	437668	intergenic	.	CP003000.1_3630
PYGN01000848.1	654712	654789	intergenic	.	CP003000.1_1863
PYGN01000848.1	717013	717112	intergenic	.	CP001429.2_498,CP001487.1_3858
PYGN01000853.1	24294	24516	intergenic	.	AP012548.1_3604,CP001487.1_727,CP001487.1_728,CP003000.1_3368,CP003000.1_3369,CP142614.1_3333,CP142623.1_3022
PYGN01000865.1	794430	794506	intergenic	.	CP001487.1_4241
PYGN01000875.1	497750	497841	intergenic	.	CP001487.1_2015
PYGN01000890.1	979407	979556	intergenic	.	AP012548.1_1521,CP001487.1_2844,CP142614.1_1238,CP142623.1_890
PYGN01000903.1	25055	25134	intergenic	.	AP012548.1_3156,CP001487.1_1172,CP003000.1_2931,CP142623.1_3465,CP142623.1_3466
PYGN01000922.1	434244	434419	intergenic	.	CP001429.2_2420,CP001487.1_1961,CP003000.1_2162
PYGN01000951.1	768310	768439	intergenic	.	CP001487.1_2390,CP001487.1_3387
PYGN01000953.1	54513	54648	intergenic	.	AP012548.1_1394,CP001487.1_2971,CP142614.1_1111,CP142623.1_1018
PYGN01001024.1	96045	96202	145344	gene	CP001487.1_903
PYGN01001024.1	96045	96202	145344	mRNA	CP001487.1_903
PYGN01001043.1	295173	295340	445738	gene	AP012548.1_2091,CP001487.1_2275,CP003000.1_575
PYGN01001043.1	295173	295340	445738	mRNA	AP012548.1_2091,CP001487.1_2275,CP003000.1_575
PYGN01001090.1	621149	621248	718122	gene	CP001487.1_2277
PYGN01001090.1	621149	621248	718122	mRNA	CP001487.1_2277
PYGN01001093.1	396402	396485	488269	gene	CP001487.1_956
PYGN01001093.1	396402	396485	488269	mRNA	CP001487.1_956
PYGN01001093.1	396402	396485	488404	gene	CP001487.1_956
PYGN01001093.1	396402	396485	488404	mRNA	CP001487.1_956
PYGN01001098.1	290175	290580	intergenic	.	AP012548.1_3965,CP001487.1_260,CP001487.1_261,CP001487.1_364,CP001487.1_365,CP003000.1_3676,CP142614.1_3688,CP142614.1_3689,CP142623.1_2661
PYGN01001108.1	355142	355234	619765	gene	CP142614.1_2524
PYGN01001108.1	355142	355234	619765	mRNA	CP142614.1_2524
PYGN01001136.1	279461	279537	360424	gene	CP001487.1_3570
PYGN01001136.1	279461	279537	360424	mRNA	CP001487.1_3570
PYGN01001164.1	111620	111772	intergenic	.	AP012548.1_554,CP001487.1_3790,CP003000.1_1934
PYGN01001191.1	586762	586837	intergenic	.	CP003000.1_3831
PYGN01001210.1	156458	156575	intergenic	.	AP012548.1_3203,CP001487.1_1125,CP142614.1_2931,CP142623.1_3418
PYGN01001210.1	213678	213765	intergenic	.	CP142614.1_3644
PYGN01001289.1	430036	430122	intergenic	.	CP001429.2_918,CP001487.1_3435,CP001487.1_3436
PYGN01001291.1	96593	96744	intergenic	.	CP142614.1_2526
PYGN01001342.1	523987	524063	intergenic	.	CP001487.1_695
PYGN01001356.1	420094	420172	intergenic	.	CP001429.2_2514,CP001487.1_1870,CP003000.1_2246
PYGN01001383.1	42130	42258	intergenic	.	CP001429.2_2924,CP001487.1_1437,CP001487.1_1438,CP003000.1_2670
PYGN01001407.1	488102	488234	intergenic	.	CP001487.1_2812,CP001487.1_4169
PYGN01001529.1	395097	395175	432755	gene	AP012548.1_702,CP001487.1_3644,CP142614.1_420,CP142623.1_1712
PYGN01001529.1	395097	395175	432755	mRNA	AP012548.1_702,CP001487.1_3644,CP142614.1_420,CP142623.1_1712
PYGN01001562.1	54037	54165	intergenic	.	AP012548.1_32,CP001487.1_79,CP001487.1_80,CP142614.1_3972,CP142623.1_2378
PYGN01001587.1	28473	28559	intergenic	.	CP003000.1_2450
PYGN01001599.1	334925	335075	intergenic	.	CP142614.1_2101
PYGN01001599.1	887896	888000	intergenic	.	AP012548.1_1822,CP001487.1_2542,CP001487.1_2543,CP142614.1_1538,CP142623.1_590
PYGN01001604.1	1501	1655	intergenic	.	AP012548.1_1691,CP001429.2_1698,CP001487.1_2674,CP001487.1_2675,CP142614.1_1407,CP142623.1_722
PYGN01001604.1	255496	255571	intergenic	.	CP001487.1_4092,CP003000.1_224,CP142614.1_4207
PYGN01001662.1	36590	36711	intergenic	.	AP012548.1_2406,CP001429.2_2421,CP001487.1_1960,CP003000.1_2163,CP142614.1_2125,CP142623.1_6
PYGN01001687.1	88961	89047	intergenic	.	CP001487.1_445
PYGN01001702.1	83772	83915	intergenic	.	AP012548.1_2400,CP001487.1_1967,CP003000.1_2157,CP142614.1_2119,CP142623.1_12
PYGN01001713.1	147785	147868	intergenic	.	CP001487.1_673,CP142614.1_3386,CP142623.1_2968
PYGN01001748.1	249972	250127	intergenic	.	CP001487.1_147,CP001487.1_1717
PYGN01001874.1	25470	25624	49400	gene	AP012548.1_2791,CP001487.1_4159
PYGN01001874.1	25470	25624	49400	mRNA	AP012548.1_2791,CP001487.1_4159
PYGN01001879.1	48428	48515	intergenic	.	CP142614.1_2116,CP142623.1_14
PYGN01001879.1	49897	49994	intergenic	.	CP001487.1_1979,CP142614.1_2106,CP142623.1_24
PYGN01001924.1	332908	333112	intergenic	.	CP001429.2_2397,CP001487.1_1984,CP142623.1_29
PYGN01001924.1	333354	333556	intergenic	.	AP012548.1_2385,CP001429.2_2400,CP001487.1_1981,CP003000.1_2142,CP142614.1_2104,CP142623.1_26
PYGN01001971.1	103552	103681	intergenic	.	AP012548.1_2391,CP001487.1_1975,CP142614.1_2110
PYGN01001971.1	104470	104556	intergenic	.	CP001429.2_2412
PYGN01001991.1	142726	142876	intergenic	.	CP001429.2_2398,CP142623.1_28
PYGN01001991.1	145113	145189	intergenic	.	CP001429.2_2414,CP003000.1_2156,CP142614.1_2118
PYGN01002197.1	97179	97440	intergenic	.	CP001487.1_1612,CP001487.1_1613,CP003000.1_2503
PYGN01002263.1	52093	52223	intergenic	.	AP012548.1_2774,CP001429.2_2808,CP001487.1_1550,CP001487.1_1551,CP003000.1_2565,CP142614.1_2493
PYGN01002291.1	132255	132330	intergenic	.	CP001487.1_351,CP142614.1_3702,CP142623.1_2647
PYGN01002441.1	253470	253640	intergenic	.	AP012548.1_2382,CP003000.1_2139
PYGN01002453.1	6042	6140	intergenic	.	CP001487.1_691
PYGN01002505.1	41820	41986	intergenic	.	AP012548.1_428,CP001429.2_433,CP001487.1_3923,CP003000.1_378,CP003000.1_379,CP142614.1_146,CP142614.1_147,CP142623.1_1980
PYGN01002787.1	689332	689413	intergenic	.	CP001487.1_153
PYGN01002787.1	798285	798390	intergenic	.	CP001429.2_2975
PYGN01003099.1	409895	410034	intergenic	.	CP003000.1_2148
PYGN01003213.1	605337	605460	intergenic	.	AP012548.1_2396,CP001429.2_2410,CP001487.1_1971,CP003000.1_2152,CP142614.1_2114,CP142623.1_16
PYGN01003213.1	1347419	1347515	intergenic	.	AP012548.1_4111,CP001487.1_220,CP142614.1_3834,CP142623.1_2516
PYGN01003436.1	837857	837937	intergenic	.	AP012548.1_2247,CP001429.2_2261,CP001487.1_2119,CP003000.1_435,CP142614.1_1964,CP142623.1_164
PYGN01003436.1	1621352	1621435	intergenic	.	AP012548.1_1051,CP001487.1_3314,CP003000.1_1531
PYGN01003496.1	11378	11819	intergenic	.	AP012548.1_2408,AP012548.1_2411,CP001429.2_2423,CP001429.2_2425,CP001487.1_1956,CP001487.1_1958,CP003000.1_2165,CP003000.1_2167,CP142614.1_2127,CP142614.1_2130,CP142623.1_1,CP142623.1_3
PYGN01003812.1	6300	6386	intergenic	.	CP142614.1_2126
PYGN01003812.1	7957	8046	intergenic	.	AP012548.1_2397,CP001487.1_1969
PYGN01003885.1	2596	2831	intergenic	.	AP012548.1_2408,CP001429.2_2421,CP001429.2_2422,CP001487.1_1959,CP003000.1_2164,CP142623.1_4
PYGN01006688.1	4680	4768	intergenic	.	CP001429.2_2418,CP003000.1_2160,CP142623.1_8
PYGN01007404.1	13237	13319	intergenic	.	AP012548.1_2527,CP001487.1_1841,CP142614.1_2245,CP142623.1_4096
PYGN01007404.1	15128	16338	intergenic	.	AP012548.1_2547,AP012548.1_2548,AP012548.1_2551,CP001429.2_2565,CP001429.2_2566,CP001429.2_2569,CP001429.2_2570,CP001487.1_1813,CP001487.1_1814,CP001487.1_1815,CP001487.1_1816,CP001487.1_1817,CP001487.1_1818,CP001487.1_1819,CP001487.1_1820,CP001487.1_1821,CP003000.1_2296,CP003000.1_2301,CP003000.1_2302,CP142614.1_2266,CP142614.1_2267,CP142614.1_2268,CP142614.1_2269,CP142623.1_4072,CP142623.1_4073,CP142623.1_4074,CP142623.1_4075
PYGN01007404.1	19893	21012	intergenic	.	AP012548.1_2579,CP001429.2_2616,CP001487.1_1745,CP001487.1_1746,CP001487.1_1747,CP001487.1_1748,CP001487.1_1749,CP001487.1_1750,CP001487.1_1751,CP001487.1_1752,CP003000.1_2368,CP142614.1_2298,CP142623.1_4043
PYGN01008098.1	21	1102	intergenic	.	AP012548.1_767,AP012548.1_769,AP012548.1_770,AP012548.1_771,AP012548.1_772,CP001429.2_774,CP001429.2_775,CP001487.1_3573,CP001487.1_3574,CP001487.1_3575,CP001487.1_3576,CP001487.1_3577,CP001487.1_3578,CP001487.1_3579,CP001487.1_3580,CP003000.1_1773,CP142614.1_485,CP142614.1_487,CP142614.1_489,CP142614.1_490,CP142623.1_1643,CP142623.1_1644,CP142623.1_1647
PYGN01008295.1	0	1019	intergenic	.	AP012548.1_3750,AP012548.1_3751,AP012548.1_3752,AP012548.1_3753,CP001429.2_3784,CP001429.2_3785,CP001429.2_3787,CP001429.2_3788,CP001429.2_3790,CP001487.1_577,CP001487.1_578,CP001487.1_579,CP001487.1_580,CP001487.1_581,CP001487.1_582,CP001487.1_583,CP001487.1_584,CP003000.1_3503,CP003000.1_3505,CP003000.1_3508,CP142614.1_3472,CP142614.1_3473,CP142614.1_3474,CP142614.1_3475,CP142614.1_3476,CP142614.1_3477,CP142623.1_2872,CP142623.1_2873,CP142623.1_2874,CP142623.1_2875,CP142623.1_2876
PYGN01008295.1	2920	3188	intergenic	.	AP012548.1_3725,CP001429.2_3760,CP001429.2_3761,CP001487.1_606,CP001487.1_607,CP003000.1_3479,CP003000.1_3480,CP142614.1_3448,CP142623.1_2901
PYGN01008295.1	7975	9008	intergenic	.	AP012548.1_3673,AP012548.1_3675,AP012548.1_3676,AP012548.1_3677,CP001487.1_652,CP001487.1_653,CP001487.1_654,CP001487.1_655,CP001487.1_656,CP001487.1_657,CP001487.1_658,CP001487.1_659,CP003000.1_3441,CP142614.1_3396,CP142614.1_3398,CP142614.1_3399,CP142614.1_3400,CP142614.1_3402,CP142623.1_2947,CP142623.1_2949,CP142623.1_2950,CP142623.1_2951,CP142623.1_2953
PYGN01008295.1	12635	13845	intergenic	.	AP012548.1_3610,AP012548.1_3611,AP012548.1_3612,AP012548.1_3613,AP012548.1_3614,AP012548.1_3616,CP001429.2_3654,CP001429.2_3655,CP001429.2_3656,CP001429.2_3657,CP001429.2_3658,CP001429.2_3659,CP001429.2_3660,CP001487.1_715,CP001487.1_716,CP001487.1_717,CP001487.1_718,CP001487.1_719,CP001487.1_720,CP001487.1_721,CP001487.1_722,CP003000.1_3374,CP003000.1_3375,CP003000.1_3376,CP003000.1_3378,CP003000.1_3379,CP003000.1_3380,CP142614.1_3338,CP142614.1_3339,CP142614.1_3340,CP142614.1_3342,CP142614.1_3343,CP142614.1_3344,CP142623.1_3011,CP142623.1_3012,CP142623.1_3013,CP142623.1_3014,CP142623.1_3015,CP142623.1_3016,CP142623.1_3017
PYGN01008923.1	0	1091	intergenic	.	AP012548.1_1406,AP012548.1_1407,AP012548.1_1408,AP012548.1_1411,CP001429.2_1413,CP001429.2_1418,CP001487.1_2952,CP001487.1_2953,CP001487.1_2954,CP001487.1_2955,CP001487.1_2956,CP001487.1_2957,CP001487.1_2958,CP001487.1_2959,CP003000.1_1178,CP142614.1_1123,CP142614.1_1124,CP142614.1_1125,CP142623.1_1003,CP142623.1_1005,CP142623.1_1006
PYGN01008923.1	5391	6649	intergenic	.	AP012548.1_1371,AP012548.1_1373,AP012548.1_1374,AP012548.1_1376,AP012548.1_1377,CP001429.2_1378,CP001429.2_1382,CP001429.2_1383,CP001487.1_2987,CP001487.1_2988,CP001487.1_2989,CP001487.1_2990,CP001487.1_2991,CP001487.1_2992,CP001487.1_2993,CP001487.1_2994,CP001487.1_2995,CP003000.1_1211,CP142614.1_1088,CP142614.1_1091,CP142614.1_1093,CP142614.1_1095,CP142623.1_1034,CP142623.1_1036,CP142623.1_1037,CP142623.1_1038,CP142623.1_1040
PYGN01008923.1	9026	10233	intergenic	.	AP012548.1_1333,AP012548.1_1334,AP012548.1_1335,AP012548.1_1337,AP012548.1_1338,AP012548.1_1340,AP012548.1_1341,CP001429.2_1341,CP001429.2_1344,CP001429.2_1345,CP001487.1_3023,CP001487.1_3024,CP001487.1_3025,CP001487.1_3026,CP001487.1_3027,CP001487.1_3028,CP001487.1_3029,CP001487.1_3030,CP001487.1_3031,CP003000.1_1245,CP003000.1_1246,CP003000.1_1250,CP142614.1_1052,CP142614.1_1053,CP142614.1_1054,CP142614.1_1055,CP142614.1_1058,CP142623.1_1070,CP142623.1_1071,CP142623.1_1074,CP142623.1_1075,CP142623.1_1076,CP142623.1_1077,CP142623.1_1078
PYGN01008923.1	13988	14991	intergenic	.	AP012548.1_1303,AP012548.1_1304,AP012548.1_1305,AP012548.1_1306,AP012548.1_1307,AP012548.1_1309,CP001429.2_1310,CP001429.2_1313,CP001429.2_1314,CP001429.2_1315,CP001487.1_3056,CP001487.1_3057,CP001487.1_3058,CP001487.1_3059,CP001487.1_3060,CP001487.1_3061,CP001487.1_3062,CP003000.1_1274,CP003000.1_1275,CP003000.1_1277,CP003000.1_1278,CP003000.1_1279,CP003000.1_1280,CP142614.1_1020,CP142614.1_1021,CP142614.1_1022,CP142614.1_1023,CP142614.1_1024,CP142614.1_1025,CP142614.1_1026,CP142623.1_1103,CP142623.1_1104,CP142623.1_1105,CP142623.1_1106,CP142623.1_1107,CP142623.1_1108
PYGN01009033.1	79048	79180	intergenic	.	CP142623.1_30
PYGN01009507.1	0	2853	intergenic	.	AP012548.1_2930,AP012548.1_2932,AP012548.1_2934,AP012548.1_2935,AP012548.1_2936,AP012548.1_2937,AP012548.1_2938,AP012548.1_2940,AP012548.1_2941,AP012548.1_2942,AP012548.1_2943,AP012548.1_2944,CP001429.2_2963,CP001429.2_2969,CP001429.2_2970,CP001429.2_2971,CP001429.2_2973,CP001429.2_2974,CP001429.2_2978,CP001429.2_2979,CP001429.2_2981,CP001487.1_1382,CP001487.1_1383,CP001487.1_1384,CP001487.1_1385,CP001487.1_1386,CP001487.1_1387,CP001487.1_1388,CP001487.1_1389,CP001487.1_1390,CP001487.1_1391,CP001487.1_1392,CP001487.1_1393,CP001487.1_1394,CP001487.1_1395,CP001487.1_1396,CP001487.1_1397,CP001487.1_1398,CP001487.1_1399,CP001487.1_1400,CP003000.1_2710,CP003000.1_2711,CP003000.1_2712,CP003000.1_2714,CP003000.1_2715,CP003000.1_2718,CP003000.1_2719,CP003000.1_2720,CP003000.1_2721,CP003000.1_2722,CP142614.1_2659,CP142614.1_2661,CP142614.1_2662,CP142614.1_2663,CP142614.1_2664,CP142614.1_2665,CP142614.1_2666,CP142614.1_2667,CP142614.1_2668,CP142614.1_2669,CP142614.1_2670,CP142614.1_2671,CP142623.1_3680,CP142623.1_3682,CP142623.1_3683,CP142623.1_3685,CP142623.1_3686,CP142623.1_3687,CP142623.1_3688,CP142623.1_3689,CP142623.1_3690,CP142623.1_3691,CP142623.1_3693
PYGN01009507.1	5684	6722	intergenic	.	AP012548.1_3029,CP001487.1_1295,CP001487.1_1296,CP001487.1_1297,CP001487.1_1298,CP001487.1_1299,CP001487.1_1300,CP001487.1_1301,CP001487.1_1302,CP142614.1_2760,CP142623.1_3591
PYGN01010561.1	10744	10824	intergenic	.	AP012548.1_3933
