1058	571982	572059	599081	mRNA	AP012548.1_2261,CP142614.1_1978,CP142623.1_151
1058	571982	572059	599266	gene	AP012548.1_2261,CP142614.1_1978,CP142623.1_151
1058	630505	630684	intergenic	.	AP012548.1_727,AP012548.1_728,CP001487.1_3619,CP142614.1_445,CP142623.1_1686,CP142623.1_1687
106	1977	2069	intergenic	.	AP012548.1_1596,CP142614.1_1312,CP142623.1_816
1065	3071	3197	intergenic	.	CP142614.1_42,CP142623.1_2083
1065	3071	3201	3203	polyA_signal_sequence	CP142614.1_42,CP142623.1_2083
1065	3071	3201	6309	gene	CP142614.1_42,CP142623.1_2083
106832	476	823	intergenic	.	AP012548.1_299,AP012548.1_300,CP001487.1_4061,CP003000.1_255,CP142614.1_15,CP142614.1_16,CP142623.1_2109,CP142623.1_2110
1069	113544	113634	118171	gene	AP012548.1_1269,CP142623.1_1142
1069	113544	113634	118171	mRNA	AP012548.1_1269,CP142623.1_1142
1078	146507	146614	157822	gene	AP012548.1_1413,CP142614.1_1129,CP142614.1_1130,CP142623.1_999
1078	146507	146614	157822	mRNA	AP012548.1_1413,CP142614.1_1129,CP142614.1_1130,CP142623.1_999
1080	77372	77553	intergenic	.	AP012548.1_2164,CP001487.1_2201,CP142614.1_1881,CP142623.1_247,CP142623.1_248
1088	258271	258437	intergenic	.	AP012548.1_3374,AP012548.1_3375,CP001429.2_3419,CP142614.1_3105
1088	258271	258501	258443	polyA_signal_sequence	AP012548.1_3374,AP012548.1_3375,CP001429.2_3419,CP142614.1_3105
1088	258271	258501	278881	gene	AP012548.1_3374,AP012548.1_3375,CP001429.2_3419,CP142614.1_3105
1092	147264	147498	intergenic	.	AP012548.1_3172,CP001429.2_3208,CP003000.1_2944,CP142614.1_2900,CP142623.1_3448
1094	164611	164791	intergenic	.	AP012548.1_1781,CP001487.1_2584,CP003000.1_871,CP142614.1_1497,CP142623.1_632
1095	351086	351201	intergenic	.	AP012548.1_486,CP001487.1_3866,CP142614.1_204,CP142623.1_1922
1099	85255	85414	intergenic	.	AP012548.1_3412,CP001487.1_1292,CP142614.1_3142,CP142623.1_3586
1108	58367	58701	intergenic	.	AP012548.1_199,AP012548.1_2190,AP012548.1_489,CP001487.1_2175,CP142614.1_1907,CP142614.1_208,CP142614.1_4139,CP142623.1_1919,CP142623.1_2211,CP142623.1_222
1108	77469	77672	intergenic	.	AP012548.1_3007,AP012548.1_3008,CP142614.1_2736,CP142614.1_2737,CP142623.1_3614,CP142623.1_3615
1111	2125	2535	intergenic	.	AP012548.1_2968,CP001487.1_1360,CP142614.1_2696,CP142614.1_2697,CP142614.1_2698,CP142614.1_881,CP142623.1_1249,CP142623.1_3655,CP142623.1_3656,CP142623.1_3657
1114	131359	131499	147477	gene	AP012548.1_3723,AP012548.1_614,CP142614.1_331,CP142623.1_1800,CP142623.1_2903
1114	131359	131499	147477	mRNA	AP012548.1_3723,AP012548.1_614,CP142614.1_331,CP142623.1_1800,CP142623.1_2903
1115	194308	194534	intergenic	.	AP012548.1_890,AP012548.1_891,CP001429.2_897,CP001487.1_3455,CP001487.1_3456,CP142614.1_608,CP142614.1_609,CP142623.1_1523
1115	571518	571607	intergenic	.	AP012548.1_2689
1118	1289120	1289261	1294242	gene	AP012548.1_266,CP142614.1_4206,CP142623.1_2143
1118	1289120	1289261	1294242	mRNA	AP012548.1_266,CP142614.1_4206,CP142623.1_2143
1124	6436	6907	intergenic	.	AP012548.1_3438,AP012548.1_3439,AP012548.1_3440,CP001487.1_891,CP003000.1_3206,CP142614.1_3166,CP142614.1_3167,CP142614.1_3168,CP142623.1_3186,CP142623.1_3187,CP142623.1_3188
1124	28635	28729	39868	mRNA	AP012548.1_1479,CP001487.1_2885,CP142614.1_1196,CP142623.1_932
1124	28635	28729	40668	gene	AP012548.1_1479,CP001487.1_2885,CP142614.1_1196,CP142623.1_932
1138	23946	24048	intergenic	.	CP142614.1_4195
114	156265	156354	intergenic	.	AP012548.1_1539,CP001487.1_2826,CP142614.1_1256
1140	112031	112107	136200	gene	AP012548.1_2042
1140	112031	112107	136200	mRNA	AP012548.1_2042
1144	39416	39917	intergenic	.	AP012548.1_2227,AP012548.1_815,AP012548.1_941,CP142614.1_1944,CP142614.1_659,CP142623.1_1472,CP142623.1_1599,CP142623.1_185
1150	101954	102090	intergenic	.	AP012548.1_2388,CP001429.2_2403,CP001487.1_1978,CP003000.1_2145,CP142614.1_2107,CP142623.1_24
1151	193277	193502	intergenic	.	AP012548.1_2075,CP001487.1_2291,CP003000.1_592,CP142614.1_1791,CP142614.1_1792,CP142623.1_336,CP142623.1_337
1151	193798	194169	intergenic	.	AP012548.1_102,AP012548.1_103,AP012548.1_660,CP001429.2_672,CP001487.1_3685,CP001487.1_9,CP142614.1_377,CP142614.1_4042,CP142614.1_4043,CP142623.1_1753,CP142623.1_1754,CP142623.1_2307,CP142623.1_2308
1155	351382	351843	intergenic	.	AP012548.1_230,AP012548.1_257,AP012548.1_3611,AP012548.1_508,AP012548.1_591,CP001429.2_3655,CP001429.2_603,CP001487.1_3754,CP001487.1_721,CP142614.1_308,CP142623.1_1822,CP142623.1_1900,CP142623.1_2152
1156	275881	276219	intergenic	.	AP012548.1_1264,AP012548.1_3477,AP012548.1_3478,CP001429.2_3521,CP001487.1_854,CP003000.1_3242,CP003000.1_3243,CP142614.1_3205,CP142614.1_3206,CP142614.1_981,CP142623.1_1148,CP142623.1_3149,CP142623.1_3150
1157	179526	179689	179579	gene	AP012548.1_922,CP142614.1_640,CP142623.1_1492
1157	179526	179689	179579	polyA_signal_sequence	AP012548.1_922,CP142614.1_640,CP142623.1_1492
1157	179579	179689	intergenic	.	AP012548.1_922,CP142614.1_640,CP142623.1_1492
1160	31278	31391	34190	gene	AP012548.1_331,CP001487.1_4028,CP142614.1_47,CP142614.1_48,CP142623.1_2077,CP142623.1_2078
1160	31278	31391	34190	mRNA	AP012548.1_331,CP001487.1_4028,CP142614.1_47,CP142614.1_48,CP142623.1_2077,CP142623.1_2078
1162	249430	249553	intergenic	.	AP012548.1_283,CP142614.1_4222,CP142623.1_1790,CP142623.1_2126,CP142623.1_2127
1162	249430	249674	249559	polyA_signal_sequence	AP012548.1_283,CP142614.1_4222,CP142623.1_1790,CP142623.1_2126,CP142623.1_2127
1162	249430	249674	251227	gene	AP012548.1_283,CP142614.1_4222,CP142623.1_1790,CP142623.1_2126,CP142623.1_2127
1164	289664	289904	intergenic	.	AP012548.1_2347,AP012548.1_2348,CP001429.2_2362,CP001487.1_2019,CP003000.1_2105,CP142614.1_2065,CP142614.1_2066,CP142623.1_64,CP142623.1_65
1168	175174	175593	intergenic	.	AP012548.1_2199,AP012548.1_2200,AP012548.1_2836,AP012548.1_2837,CP001429.2_2211,CP001487.1_2166,CP003000.1_475,CP142614.1_1916,CP142614.1_1917,CP142614.1_2565,CP142623.1_212,CP142623.1_3786,CP142623.1_3787
1173	689542	689814	689675	CDS	AP012548.1_1655,CP001429.2_1661,CP001487.1_2711,CP003000.1_995,CP142614.1_1371,CP142614.1_1372
1173	689542	689814	689675	exon	AP012548.1_1655,CP001429.2_1661,CP001487.1_2711,CP003000.1_995,CP142614.1_1371,CP142614.1_1372
1173	689542	689814	689675	mRNA	AP012548.1_1655,CP001429.2_1661,CP001487.1_2711,CP003000.1_995,CP142614.1_1371,CP142614.1_1372
1173	689542	689814	689675	stop_codon	AP012548.1_1655,CP001429.2_1661,CP001487.1_2711,CP003000.1_995,CP142614.1_1371,CP142614.1_1372
1173	689542	689814	689714	gene	AP012548.1_1655,CP001429.2_1661,CP001487.1_2711,CP003000.1_995,CP142614.1_1371,CP142614.1_1372
1173	689542	689814	689714	polyA_signal_sequence	AP012548.1_1655,CP001429.2_1661,CP001487.1_2711,CP003000.1_995,CP142614.1_1371,CP142614.1_1372
1173	689714	689814	intergenic	.	AP012548.1_1655,CP001429.2_1661,CP001487.1_2711,CP003000.1_995,CP142614.1_1371,CP142614.1_1372
1173	814104	814185	intergenic	.	AP012548.1_2244,CP142614.1_1961
1189	338132	338253	intergenic	.	AP012548.1_986,CP001487.1_3379,CP142614.1_704,CP142623.1_1426
1191	396358	396549	intergenic	.	AP012548.1_3598,CP142623.1_3029
1191	488750	489063	intergenic	.	CP001429.2_4023,CP001429.2_4024,CP001487.1_346,CP003000.1_3694,CP003000.1_3695,CP142614.1_3707,CP142614.1_3708
1191	637599	638046	intergenic	.	AP012548.1_1925,AP012548.1_1926,CP001487.1_2440,CP001487.1_3218,CP142614.1_1641,CP142614.1_1642,CP142614.1_571,CP142623.1_1560,CP142623.1_487
1200	198131	198338	intergenic	.	AP012548.1_3016,AP012548.1_3017,CP142614.1_2745,CP142623.1_3605,CP142623.1_3606
1203	11963	12251	13973	gene	AP012548.1_2764,AP012548.1_2765,CP001487.1_1561,CP142614.1_2483,CP142614.1_2484,CP142623.1_3857,CP142623.1_3858
1203	11963	12251	13973	mRNA	AP012548.1_2764,AP012548.1_2765,CP001487.1_1561,CP142614.1_2483,CP142614.1_2484,CP142623.1_3857,CP142623.1_3858
1204	339039	339127	339228	CDS	CP142614.1_143
1204	339039	339127	339228	exon	CP142614.1_143
1204	339039	339127	339228	mRNA	CP142614.1_143
1204	339039	339127	340017	gene	CP142614.1_143
1207	66297	66510	intergenic	.	AP012548.1_4212,CP142614.1_3936,CP142623.1_2414,CP142623.1_2415
1207	583943	584101	590562	gene	AP012548.1_3174,AP012548.1_3175,CP003000.1_2947,CP142614.1_2903,CP142623.1_3445,CP142623.1_3446
1208	90109	90187	intergenic	.	CP142623.1_1201
121	66185	66277	144927	gene	AP012548.1_2252,CP142614.1_1969,CP142623.1_160
121	66185	66277	144927	mRNA	AP012548.1_2252,CP142614.1_1969,CP142623.1_160
1220	26874	27127	30790	gene	AP012548.1_4157,AP012548.1_4158,CP142614.1_3880,CP142614.1_3881,CP142614.1_3882,CP142623.1_2468,CP142623.1_2469,CP142623.1_2470
1220	26874	27127	30790	mRNA	AP012548.1_4157,AP012548.1_4158,CP142614.1_3880,CP142614.1_3881,CP142614.1_3882,CP142623.1_2468,CP142623.1_2469,CP142623.1_2470
1226	297245	297395	intergenic	.	AP012548.1_1276,CP142614.1_994,CP142623.1_1135
1228	193765	193939	198454	mRNA	AP012548.1_360,AP012548.1_361,CP142614.1_4191,CP142614.1_78,CP142623.1_2048
1228	193765	193939	198709	gene	AP012548.1_360,AP012548.1_361,CP142614.1_4191,CP142614.1_78,CP142623.1_2048
1229	26094	26311	intergenic	.	AP012548.1_4198,AP012548.1_4199,CP142614.1_3921,CP142614.1_3922,CP142623.1_2428,CP142623.1_2429
1238	47763	47914	57476	gene	AP012548.1_3626,CP142614.1_3355,CP142623.1_3000
1245	219548	219663	intergenic	.	AP012548.1_1467,CP001487.1_2897,CP142614.1_1184,CP142623.1_944
125	275089	275167	intergenic	.	AP012548.1_3456,CP142614.1_3184
125	464695	465026	intergenic	.	AP012548.1_703,AP012548.1_931,CP142614.1_421,CP142614.1_649,CP142623.1_1482,CP142623.1_1711
1261	318367	318475	intergenic	.	AP012548.1_3828,CP142623.1_2798
1261	762549	762666	intergenic	.	AP012548.1_3808,CP142614.1_3531,CP142614.1_3532,CP142623.1_2818
1273	199453	199643	intergenic	.	AP012548.1_1462,AP012548.1_1463,CP001487.1_2902,CP142614.1_1180,CP142623.1_949
1275	137851	137941	160811	gene	AP012548.1_194,CP142623.1_2216
1275	137851	137941	160811	mRNA	AP012548.1_194,CP142623.1_2216
1275	138704	138904	160811	gene	AP012548.1_3719,AP012548.1_3720,CP142614.1_3442,CP142614.1_3443,CP142623.1_2906,CP142623.1_2907
1275	138704	138904	160811	mRNA	AP012548.1_3719,AP012548.1_3720,CP142614.1_3442,CP142614.1_3443,CP142623.1_2906,CP142623.1_2907
1276	43617	43894	intergenic	.	AP012548.1_760,AP012548.1_761,CP142614.1_478,CP142614.1_479,CP142614.1_480,CP142623.1_1652,CP142623.1_1653,CP142623.1_1654
1276	121584	121798	intergenic	.	AP012548.1_80,AP012548.1_81,CP001487.1_31,CP142614.1_4020,CP142623.1_2330
1276	181106	181286	intergenic	.	AP012548.1_1421,AP012548.1_1422,CP001429.2_1429,CP001487.1_2942,CP001487.1_2943,CP003000.1_1163,CP142614.1_1138,CP142614.1_1139,CP142623.1_989,CP142623.1_990
1285	238917	239049	244909	gene	AP012548.1_1365,CP001487.1_2999,CP142614.1_1083,CP142623.1_1046
1285	238917	239049	244909	mRNA	AP012548.1_1365,CP001487.1_2999,CP142614.1_1083,CP142623.1_1046
1287	68444	68618	88927	mRNA	AP012548.1_1160,AP012548.1_1161,CP001487.1_3204,CP001487.1_3205,CP003000.1_1421,CP142614.1_879,CP142614.1_880,CP142623.1_1251
1287	68444	68618	91333	gene	AP012548.1_1160,AP012548.1_1161,CP001487.1_3204,CP001487.1_3205,CP003000.1_1421,CP142614.1_879,CP142614.1_880,CP142623.1_1251
129	197212	197290	197999	gene	AP012548.1_1984,CP142614.1_1700,CP142623.1_428
129	197212	197290	197999	mRNA	AP012548.1_1984,CP142614.1_1700,CP142623.1_428
1301	581209	581356	intergenic	.	AP012548.1_1852,CP142614.1_1568,CP142623.1_561
1301	746983	747126	757203	mRNA	AP012548.1_759,CP001429.2_766,CP142614.1_477,CP142623.1_1655
1301	746983	747126	758352	gene	AP012548.1_759,CP001429.2_766,CP142614.1_477,CP142623.1_1655
1305	33520	34122	33719	CDS	AP012548.1_278,AP012548.1_3608,AP012548.1_3609,AP012548.1_496,CP001429.2_3652,CP003000.1_3373,CP142614.1_1395,CP142614.1_214,CP142614.1_3336,CP142614.1_3337,CP142623.1_1912,CP142623.1_3018,CP142623.1_3019
1305	33520	34122	33719	exon	AP012548.1_278,AP012548.1_3608,AP012548.1_3609,AP012548.1_496,CP001429.2_3652,CP003000.1_3373,CP142614.1_1395,CP142614.1_214,CP142614.1_3336,CP142614.1_3337,CP142623.1_1912,CP142623.1_3018,CP142623.1_3019
1305	33520	34122	33719	gene	AP012548.1_278,AP012548.1_3608,AP012548.1_3609,AP012548.1_496,CP001429.2_3652,CP003000.1_3373,CP142614.1_1395,CP142614.1_214,CP142614.1_3336,CP142614.1_3337,CP142623.1_1912,CP142623.1_3018,CP142623.1_3019
1305	33520	34122	33719	mRNA	AP012548.1_278,AP012548.1_3608,AP012548.1_3609,AP012548.1_496,CP001429.2_3652,CP003000.1_3373,CP142614.1_1395,CP142614.1_214,CP142614.1_3336,CP142614.1_3337,CP142623.1_1912,CP142623.1_3018,CP142623.1_3019
1305	33520	34122	33719	start_codon	AP012548.1_278,AP012548.1_3608,AP012548.1_3609,AP012548.1_496,CP001429.2_3652,CP003000.1_3373,CP142614.1_1395,CP142614.1_214,CP142614.1_3336,CP142614.1_3337,CP142623.1_1912,CP142623.1_3018,CP142623.1_3019
1305	33719	34122	intergenic	.	AP012548.1_278,AP012548.1_3608,AP012548.1_3609,AP012548.1_496,CP001429.2_3652,CP003000.1_3373,CP142614.1_1395,CP142614.1_214,CP142614.1_3336,CP142614.1_3337,CP142623.1_1912,CP142623.1_3018,CP142623.1_3019
1307	136853	136945	intergenic	.	CP142614.1_410
1307	139489	139637	intergenic	.	CP142623.1_757
131	172777	172930	224556	gene	AP012548.1_3809,CP142614.1_3532,CP142623.1_2817,CP142623.1_2818
131	172777	172930	224556	mRNA	AP012548.1_3809,CP142614.1_3532,CP142623.1_2817,CP142623.1_2818
132	58311	58537	intergenic	.	AP012548.1_1281,CP142614.1_998,CP142623.1_1130
1320	39745	39842	intergenic	.	CP001429.2_157,CP001487.1_20
1321	354361	354498	intergenic	.	AP012548.1_2258,AP012548.1_2259,CP001487.1_2108,CP003000.1_424,CP142614.1_1976,CP142623.1_153
1326	621781	621861	intergenic	.	AP012548.1_3061,CP001487.1_1266,CP142614.1_2790,CP142623.1_3560
1327	725064	725442	intergenic	.	AP012548.1_1283,AP012548.1_1284,AP012548.1_295,CP001429.2_1291,CP003000.1_1298,CP003000.1_1299,CP142614.1_1000,CP142614.1_1001,CP142614.1_1002,CP142614.1_11,CP142623.1_1127,CP142623.1_1128,CP142623.1_2114
1329	633176	633349	intergenic	.	AP012548.1_3799,CP142614.1_3522,CP142614.1_3523,CP142623.1_2827
137937	41	163	intergenic	.	AP012548.1_3278,CP142614.1_3007,CP142623.1_3347
137937	527	714	intergenic	.	AP012548.1_3288,AP012548.1_3558,CP142614.1_3287,CP142623.1_3068
139	29986	30188	intergenic	.	AP012548.1_1738,AP012548.1_2248,CP142614.1_1454,CP142614.1_1965,CP142623.1_164,CP142623.1_675
139	182824	183004	intergenic	.	AP012548.1_2237,CP142614.1_1634,CP142614.1_409
141	58853	59134	intergenic	.	AP012548.1_3400,AP012548.1_790,CP001429.2_3444,CP001487.1_3557,CP001487.1_930,CP142614.1_3130,CP142614.1_508,CP142623.1_1624,CP142623.1_3058,CP142623.1_3224,CP142623.1_3225
142	289254	289438	intergenic	.	AP012548.1_2891,CP001487.1_1436,CP003000.1_2672,CP142614.1_2619,CP142623.1_3733
159257	128	572	intergenic	.	AP012548.1_2296,AP012548.1_3645,AP012548.1_3646,CP001429.2_2310,CP142614.1_2013,CP142614.1_3373,CP142614.1_3374,CP142623.1_116,CP142623.1_2981,CP142623.1_2982
162	124303	124424	intergenic	.	AP012548.1_2432,CP142614.1_2150,CP142623.1_4190
164	21051	21126	intergenic	.	CP142623.1_1043
169	54382	54503	intergenic	.	AP012548.1_307,AP012548.1_308,CP001487.1_4052,CP142614.1_24,CP142623.1_2101
173	302262	302407	328159	mRNA	AP012548.1_1337,CP001487.1_3028,CP142623.1_1074,CP142623.1_1075
173	302262	302407	328418	gene	AP012548.1_1337,CP001487.1_3028,CP142623.1_1074,CP142623.1_1075
177	472427	472569	488474	gene	AP012548.1_3064,CP001487.1_1264,CP003000.1_2840,CP142623.1_3558
177	472427	472569	488474	mRNA	AP012548.1_3064,CP001487.1_1264,CP003000.1_2840,CP142623.1_3558
186	127664	127788	128325	mRNA	AP012548.1_3867
186	127664	127788	128407	gene	AP012548.1_3867
197	260973	261052	intergenic	.	AP012548.1_1965,CP001429.2_1973,CP001487.1_2400,CP003000.1_696,CP142614.1_1681,CP142623.1_447
23	376320	376417	388824	gene	AP012548.1_2157
23	376320	376417	388824	mRNA	AP012548.1_2157
235	56260	56493	intergenic	.	AP012548.1_3361,AP012548.1_3362,CP142614.1_3092,CP142614.1_3093,CP142623.1_3262,CP142623.1_3263
24	187359	187437	223543	gene	AP012548.1_1962,CP142614.1_1678,CP142623.1_450
24	187359	187437	223543	mRNA	AP012548.1_1962,CP142614.1_1678,CP142623.1_450
240	132501	132590	intergenic	.	AP012548.1_3333,CP142623.1_3291
25	1089801	1089932	intergenic	.	AP012548.1_635,CP142614.1_352,CP142623.1_1779
25	1186244	1186578	1186388	stop_codon	AP012548.1_612,AP012548.1_613,CP001429.2_624,CP001487.1_3733,CP142614.1_329,CP142614.1_330,CP142623.1_1800,CP142623.1_1801,CP142623.1_1802
25	1186244	1186578	1186412	CDS	AP012548.1_612,AP012548.1_613,CP001429.2_624,CP001487.1_3733,CP142614.1_329,CP142614.1_330,CP142623.1_1800,CP142623.1_1801,CP142623.1_1802
25	1186244	1186578	1186412	exon	AP012548.1_612,AP012548.1_613,CP001429.2_624,CP001487.1_3733,CP142614.1_329,CP142614.1_330,CP142623.1_1800,CP142623.1_1801,CP142623.1_1802
25	1186244	1186578	1194485	gene	AP012548.1_612,AP012548.1_613,CP001429.2_624,CP001487.1_3733,CP142614.1_329,CP142614.1_330,CP142623.1_1800,CP142623.1_1801,CP142623.1_1802
25	1186244	1186578	1194485	mRNA	AP012548.1_612,AP012548.1_613,CP001429.2_624,CP001487.1_3733,CP142614.1_329,CP142614.1_330,CP142623.1_1800,CP142623.1_1801,CP142623.1_1802
255	314682	314937	intergenic	.	AP012548.1_2977,CP142614.1_2706,CP142614.1_2707,CP142623.1_3645
274	238745	239854	intergenic	.	AP012548.1_1563,AP012548.1_2521,AP012548.1_2522,AP012548.1_3844,AP012548.1_3845,AP012548.1_3846,AP012548.1_846,AP012548.1_891,CP001429.2_2538,CP001429.2_899,CP001487.1_1846,CP001487.1_2803,CP142614.1_1280,CP142614.1_2239,CP142614.1_2240,CP142614.1_3567,CP142614.1_3569,CP142614.1_564,CP142614.1_609,CP142623.1_1522,CP142623.1_1568,CP142623.1_2780,CP142623.1_2781,CP142623.1_2782,CP142623.1_4100,CP142623.1_4101,CP142623.1_849
289	49728	49930	intergenic	.	AP012548.1_1162,AP012548.1_3108,AP012548.1_3109,CP003000.1_2884,CP142614.1_2837,CP142614.1_880,CP142614.1_881,CP142623.1_3513
289	95357	95458	106781	mRNA	AP012548.1_1148,CP142614.1_867,CP142623.1_1263
289	95357	95458	106836	gene	AP012548.1_1148,CP142614.1_867,CP142623.1_1263
293277	780	887	intergenic	.	AP012548.1_4063,CP001487.1_268,CP142614.1_3786,CP142623.1_2563
302	80163	80244	intergenic	.	AP012548.1_1963,CP142614.1_1679,CP142623.1_450
307	141317	141401	intergenic	.	AP012548.1_2786,CP142614.1_2505
312	21606	21710	intergenic	.	AP012548.1_3725,AP012548.1_3726,CP001429.2_3760,CP001487.1_607,CP003000.1_3479,CP142614.1_3448,CP142623.1_2900,CP142623.1_2901
326	12957	13046	55097	gene	CP142614.1_2710,CP142623.1_3642
326	12957	13046	55097	mRNA	CP142614.1_2710,CP142623.1_3642
32606	151	271	intergenic	.	AP012548.1_2097,CP142614.1_1814
329	81839	82133	intergenic	.	AP012548.1_1721,AP012548.1_2319,AP012548.1_2320,AP012548.1_3396,CP142614.1_2036,CP142614.1_2037,CP142614.1_3126,CP142623.1_3229,CP142623.1_692,CP142623.1_92
33	728690	728901	728883	CDS	AP012548.1_2289,CP003000.1_2047,CP142614.1_2006,CP142623.1_123
33	728690	728901	728883	exon	AP012548.1_2289,CP003000.1_2047,CP142614.1_2006,CP142623.1_123
33	728690	728901	728883	mRNA	AP012548.1_2289,CP003000.1_2047,CP142614.1_2006,CP142623.1_123
33	728690	728901	728883	stop_codon	AP012548.1_2289,CP003000.1_2047,CP142614.1_2006,CP142623.1_123
33	728690	728901	729225	gene	AP012548.1_2289,CP003000.1_2047,CP142614.1_2006,CP142623.1_123
330	3444	3735	intergenic	.	AP012548.1_2956,AP012548.1_4085,CP001487.1_1371,CP142614.1_2685,CP142614.1_3808,CP142614.1_3809,CP142623.1_2541,CP142623.1_3667,CP142623.1_3668
335327	23	128	intergenic	.	AP012548.1_3015,CP142614.1_2744,CP142623.1_3607
341337	1684	2008	intergenic	.	AP012548.1_1431,AP012548.1_1432,CP142614.1_1149,CP142623.1_979,CP142623.1_980
343	172602	172893	174244	gene	AP012548.1_493,CP001429.2_498,CP001487.1_3265,CP142614.1_819,CP142623.1_1311,CP142623.1_1915
343	172602	172893	174244	mRNA	AP012548.1_493,CP001429.2_498,CP001487.1_3265,CP142614.1_819,CP142623.1_1311,CP142623.1_1915
347	494538	494633	499752	mRNA	CP001487.1_79,CP142614.1_3972,CP142623.1_2378
347	494538	494633	499777	gene	CP001487.1_79,CP142614.1_3972,CP142623.1_2378
348	135395	135662	142155	gene	AP012548.1_4121,CP142614.1_3845,CP142614.1_408,CP142623.1_2505
348	135395	135662	142155	mRNA	AP012548.1_4121,CP142614.1_3845,CP142614.1_408,CP142623.1_2505
349	252872	253104	intergenic	.	AP012548.1_566,CP142614.1_2566,CP142614.1_283,CP142623.1_1848,CP142623.1_3785
353944	1137	1302	intergenic	.	AP012548.1_1309,CP142614.1_1027,CP142623.1_1102
354	357956	358539	intergenic	.	AP012548.1_1844,AP012548.1_2010,AP012548.1_2011,AP012548.1_2970,AP012548.1_2971,AP012548.1_906,AP012548.1_907,CP001487.1_1356,CP001487.1_3439,CP142614.1_1560,CP142614.1_1726,CP142614.1_2700,CP142614.1_624,CP142614.1_625,CP142623.1_1507,CP142623.1_3653,CP142623.1_402,CP142623.1_403
354781	159	304	intergenic	.	AP012548.1_657,CP142623.1_1757
355350	1600	1728	intergenic	.	AP012548.1_440,CP001487.1_3911,CP142614.1_158,CP142614.1_159,CP142623.1_1968
356874	446	668	intergenic	.	AP012548.1_1218,CP001429.2_1224,CP001487.1_3147,CP003000.1_1365,CP142614.1_935,CP142614.1_936,CP142623.1_1193,CP142623.1_1194
362	367495	367581	intergenic	.	AP012548.1_1387
368	209418	209574	intergenic	.	AP012548.1_1399,AP012548.1_1676,CP001429.2_1406,CP003000.1_1185,CP142614.1_1392,CP142623.1_737
371	445754	445958	intergenic	.	AP012548.1_4151,CP142614.1_3874,CP142614.1_3875,CP142623.1_2475,CP142623.1_2476
376646	234	504	intergenic	.	AP012548.1_786,AP012548.1_787,CP142614.1_505,CP142623.1_1627
