Chromosome	Start	End	Feature_Type	Details	Reads
contig_10684	40205	40420	intergenic	.	contig_10684:40205-40420
contig_10705	561443	561631	gene,mRNA		contig_10705:561443-561631
contig_10705	902313	902550	gene,mRNA		contig_10705:902313-902550
contig_10705	950301	950356	gene,mRNA		contig_10705:950301-950356
contig_10705	996803	996936	intergenic	.	contig_10705:996803-996936
contig_10705	997007	997041	intergenic	.	contig_10705:997007-997041
contig_10705	998375	998464	intergenic	.	contig_10705:998375-998464
contig_10705	1015796	1016077	intergenic	.	contig_10705:1015796-1016077
contig_10705	1041130	1041455	intergenic	.	contig_10705:1041130-1041455
contig_10715	80542	80573	intergenic	.	contig_10715:80542-80573
contig_10725	149267	149551	intergenic	.	contig_10725:149267-149551
contig_10725	386147	386281	intergenic	.	contig_10725:386147-386281
contig_10725	393373	393422	intergenic	.	contig_10725:393373-393422
contig_10725	440602	440765	intergenic	.	contig_10725:440602-440765
contig_10725	539690	539743	intergenic	.	contig_10725:539690-539743
contig_10747	18409	18440	intergenic	.	contig_10747:18409-18440
contig_10747	148456	148661	intergenic	.	contig_10747:148456-148661
contig_10757	1004834	1005036	intergenic	.	contig_10757:1004834-1005036
contig_10757	1057411	1057554	intergenic	.	contig_10757:1057411-1057554
contig_10757	1182173	1182250	gene,mRNA		contig_10757:1182173-1182250
contig_10757	1455511	1455678	intergenic	.	contig_10757:1455511-1455678
contig_10757	1467000	1467323	intergenic	.	contig_10757:1467000-1467323
contig_10757	1467377	1467487	intergenic	.	contig_10757:1467377-1467487
contig_10870	83968	84176	intergenic	.	contig_10870:83968-84176
contig_10870	230307	230456	intergenic	.	contig_10870:230307-230456
contig_10870	247550	247760	intergenic	.	contig_10870:247550-247760
contig_10870	920264	920326	intergenic	.	contig_10870:920264-920326
contig_10870	1378273	1378470	intergenic	.	contig_10870:1378273-1378470
contig_10870	1378523	1378581	intergenic	.	contig_10870:1378523-1378581
contig_10870	2301476	2301767	intergenic	.	contig_10870:2301476-2301767
contig_10870	3072419	3072672	intergenic	.	contig_10870:3072419-3072672
contig_10898	265745	265930	intergenic	.	contig_10898:265745-265930
contig_10898	285009	285153	intergenic	.	contig_10898:285009-285153
contig_10908	156550	156630	intergenic	.	contig_10908:156550-156630
contig_10908	376343	376386	intergenic	.	contig_10908:376343-376386
contig_10908	783589	783687	intergenic	.	contig_10908:783589-783687
contig_1092	539149	539221	intergenic	.	contig_1092:539149-539221
contig_1092	851377	851586	intergenic	.	contig_1092:851377-851586
contig_1092	859446	859819	intergenic	.	contig_1092:859446-859819
contig_1092	1286625	1286928	intergenic	.	contig_1092:1286625-1286928
contig_1092	1287306	1287449	intergenic	.	contig_1092:1287306-1287449
contig_1092	1313189	1313308	intergenic	.	contig_1092:1313189-1313308
contig_1092	1551865	1551969	intergenic	.	contig_1092:1551865-1551969
contig_1092	1552030	1552166	intergenic	.	contig_1092:1552030-1552166
contig_1092	1607292	1607829	intergenic	.	contig_1092:1607292-1607829
contig_1092	1736536	1736684	intergenic	.	contig_1092:1736536-1736684
contig_1092	1959209	1959708	intergenic	.	contig_1092:1959209-1959708
contig_1092	3002618	3002804	intergenic	.	contig_1092:3002618-3002804
contig_1092	3386604	3386782	intergenic	.	contig_1092:3386604-3386782
contig_1092	3518916	3519224	intergenic	.	contig_1092:3518916-3519224
contig_1092	3820544	3820884	intergenic	.	contig_1092:3820544-3820884
contig_1092	3832560	3832951	intergenic	.	contig_1092:3832560-3832951
contig_10931	59986	60205	intergenic	.	contig_10931:59986-60205
contig_10995	190221	190320	intergenic	.	contig_10995:190221-190320
contig_10995	190970	191010	intergenic	.	contig_10995:190970-191010
contig_10995	191583	191679	intergenic	.	contig_10995:191583-191679
contig_10995	191782	192102	intergenic	.	contig_10995:191782-192102
contig_10995	262512	262698	intergenic	.	contig_10995:262512-262698
contig_10995	564238	564508	intergenic	.	contig_10995:564238-564508
contig_10995	570746	571221	gene,mRNA,exon,CDS,start_codon,polyA_signal_sequence,gene		contig_10995:570746-571221
contig_11	1694274	1694324	intergenic	.	contig_11:1694274-1694324
contig_11	1800540	1800653	intergenic	.	contig_11:1800540-1800653
contig_11	3042682	3042854	intergenic	.	contig_11:3042682-3042854
contig_11	3601556	3601670	intergenic	.	contig_11:3601556-3601670
contig_11019	170844	171121	intergenic	.	contig_11019:170844-171121
contig_11023	297311	297609	intergenic	.	contig_11023:297311-297609
contig_11023	300259	300363	intergenic	.	contig_11023:300259-300363
contig_11023	422523	422706	intergenic	.	contig_11023:422523-422706
contig_11023	774407	774733	intergenic	.	contig_11023:774407-774733
contig_11023	828629	828796	intergenic	.	contig_11023:828629-828796
contig_11023	875670	875900	intergenic	.	contig_11023:875670-875900
contig_11023	930321	930475	intergenic	.	contig_11023:930321-930475
contig_11023	946872	947009	intergenic	.	contig_11023:946872-947009
contig_11023	951030	951182	intergenic	.	contig_11023:951030-951182
contig_11040	278545	278764	intergenic	.	contig_11040:278545-278764
contig_11040	443797	443859	gene,mRNA		contig_11040:443797-443859
contig_11040	563120	563352	intergenic	.	contig_11040:563120-563352
contig_11040	597309	597730	intergenic	.	contig_11040:597309-597730
contig_11040	630247	630423	intergenic	.	contig_11040:630247-630423
contig_11043	401607	401809	gene,mRNA		contig_11043:401607-401809
contig_11043	577131	577611	gene,mRNA		contig_11043:577131-577611
contig_11043	639037	639132	gene,mRNA		contig_11043:639037-639132
contig_11043	751442	751595	gene,mRNA		contig_11043:751442-751595
contig_11043	1006365	1006629	gene,mRNA		contig_11043:1006365-1006629
contig_1106	260975	261051	intergenic	.	contig_1106:260975-261051
contig_1106	527971	528011	intergenic	.	contig_1106:527971-528011
contig_1106	543728	543935	intergenic	.	contig_1106:543728-543935
contig_1106	560084	560237	intergenic	.	contig_1106:560084-560237
contig_1106	859743	860030	gene,mRNA		contig_1106:859743-860030
contig_1106	1201052	1201204	intergenic	.	contig_1106:1201052-1201204
contig_11060	149653	149721	intergenic	.	contig_11060:149653-149721
contig_11081	386840	387046	intergenic	.	contig_11081:386840-387046
contig_11081	409380	409536	intergenic	.	contig_11081:409380-409536
contig_11081	514156	514377	intergenic	.	contig_11081:514156-514377
contig_11081	522115	522302	intergenic	.	contig_11081:522115-522302
contig_11081	557488	557905	intergenic	.	contig_11081:557488-557905
contig_11081	563301	563583	intergenic	.	contig_11081:563301-563583
contig_11081	613035	613148	intergenic	.	contig_11081:613035-613148
contig_11081	645443	645623	intergenic	.	contig_11081:645443-645623
contig_11081	684938	685005	intergenic	.	contig_11081:684938-685005
contig_11081	688112	688264	intergenic	.	contig_11081:688112-688264
contig_11081	688842	688961	intergenic	.	contig_11081:688842-688961
contig_11083	294162	294337	gene,mRNA		contig_11083:294162-294337
contig_11083	294402	294546	gene,mRNA		contig_11083:294402-294546
contig_11083	295053	295284	gene,mRNA		contig_11083:295053-295284
contig_11083	304259	304406	intergenic	.	contig_11083:304259-304406
contig_11083	393511	393622	gene,mRNA		contig_11083:393511-393622
contig_11105	69029	69330	gene,mRNA		contig_11105:69029-69330
contig_11105	121730	121798	gene,mRNA		contig_11105:121730-121798
contig_11105	1228984	1229122	intergenic	.	contig_11105:1228984-1229122
contig_11105	1474279	1474386	gene,mRNA		contig_11105:1474279-1474386
contig_11105	1619763	1620167	intergenic	.	contig_11105:1619763-1620167
contig_11125	300741	300870	gene,mRNA		contig_11125:300741-300870
contig_11125	301581	301640	gene,mRNA		contig_11125:301581-301640
contig_11125	301716	301758	gene,mRNA		contig_11125:301716-301758
contig_11125	304184	304297	gene,mRNA		contig_11125:304184-304297
contig_11173	13799	14128	intergenic	.	contig_11173:13799-14128
contig_11179	51148	51350	intergenic	.	contig_11179:51148-51350
contig_11179	171372	171738	intergenic	.	contig_11179:171372-171738
contig_11179	186699	186729	intergenic	.	contig_11179:186699-186729
contig_11179	342327	342614	intergenic	.	contig_11179:342327-342614
contig_11179	344557	344939	intergenic	.	contig_11179:344557-344939
contig_11179	345215	345272	intergenic	.	contig_11179:345215-345272
contig_11179	498127	498374	intergenic	.	contig_11179:498127-498374
contig_11179	499255	499300	intergenic	.	contig_11179:499255-499300
contig_11179	531531	531621	intergenic	.	contig_11179:531531-531621
contig_11193	27398	27528	intergenic	.	contig_11193:27398-27528
contig_11193	211602	211759	gene,mRNA		contig_11193:211602-211759
contig_11205	333944	334020	intergenic	.	contig_11205:333944-334020
contig_11205	334705	334801	intergenic	.	contig_11205:334705-334801
contig_11224	450348	450675	gene,mRNA		contig_11224:450348-450675
contig_11224	450767	450990	gene,mRNA		contig_11224:450767-450990
contig_11256	99622	99922	intergenic	.	contig_11256:99622-99922
contig_11256	179411	179590	intergenic	.	contig_11256:179411-179590
contig_11256	207299	207549	intergenic	.	contig_11256:207299-207549
contig_11256	668223	668261	intergenic	.	contig_11256:668223-668261
contig_11256	668720	668971	intergenic	.	contig_11256:668720-668971
contig_11277	111011	111215	intergenic	.	contig_11277:111011-111215
contig_11277	150190	150269	intergenic	.	contig_11277:150190-150269
contig_11277	220225	220425	intergenic	.	contig_11277:220225-220425
contig_11277	521530	521763	gene,mRNA		contig_11277:521530-521763
contig_11320	218532	218834	gene,mRNA		contig_11320:218532-218834
contig_11400	45482	45567	gene,polyA_signal_sequence		contig_11400:45482-45567
contig_11400	45723	46024	gene,mRNA,stop_codon,exon,CDS		contig_11400:45723-46024
contig_11488	122886	123095	gene,mRNA		contig_11488:122886-123095
contig_11488	163386	163533	gene,mRNA		contig_11488:163386-163533
contig_11488	1100399	1100666	intergenic	.	contig_11488:1100399-1100666
contig_11488	1101025	1101114	intergenic	.	contig_11488:1101025-1101114
contig_11488	1101170	1101504	intergenic	.	contig_11488:1101170-1101504
contig_11497	1371058	1371155	gene,mRNA		contig_11497:1371058-1371155
contig_11497	1371218	1371296	gene,mRNA		contig_11497:1371218-1371296
contig_11512	1026558	1026777	gene,mRNA		contig_11512:1026558-1026777
contig_11512	1527592	1527742	gene,mRNA		contig_11512:1527592-1527742
contig_11512	2006030	2006307	intergenic	.	contig_11512:2006030-2006307
contig_11560	597752	597889	intergenic	.	contig_11560:597752-597889
contig_11584	189302	189559	intergenic	.	contig_11584:189302-189559
contig_11595	492295	492363	intergenic	.	contig_11595:492295-492363
contig_11595	1201162	1201219	gene,mRNA		contig_11595:1201162-1201219
contig_11595	1673516	1673673	gene,mRNA		contig_11595:1673516-1673673
contig_11615	129854	130042	intergenic	.	contig_11615:129854-130042
contig_11615	130100	130540	intergenic	.	contig_11615:130100-130540
contig_11615	390305	390546	intergenic	.	contig_11615:390305-390546
contig_11661	30169	30503	intergenic	.	contig_11661:30169-30503
contig_11661	300304	300421	intergenic	.	contig_11661:300304-300421
contig_11709	53241	53584	gene		contig_11709:53241-53584
contig_11709	117024	117112	intergenic	.	contig_11709:117024-117112
contig_11717	792933	792975	intergenic	.	contig_11717:792933-792975
contig_11731	142612	142770	intergenic	.	contig_11731:142612-142770
contig_11742	4417	4636	intergenic	.	contig_11742:4417-4636
contig_11751	476580	476644	intergenic	.	contig_11751:476580-476644
contig_11751	652053	652219	intergenic	.	contig_11751:652053-652219
contig_11758	420922	421022	gene,mRNA		contig_11758:420922-421022
contig_11758	423063	423263	exon,CDS,gene,mRNA		contig_11758:423063-423263
contig_11758	992155	992502	exon,CDS,gene,mRNA		contig_11758:992155-992502
contig_11814	5498	5733	intergenic	.	contig_11814:5498-5733
contig_11814	489805	489927	intergenic	.	contig_11814:489805-489927
contig_11814	557486	557638	gene,mRNA		contig_11814:557486-557638
contig_11814	557737	557856	gene,mRNA		contig_11814:557737-557856
contig_11814	899993	900105	gene,mRNA		contig_11814:899993-900105
contig_11856	76262	76399	intergenic	.	contig_11856:76262-76399
contig_11856	344018	344288	intergenic	.	contig_11856:344018-344288
contig_11856	1944406	1944542	intergenic	.	contig_11856:1944406-1944542
contig_11856	1944605	1944719	intergenic	.	contig_11856:1944605-1944719
contig_11856	2426028	2426096	intergenic	.	contig_11856:2426028-2426096
contig_11856	2628476	2628592	intergenic	.	contig_11856:2628476-2628592
contig_11893	19715	20025	intergenic	.	contig_11893:19715-20025
contig_11893	285615	285656	intergenic	.	contig_11893:285615-285656
contig_11893	503100	503259	gene,mRNA		contig_11893:503100-503259
contig_11893	785988	786111	gene,mRNA		contig_11893:785988-786111
contig_11904	397704	397764	gene,mRNA		contig_11904:397704-397764
contig_11904	691698	691929	intergenic	.	contig_11904:691698-691929
contig_11909	180531	180654	gene,mRNA		contig_11909:180531-180654
contig_11909	308292	308433	gene,mRNA		contig_11909:308292-308433
contig_11939	213485	213982	exon,CDS,gene,mRNA		contig_11939:213485-213982
contig_11939	897463	897559	intergenic	.	contig_11939:897463-897559
contig_11961	295651	295793	intergenic	.	contig_11961:295651-295793
contig_11961	520627	520936	intergenic	.	contig_11961:520627-520936
contig_1200	186075	186197	intergenic	.	contig_1200:186075-186197
contig_1200	226805	226989	intergenic	.	contig_1200:226805-226989
contig_1200	227071	227568	polyA_signal_sequence,stop_codon,exon,CDS,gene,mRNA		contig_1200:227071-227568
contig_1200	228637	228854	gene,mRNA		contig_1200:228637-228854
contig_1200	1071407	1071473	intergenic	.	contig_1200:1071407-1071473
contig_12040	62725	63274	intergenic	.	contig_12040:62725-63274
contig_12040	316325	316371	intergenic	.	contig_12040:316325-316371
contig_12040	485269	485336	gene,mRNA		contig_12040:485269-485336
contig_12049	31583	31763	intergenic	.	contig_12049:31583-31763
contig_12049	132058	132708	intergenic	.	contig_12049:132058-132708
contig_12049	552426	552488	intergenic	.	contig_12049:552426-552488
contig_12064	45885	46181	intergenic	.	contig_12064:45885-46181
contig_12086	169588	170103	gene,mRNA		contig_12086:169588-170103
contig_12086	745937	746354	intergenic	.	contig_12086:745937-746354
contig_12086	821658	821762	gene,mRNA		contig_12086:821658-821762
contig_12086	862056	862160	gene,mRNA		contig_12086:862056-862160
contig_12086	904641	904741	intergenic	.	contig_12086:904641-904741
contig_12086	904792	905051	intergenic	.	contig_12086:904792-905051
contig_12086	966124	966291	intergenic	.	contig_12086:966124-966291
contig_12086	970274	970395	intergenic	.	contig_12086:970274-970395
contig_12086	1006597	1007078	gene,mRNA		contig_12086:1006597-1007078
contig_12086	1794532	1794631	gene,mRNA		contig_12086:1794532-1794631
contig_12086	2014058	2014164	gene,mRNA		contig_12086:2014058-2014164
contig_12086	2051410	2051583	gene,mRNA		contig_12086:2051410-2051583
contig_12086	2108819	2109074	gene,mRNA		contig_12086:2108819-2109074
contig_12086	2161029	2161357	intergenic	.	contig_12086:2161029-2161357
contig_12086	2304414	2304601	gene,mRNA		contig_12086:2304414-2304601
contig_12086	2495037	2495255	intergenic	.	contig_12086:2495037-2495255
contig_12086	2519634	2520246	intergenic	.	contig_12086:2519634-2520246
contig_12086	2658073	2658292	gene,mRNA		contig_12086:2658073-2658292
contig_12086	2698200	2698310	gene,mRNA		contig_12086:2698200-2698310
contig_12086	2872036	2872315	intergenic	.	contig_12086:2872036-2872315
contig_12086	3065156	3065266	gene,mRNA		contig_12086:3065156-3065266
contig_12086	3323777	3323817	gene,mRNA		contig_12086:3323777-3323817
contig_12103	483341	483512	gene,mRNA		contig_12103:483341-483512
contig_12152	243245	243431	intergenic	.	contig_12152:243245-243431
contig_12163	116889	116923	intergenic	.	contig_12163:116889-116923
contig_12163	117018	117151	intergenic	.	contig_12163:117018-117151
contig_12230	62091	62468	intergenic	.	contig_12230:62091-62468
contig_12230	62765	62795	intergenic	.	contig_12230:62765-62795
contig_12250	21293	21341	intergenic	.	contig_12250:21293-21341
contig_12305	24274	24460	intergenic	.	contig_12305:24274-24460
contig_12309	102743	102946	intergenic	.	contig_12309:102743-102946
contig_12309	215703	215917	gene,mRNA,exon,CDS		contig_12309:215703-215917
contig_12309	424514	424980	gene,mRNA		contig_12309:424514-424980
contig_12316	11826	11897	gene,mRNA		contig_12316:11826-11897
contig_12323	269970	270090	intergenic	.	contig_12323:269970-270090
contig_12323	313034	313075	intergenic	.	contig_12323:313034-313075
contig_12330	626464	626595	intergenic	.	contig_12330:626464-626595
contig_12336	146966	147251	intergenic	.	contig_12336:146966-147251
contig_12336	206547	206607	intergenic	.	contig_12336:206547-206607
contig_12395	681549	681667	intergenic	.	contig_12395:681549-681667
contig_12395	752867	753017	gene,mRNA		contig_12395:752867-753017
contig_12395	1365131	1365224	intergenic	.	contig_12395:1365131-1365224
contig_12402	13747	13971	intergenic	.	contig_12402:13747-13971
contig_12402	52645	52705	intergenic	.	contig_12402:52645-52705
contig_12412	29546	29580	intergenic	.	contig_12412:29546-29580
contig_12439	642172	642438	intergenic	.	contig_12439:642172-642438
contig_12439	751253	751308	intergenic	.	contig_12439:751253-751308
contig_12439	1315273	1315326	intergenic	.	contig_12439:1315273-1315326
contig_12439	1729437	1729537	gene,mRNA		contig_12439:1729437-1729537
contig_12439	1730578	1730678	gene		contig_12439:1730578-1730678
contig_12451	502701	502885	intergenic	.	contig_12451:502701-502885
contig_12459	53304	53731	intergenic	.	contig_12459:53304-53731
contig_12462	15582	15942	intergenic	.	contig_12462:15582-15942
contig_12470	559148	559196	intergenic	.	contig_12470:559148-559196
contig_12495	857454	857626	gene,mRNA		contig_12495:857454-857626
contig_12495	1168811	1169285	intergenic	.	contig_12495:1168811-1169285
contig_12495	1198703	1199048	intergenic	.	contig_12495:1198703-1199048
contig_12495	1199107	1199298	intergenic	.	contig_12495:1199107-1199298
contig_12495	1332920	1332977	intergenic	.	contig_12495:1332920-1332977
contig_12495	1333032	1333123	intergenic	.	contig_12495:1333032-1333123
contig_12495	1460863	1460904	intergenic	.	contig_12495:1460863-1460904
contig_12499	104856	105238	intergenic	.	contig_12499:104856-105238
contig_12501	215022	215231	intergenic	.	contig_12501:215022-215231
contig_12501	240968	241242	intergenic	.	contig_12501:240968-241242
contig_12501	241310	241412	intergenic	.	contig_12501:241310-241412
contig_12503	467416	467482	intergenic	.	contig_12503:467416-467482
contig_12503	468196	468285	intergenic	.	contig_12503:468196-468285
contig_12503	704364	704543	gene,mRNA		contig_12503:704364-704543
contig_12503	839816	839916	intergenic	.	contig_12503:839816-839916
contig_12503	1089276	1089376	gene,mRNA		contig_12503:1089276-1089376
contig_12503	1089976	1090076	gene,mRNA,exon,CDS		contig_12503:1089976-1090076
contig_12550	85849	85894	intergenic	.	contig_12550:85849-85894
contig_12550	86240	86321	intergenic	.	contig_12550:86240-86321
contig_12550	86799	86984	intergenic	.	contig_12550:86799-86984
contig_12558	52317	52393	intergenic	.	contig_12558:52317-52393
contig_12560	87528	87705	intergenic	.	contig_12560:87528-87705
contig_12581	230156	230367	intergenic	.	contig_12581:230156-230367
contig_12581	466303	466573	gene,mRNA		contig_12581:466303-466573
contig_12608	292137	292557	gene,mRNA		contig_12608:292137-292557
contig_12608	364148	364218	intergenic	.	contig_12608:364148-364218
contig_12627	329188	329260	intergenic	.	contig_12627:329188-329260
contig_12627	868879	868993	intergenic	.	contig_12627:868879-868993
contig_12627	1486247	1486312	intergenic	.	contig_12627:1486247-1486312
contig_12627	1486388	1486476	intergenic	.	contig_12627:1486388-1486476
contig_12627	1688827	1688887	intergenic	.	contig_12627:1688827-1688887
contig_12627	1870366	1870589	intergenic	.	contig_12627:1870366-1870589
contig_12633	185513	185572	intergenic	.	contig_12633:185513-185572
contig_12633	185669	185707	intergenic	.	contig_12633:185669-185707
contig_12640	375342	375552	intergenic	.	contig_12640:375342-375552
contig_12659	76422	76533	intergenic	.	contig_12659:76422-76533
contig_12700	355937	355976	intergenic	.	contig_12700:355937-355976
contig_12700	412686	412752	intergenic	.	contig_12700:412686-412752
contig_12709	697637	697818	intergenic	.	contig_12709:697637-697818
contig_12709	697900	698001	intergenic	.	contig_12709:697900-698001
contig_12709	1569468	1569831	intergenic	.	contig_12709:1569468-1569831
contig_12745	283721	283882	intergenic	.	contig_12745:283721-283882
contig_12745	496521	496631	intergenic	.	contig_12745:496521-496631
contig_12752	1541739	1541826	intergenic	.	contig_12752:1541739-1541826
contig_12757	346625	346782	intergenic	.	contig_12757:346625-346782
contig_12777	237392	237717	gene,mRNA		contig_12777:237392-237717
contig_1278	127697	127729	intergenic	.	contig_1278:127697-127729
contig_1278	143825	143901	intergenic	.	contig_1278:143825-143901
contig_1278	150312	150482	intergenic	.	contig_1278:150312-150482
contig_1278	193821	194036	intergenic	.	contig_1278:193821-194036
contig_12837	91474	91654	intergenic	.	contig_12837:91474-91654
contig_12837	487664	487719	intergenic	.	contig_12837:487664-487719
contig_12837	508222	508319	intergenic	.	contig_12837:508222-508319
contig_12837	508498	508861	intergenic	.	contig_12837:508498-508861
contig_12837	558882	559434	intergenic	.	contig_12837:558882-559434
contig_12837	584797	585242	intergenic	.	contig_12837:584797-585242
contig_12851	32419	32516	intergenic	.	contig_12851:32419-32516
contig_12851	151130	151452	intergenic	.	contig_12851:151130-151452
contig_12878	49656	49695	intergenic	.	contig_12878:49656-49695
contig_12878	447661	447768	gene,mRNA		contig_12878:447661-447768
contig_12878	488158	488304	intergenic	.	contig_12878:488158-488304
contig_12878	488492	488584	intergenic	.	contig_12878:488492-488584
contig_12879	69871	69951	intergenic	.	contig_12879:69871-69951
contig_12879	89922	90019	gene,mRNA		contig_12879:89922-90019
contig_1288	1140387	1140417	intergenic	.	contig_1288:1140387-1140417
contig_12884	149280	149939	intergenic	.	contig_12884:149280-149939
contig_12884	502141	502383	intergenic	.	contig_12884:502141-502383
contig_12884	535068	535233	gene,mRNA		contig_12884:535068-535233
contig_12884	777446	777652	gene,mRNA		contig_12884:777446-777652
contig_12884	871720	872368	gene,mRNA		contig_12884:871720-872368
contig_12884	890380	890744	gene,mRNA		contig_12884:890380-890744
contig_12884	969168	969208	gene,mRNA		contig_12884:969168-969208
contig_12884	969293	969480	gene,mRNA		contig_12884:969293-969480
contig_12884	1203043	1203174	gene,mRNA		contig_12884:1203043-1203174
contig_12904	904379	904456	intergenic	.	contig_12904:904379-904456
contig_12904	2532389	2532627	gene,mRNA		contig_12904:2532389-2532627
contig_12904	2637365	2637423	intergenic	.	contig_12904:2637365-2637423
contig_12904	3017068	3017168	gene,mRNA		contig_12904:3017068-3017168
contig_12904	3017268	3017568	gene,mRNA,exon,CDS		contig_12904:3017268-3017568
contig_12904	3035782	3035983	intergenic	.	contig_12904:3035782-3035983
contig_12905	226284	226390	intergenic	.	contig_12905:226284-226390
contig_12905	744613	744830	intergenic	.	contig_12905:744613-744830
contig_12905	2444722	2444767	intergenic	.	contig_12905:2444722-2444767
contig_12911	147182	147292	gene,mRNA		contig_12911:147182-147292
contig_12911	147358	147774	gene,mRNA		contig_12911:147358-147774
contig_12911	244666	245077	intergenic	.	contig_12911:244666-245077
contig_12925	250237	250643	start_codon,exon,CDS,gene,mRNA		contig_12925:250237-250643
