Chromosome	Start	End	Feature_Type	Details	Reads
1322	174739	174810	intergenic	.	1322:174739-174810
1326	621781	621861	intergenic	.	1326:621781-621861
1327	679787	679819	gene,mRNA		1327:679787-679819
1327	725064	725442	intergenic	.	1327:725064-725442
1329	633176	633349	intergenic	.	1329:633176-633349
137937	477	714	intergenic	.	137937:477-714
139	29986	30188	intergenic	.	139:29986-30188
139	182824	183006	intergenic	.	139:182824-183006
141	58853	59135	intergenic	.	141:58853-59135
142	289251	289438	intergenic	.	142:289251-289438
155	80962	81027	intergenic	.	155:80962-81027
159257	126	597	intergenic	.	159257:126-597
162	124303	124424	intergenic	.	162:124303-124424
164	21050	21151	intergenic	.	164:21050-21151
169	54382	54503	intergenic	.	169:54382-54503
173	302262	302407	gene,mRNA		173:302262-302407
177	472426	472569	gene,mRNA		177:472426-472569
179	301632	301732	intergenic	.	179:301632-301732
185	48413	48469	intergenic	.	185:48413-48469
186	127664	127800	gene,mRNA		186:127664-127800
197	260972	261052	intergenic	.	197:260972-261052
201	18446	18514	intergenic	.	201:18446-18514
208	80865	80923	gene,mRNA		208:80865-80923
23	376305	376411	gene,mRNA		23:376305-376411
235	56260	56494	intergenic	.	235:56260-56494
24	187359	187437	gene,mRNA		24:187359-187437
240	132501	132619	intergenic	.	240:132501-132619
246	121887	121952	intergenic	.	246:121887-121952
246	122451	122590	intergenic	.	246:122451-122590
248670	568	599	intergenic	.	248670:568-599
25	1089801	1089946	intergenic	.	25:1089801-1089946
25	1186242	1186578	gene,mRNA,stop_codon,exon,CDS		25:1186242-1186578
255	314673	314938	intergenic	.	255:314673-314938
257	168497	168555	gene,mRNA		257:168497-168555
258	46062	46092	intergenic	.	258:46062-46092
274	238732	239037	intergenic	.	274:238732-239037
274	239124	239854	intergenic	.	274:239124-239854
275	67153	67253	gene,mRNA		275:67153-67253
275	67461	67561	gene,mRNA		275:67461-67561
282325	2	64	intergenic	.	282325:2-64
289	22283	22403	intergenic	.	289:22283-22403
289	49728	49931	intergenic	.	289:49728-49931
289	95357	95458	gene,mRNA		289:95357-95458
293277	779	944	intergenic	.	293277:779-944
302	12986	13065	intergenic	.	302:12986-13065
307	141317	141401	intergenic	.	307:141317-141401
312	21605	21712	intergenic	.	312:21605-21712
312217	371	401	intergenic	.	312217:371-401
32606	67	271	intergenic	.	32606:67-271
329	81839	82136	intergenic	.	329:81839-82136
33	728703	728901	exon,CDS,stop_codon,gene,mRNA		33:728703-728901
330	3436	3757	intergenic	.	330:3436-3757
335327	17	129	intergenic	.	335327:17-129
337701	142	205	intergenic	.	337701:142-205
340	96791	96861	intergenic	.	340:96791-96861
341337	1684	2050	intergenic	.	341337:1684-2050
343	170436	170504	intergenic	.	343:170436-170504
343	172601	172750	gene,mRNA		343:172601-172750
343	172815	172894	gene,mRNA		343:172815-172894
348	135210	135242	gene,mRNA		348:135210-135242
348	135563	135664	gene,mRNA		348:135563-135664
348125	173	217	intergenic	.	348125:173-217
349	252727	253104	intergenic	.	349:252727-253104
349	350768	350800	intergenic	.	349:350768-350800
35285	2215	2282	intergenic	.	35285:2215-2282
353944	1137	1306	intergenic	.	353944:1137-1306
354	357955	358539	intergenic	.	354:357955-358539
354781	86	304	intergenic	.	354781:86-304
355264	191	248	intergenic	.	355264:191-248
355350	1594	1732	intergenic	.	355350:1594-1732
356874	445	668	intergenic	.	356874:445-668
361	222071	222121	intergenic	.	361:222071-222121
362	367457	367605	intergenic	.	362:367457-367605
362664	366	452	intergenic	.	362664:366-452
368	209417	209575	intergenic	.	368:209417-209575
370	163670	163738	gene,mRNA		370:163670-163738
371	144776	144860	intergenic	.	371:144776-144860
371	445761	445958	intergenic	.	371:445761-445958
372	395497	395557	gene,mRNA		372:395497-395557
375	59334	59384	gene,mRNA		375:59334-59384
376646	233	504	intergenic	.	376646:233-504
378	231963	232012	gene,mRNA		378:231963-232012
38	10268	10554	exon,CDS,gene,mRNA		38:10268-10554
38	462496	462645	intergenic	.	38:462496-462645
38	728160	728427	intergenic	.	38:728160-728427
38	833060	833193	intergenic	.	38:833060-833193
381	115593	115723	gene,mRNA		381:115593-115723
381388	251	328	intergenic	.	381388:251-328
381502	708	1021	intergenic	.	381502:708-1021
383	310652	310808	gene,mRNA		383:310652-310808
383234	607	758	intergenic	.	383234:607-758
383234	866	976	intergenic	.	383234:866-976
384156	40	87	intergenic	.	384156:40-87
384156	595	695	gene,mRNA,exon,CDS		384156:595-695
384559	201	390	intergenic	.	384559:201-390
385135	3320	3524	intergenic	.	385135:3320-3524
386	268068	268198	gene,mRNA		386:268068-268198
386636	790	870	intergenic	.	386636:790-870
389645	2327	2427	intergenic	.	389645:2327-2427
39	419039	419255	gene,mRNA		39:419039-419255
390037	2856	3067	intergenic	.	390037:2856-3067
390129	2192	2337	intergenic	.	390129:2192-2337
390365	1719	1985	intergenic	.	390365:1719-1985
390671	1350	1572	intergenic	.	390671:1350-1572
390671	1711	1866	intergenic	.	390671:1711-1866
391	98955	99073	gene,mRNA		391:98955-99073
391	115295	115401	gene,mRNA		391:115295-115401
391	371003	371182	gene,mRNA		391:371003-371182
391	371307	371427	gene,mRNA		391:371307-371427
391375	1802	2107	intergenic	.	391375:1802-2107
393223	2419	2464	intergenic	.	393223:2419-2464
393225	134	254	intergenic	.	393225:134-254
393239	2361	2433	intergenic	.	393239:2361-2433
393269	1190	1390	intergenic	.	393269:1190-1390
393322	2249	2382	intergenic	.	393322:2249-2382
393414	1947	1996	intergenic	.	393414:1947-1996
393626	2162	2213	intergenic	.	393626:2162-2213
395075	2058	2129	intergenic	.	395075:2058-2129
395659	1030	1177	intergenic	.	395659:1030-1177
396	74181	74261	intergenic	.	396:74181-74261
396	278576	278624	intergenic	.	396:278576-278624
396708	3045	3251	intergenic	.	396708:3045-3251
397	216905	217139	gene,mRNA		397:216905-217139
398562	788	888	intergenic	.	398562:788-888
400	33293	33354	intergenic	.	400:33293-33354
400076	1885	2007	intergenic	.	400076:1885-2007
400377	1618	1741	intergenic	.	400377:1618-1741
400532	550	604	intergenic	.	400532:550-604
400532	900	1033	intergenic	.	400532:900-1033
400913	2573	2720	intergenic	.	400913:2573-2720
401	39693	39760	gene,mRNA		401:39693-39760
401566	3034	3190	gene,mRNA,exon,CDS		401566:3034-3190
401788	1244	1461	gene,mRNA,exon,CDS,start_codon		401788:1244-1461
402023	9475	9802	gene,mRNA		402023:9475-9802
402038	490	809	intergenic	.	402038:490-809
402210	1579	1624	intergenic	.	402210:1579-1624
402475	3326	3686	intergenic	.	402475:3326-3686
402653	9622	9873	gene,mRNA,exon,CDS,start_codon		402653:9622-9873
402884	5836	5910	intergenic	.	402884:5836-5910
402961	506	589	intergenic	.	402961:506-589
402961	932	1070	intergenic	.	402961:932-1070
402961	1399	1456	intergenic	.	402961:1399-1456
403358	260	674	intergenic	.	403358:260-674
403605	2027	2177	intergenic	.	403605:2027-2177
403721	2938	2984	intergenic	.	403721:2938-2984
403721	3060	3105	intergenic	.	403721:3060-3105
403920	2373	2426	intergenic	.	403920:2373-2426
403952	5072	5315	intergenic	.	403952:5072-5315
404	29581	29636	gene,mRNA		404:29581-29636
404239	880	1051	intergenic	.	404239:880-1051
404395	744	848	intergenic	.	404395:744-848
404438	10151	10261	intergenic	.	404438:10151-10261
404702	8594	8779	intergenic	.	404702:8594-8779
404770	4454	4496	intergenic	.	404770:4454-4496
404849	2446	2620	intergenic	.	404849:2446-2620
405	24443	24618	intergenic	.	405:24443-24618
405097	1470	1663	intergenic	.	405097:1470-1663
405290	2943	3076	intergenic	.	405290:2943-3076
405357	10306	10379	intergenic	.	405357:10306-10379
405357	10653	10774	intergenic	.	405357:10653-10774
405359	409	470	intergenic	.	405359:409-470
405433	1432	1695	intergenic	.	405433:1432-1695
405492	603	657	intergenic	.	405492:603-657
405519	15308	15340	intergenic	.	405519:15308-15340
405581	3129	3290	intergenic	.	405581:3129-3290
405616	4357	4480	intergenic	.	405616:4357-4480
405655	891	1097	intergenic	.	405655:891-1097
405866	29	97	intergenic	.	405866:29-97
405928	5235	5471	intergenic	.	405928:5235-5471
406046	1301	1457	intergenic	.	406046:1301-1457
406128	1897	2049	intergenic	.	406128:1897-2049
406158	340	683	intergenic	.	406158:340-683
406177	1778	1838	intergenic	.	406177:1778-1838
406206	1744	1860	intergenic	.	406206:1744-1860
406245	10903	11135	intergenic	.	406245:10903-11135
406259	695	894	intergenic	.	406259:695-894
406315	1585	1659	intergenic	.	406315:1585-1659
406467	4019	4076	intergenic	.	406467:4019-4076
406548	488	590	intergenic	.	406548:488-590
406641	646	1068	intergenic	.	406641:646-1068
406729	12930	12967	intergenic	.	406729:12930-12967
406784	1215	1416	intergenic	.	406784:1215-1416
406840	9327	9399	intergenic	.	406840:9327-9399
407444	6048	6190	intergenic	.	407444:6048-6190
407492	210	318	intergenic	.	407492:210-318
407706	2651	2884	intergenic	.	407706:2651-2884
407756	444	476	intergenic	.	407756:444-476
408000	3478	3541	intergenic	.	408000:3478-3541
408080	12453	12727	intergenic	.	408080:12453-12727
408143	1177	1261	intergenic	.	408143:1177-1261
408200	948	992	intergenic	.	408200:948-992
408406	2812	3277	intergenic	.	408406:2812-3277
409586	1891	1945	gene,mRNA		409586:1891-1945
409605	1264	1449	intergenic	.	409605:1264-1449
410830	6452	6529	intergenic	.	410830:6452-6529
410832	1047	1240	intergenic	.	410832:1047-1240
411610	1684	1727	intergenic	.	411610:1684-1727
411669	1102	1184	intergenic	.	411669:1102-1184
411672	2066	2292	intergenic	.	411672:2066-2292
411735	1388	1466	intergenic	.	411735:1388-1466
411790	4581	5051	intergenic	.	411790:4581-5051
418017	5545	5756	intergenic	.	418017:5545-5756
418129	2858	2967	intergenic	.	418129:2858-2967
418147	2963	3025	intergenic	.	418147:2963-3025
418415	0	275	intergenic	.	418415:0-275
418671	3480	3621	intergenic	.	418671:3480-3621
418711	1751	1783	intergenic	.	418711:1751-1783
418837	5595	5729	intergenic	.	418837:5595-5729
419409	491	521	intergenic	.	419409:491-521
421486	8423	8546	intergenic	.	421486:8423-8546
421761	1044	1170	intergenic	.	421761:1044-1170
422087	4240	4409	intergenic	.	422087:4240-4409
422682	3321	3366	intergenic	.	422682:3321-3366
423	29249	29315	gene		423:29249-29315
423089	741	898	intergenic	.	423089:741-898
423231	3059	3191	intergenic	.	423231:3059-3191
425	189945	190000	intergenic	.	425:189945-190000
426263	1299	1557	intergenic	.	426263:1299-1557
430245	183	371	intergenic	.	430245:183-371
432616	12595	12784	intergenic	.	432616:12595-12784
432660	60	191	intergenic	.	432660:60-191
432661	4975	5077	intergenic	.	432661:4975-5077
432727	5404	5714	gene,mRNA		432727:5404-5714
438	64565	64625	intergenic	.	438:64565-64625
438801	1153	1312	intergenic	.	438801:1153-1312
439072	961	1034	intergenic	.	439072:961-1034
439113	2034	2222	intergenic	.	439113:2034-2222
439115	5061	5266	intergenic	.	439115:5061-5266
439490	3634	3779	intergenic	.	439490:3634-3779
439492	2218	2283	intergenic	.	439492:2218-2283
439492	2407	2493	intergenic	.	439492:2407-2493
439492	2560	2669	intergenic	.	439492:2560-2669
439509	5690	5846	intergenic	.	439509:5690-5846
439725	517	674	intergenic	.	439725:517-674
439823	33330	33424	gene,mRNA		439823:33330-33424
439862	3440	3539	intergenic	.	439862:3440-3539
439977	1382	1507	intergenic	.	439977:1382-1507
439977	1575	1663	intergenic	.	439977:1575-1663
440017	2035	2097	intergenic	.	440017:2035-2097
440122	6601	6844	intergenic	.	440122:6601-6844
440180	104	160	intergenic	.	440180:104-160
440358	14767	14906	gene,polyA_signal_sequence		440358:14767-14906
440553	1237	1389	intergenic	.	440553:1237-1389
440592	6243	6362	intergenic	.	440592:6243-6362
440710	1985	2063	intergenic	.	440710:1985-2063
440941	2895	2947	intergenic	.	440941:2895-2947
441	434640	434824	gene,mRNA		441:434640-434824
441082	25	146	intergenic	.	441082:25-146
441118	4709	4829	intergenic	.	441118:4709-4829
441254	1093	1234	intergenic	.	441254:1093-1234
441254	1326	1416	intergenic	.	441254:1326-1416
441284	2573	2728	intergenic	.	441284:2573-2728
441437	548	623	intergenic	.	441437:548-623
441482	3252	3530	intergenic	.	441482:3252-3530
441555	5975	6033	intergenic	.	441555:5975-6033
441678	4961	5075	intergenic	.	441678:4961-5075
441678	8705	8847	intergenic	.	441678:8705-8847
441718	4007	4155	intergenic	.	441718:4007-4155
441756	3826	3874	intergenic	.	441756:3826-3874
441983	8139	8327	intergenic	.	441983:8139-8327
442054	3804	3933	intergenic	.	442054:3804-3933
442088	5118	5397	gene,mRNA,exon,CDS		442088:5118-5397
442557	6629	6933	intergenic	.	442557:6629-6933
443	202198	202229	gene,mRNA		443:202198-202229
443	230788	230818	exon,CDS,gene,mRNA		443:230788-230818
443160	436	650	intergenic	.	443160:436-650
443276	1844	2055	intergenic	.	443276:1844-2055
443493	1698	1814	intergenic	.	443493:1698-1814
443617	15083	15278	intergenic	.	443617:15083-15278
443811	5364	5600	intergenic	.	443811:5364-5600
443925	2467	2674	intergenic	.	443925:2467-2674
444179	136	199	intergenic	.	444179:136-199
444493	2930	3102	intergenic	.	444493:2930-3102
444670	584	673	intergenic	.	444670:584-673
444840	16694	16835	intergenic	.	444840:16694-16835
445355	4543	4841	intergenic	.	445355:4543-4841
445355	4933	5084	intergenic	.	445355:4933-5084
445454	2473	2535	intergenic	.	445454:2473-2535
445604	67	296	intergenic	.	445604:67-296
445661	1339	1409	intergenic	.	445661:1339-1409
445733	1208	1359	intergenic	.	445733:1208-1359
446	110172	110245	intergenic	.	446:110172-110245
446	355244	355324	intergenic	.	446:355244-355324
446313	6516	6554	intergenic	.	446313:6516-6554
446424	1247	1383	intergenic	.	446424:1247-1383
446793	74	321	gene,mRNA,start_codon,exon,CDS		446793:74-321
446888	8109	8196	intergenic	.	446888:8109-8196
446965	9563	9764	intergenic	.	446965:9563-9764
447110	949	1012	intergenic	.	447110:949-1012
447811	4261	4482	intergenic	.	447811:4261-4482
447811	4676	4818	intergenic	.	447811:4676-4818
448449	1934	2158	intergenic	.	448449:1934-2158
448449	2529	2598	intergenic	.	448449:2529-2598
449149	1504	1699	intergenic	.	449149:1504-1699
449291	42	139	intergenic	.	449291:42-139
45	263121	263154	intergenic	.	45:263121-263154
450186	95	289	intergenic	.	450186:95-289
450507	889	1172	intergenic	.	450507:889-1172
450516	1771	1916	intergenic	.	450516:1771-1916
450575	2763	2988	intergenic	.	450575:2763-2988
450885	5392	5499	intergenic	.	450885:5392-5499
450887	4497	4740	intergenic	.	450887:4497-4740
451126	1093	1208	intergenic	.	451126:1093-1208
451558	10356	10642	exon,CDS,gene,mRNA		451558:10356-10642
451698	1407	1608	intergenic	.	451698:1407-1608
452184	1634	1715	intergenic	.	452184:1634-1715
452284	5787	5847	intergenic	.	452284:5787-5847
453205	94	199	intergenic	.	453205:94-199
454007	72	128	intergenic	.	454007:72-128
454189	939	1122	intergenic	.	454189:939-1122
456859	824	871	intergenic	.	456859:824-871
457749	1414	1454	intergenic	.	457749:1414-1454
458996	4555	4934	intergenic	.	458996:4555-4934
458996	5020	5159	intergenic	.	458996:5020-5159
459	111187	111256	gene,mRNA		459:111187-111256
459	115559	115935	gene,mRNA		459:115559-115935
459352	886	1041	intergenic	.	459352:886-1041
459584	10454	10554	intergenic	.	459584:10454-10554
460355	179	295	intergenic	.	460355:179-295
46075	1762	1922	intergenic	.	46075:1762-1922
461125	1285	1350	intergenic	.	461125:1285-1350
461387	2760	2908	intergenic	.	461387:2760-2908
461438	3501	3555	intergenic	.	461438:3501-3555
461578	9463	9512	intergenic	.	461578:9463-9512
461585	1346	1438	intergenic	.	461585:1346-1438
461793	6	106	gene,mRNA,exon,CDS		461793:6-106
461952	173	286	intergenic	.	461952:173-286
461952	504	858	gene,polyA_signal_sequence,mRNA,stop_codon,exon,CDS,start_codon		461952:504-858
463721	286	566	intergenic	.	463721:286-566
463721	689	743	intergenic	.	463721:689-743
464362	1824	2104	intergenic	.	464362:1824-2104
466580	163	264	intergenic	.	466580:163-264
468529	463	497	intergenic	.	468529:463-497
469154	219	303	intergenic	.	469154:219-303
469154	885	1027	intergenic	.	469154:885-1027
469853	796	896	intergenic	.	469853:796-896
470	419	633	intergenic	.	470:419-633
470	49464	49606	intergenic	.	470:49464-49606
472	398821	398889	intergenic	.	472:398821-398889
474535	3596	3736	intergenic	.	474535:3596-3736
474559	2787	2853	intergenic	.	474559:2787-2853
474562	1457	1601	intergenic	.	474562:1457-1601
476031	218	411	intergenic	.	476031:218-411
476110	589	689	gene,mRNA,start_codon,exon,CDS		476110:589-689
476146	8884	9250	intergenic	.	476146:8884-9250
476168	15618	15732	intergenic	.	476168:15618-15732
476300	4412	4487	intergenic	.	476300:4412-4487
476460	25	68	intergenic	.	476460:25-68
476544	750	949	intergenic	.	476544:750-949
476608	4779	5213	intergenic	.	476608:4779-5213
477282	2187	2416	intergenic	.	477282:2187-2416
477798	2116	2173	intergenic	.	477798:2116-2173
477813	11718	11810	intergenic	.	477813:11718-11810
477819	27143	27188	intergenic	.	477819:27143-27188
477861	1033	1356	intergenic	.	477861:1033-1356
477912	9802	9914	intergenic	.	477912:9802-9914
477912	11814	11868	intergenic	.	477912:11814-11868
477918	6092	6341	gene,mRNA		477918:6092-6341
477942	27735	27835	exon,CDS,gene,mRNA		477942:27735-27835
477944	10811	11507	intergenic	.	477944:10811-11507
478054	171	366	intergenic	.	478054:171-366
478161	989	1207	intergenic	.	478161:989-1207
479273	3979	4131	intergenic	.	479273:3979-4131
479717	1105	1157	intergenic	.	479717:1105-1157
48	477243	477288	gene,mRNA,exon,CDS		48:477243-477288
480282	610	645	intergenic	.	480282:610-645
480396	3673	3737	intergenic	.	480396:3673-3737
480407	428	534	intergenic	.	480407:428-534
480579	5558	5690	intergenic	.	480579:5558-5690
480629	4418	4665	intergenic	.	480629:4418-4665
480727	1999	2110	intergenic	.	480727:1999-2110
481213	1445	1554	intergenic	.	481213:1445-1554
482189	2371	2522	intergenic	.	482189:2371-2522
482785	0	77	intergenic	.	482785:0-77
483056	413	619	intergenic	.	483056:413-619
483316	1085	1116	intergenic	.	483316:1085-1116
483877	3649	3717	intergenic	.	483877:3649-3717
484076	1125	1339	intergenic	.	484076:1125-1339
484415	1771	2010	intergenic	.	484415:1771-2010
484924	4215	4525	intergenic	.	484924:4215-4525
485214	3378	3425	intergenic	.	485214:3378-3425
485964	134	494	intergenic	.	485964:134-494
487399	1755	2109	intergenic	.	487399:1755-2109
487468	480	515	intergenic	.	487468:480-515
487653	634	1003	intergenic	.	487653:634-1003
488183	1062	1264	intergenic	.	488183:1062-1264
488827	950	1007	intergenic	.	488827:950-1007
490	3253	3534	gene,mRNA		490:3253-3534
490	75849	75980	intergenic	.	490:75849-75980
491800	132	190	intergenic	.	491800:132-190
491883	1317	1389	intergenic	.	491883:1317-1389
492476	1718	2298	intergenic	.	492476:1718-2298
493219	273	524	intergenic	.	493219:273-524
495560	536	571	gene,mRNA,exon,CDS		495560:536-571
495975	470	500	intergenic	.	495975:470-500
496078	943	1171	intergenic	.	496078:943-1171
497676	788	995	intergenic	.	497676:788-995
498334	3095	3201	intergenic	.	498334:3095-3201
498339	10041	10076	intergenic	.	498339:10041-10076
498420	2307	2424	intergenic	.	498420:2307-2424
499681	1832	1907	intergenic	.	499681:1832-1907
499681	1963	2003	intergenic	.	499681:1963-2003
499716	2588	2796	intergenic	.	499716:2588-2796
499737	336	464	intergenic	.	499737:336-464
500159	1002	1065	gene,mRNA		500159:1002-1065
500159	1164	1237	gene,mRNA,exon,CDS		500159:1164-1237
500604	777	855	intergenic	.	500604:777-855
500614	5081	5176	intergenic	.	500614:5081-5176
500877	1009	1229	intergenic	.	500877:1009-1229
500891	2612	2783	gene,mRNA		500891:2612-2783
500925	2215	2261	intergenic	.	500925:2215-2261
500925	2322	2353	intergenic	.	500925:2322-2353
501288	6612	6772	intergenic	.	501288:6612-6772
501350	19244	19431	intergenic	.	501350:19244-19431
501358	418	482	intergenic	.	501358:418-482
501378	23086	23282	intergenic	.	501378:23086-23282
501437	2501	2740	intergenic	.	501437:2501-2740
501487	8180	8433	intergenic	.	501487:8180-8433
501495	7348	7689	intergenic	.	501495:7348-7689
501604	7851	7957	intergenic	.	501604:7851-7957
501692	18533	18615	intergenic	.	501692:18533-18615
501746	5294	5439	intergenic	.	501746:5294-5439
501931	1171	1225	intergenic	.	501931:1171-1225
502094	938	1006	intergenic	.	502094:938-1006
502273	8859	8961	intergenic	.	502273:8859-8961
502337	574	754	intergenic	.	502337:574-754
502452	7756	8058	intergenic	.	502452:7756-8058
502636	2	46	intergenic	.	502636:2-46
502657	19555	19655	intergenic	.	502657:19555-19655
502707	709	1102	gene,polyA_signal_sequence,mRNA,stop_codon,exon,CDS		502707:709-1102
503	230281	230322	intergenic	.	503:230281-230322
503135	1757	1799	intergenic	.	503135:1757-1799
504440	1424	1482	intergenic	.	504440:1424-1482
504876	8260	8553	intergenic	.	504876:8260-8553
505505	206	443	intergenic	.	505505:206-443
506817	57612	57883	intergenic	.	506817:57612-57883
506884	569	625	intergenic	.	506884:569-625
507166	6798	6846	gene,mRNA,exon,CDS		507166:6798-6846
507356	2379	2618	intergenic	.	507356:2379-2618
508471	7147	7220	intergenic	.	508471:7147-7220
508722	263	348	intergenic	.	508722:263-348
508964	6485	6600	intergenic	.	508964:6485-6600
508966	617	868	gene,mRNA,exon,CDS,start_codon		508966:617-868
509	39821	39879	gene,mRNA		509:39821-39879
