#	Chromosome	Start	End	Feature_Type	Details	Reads	Blattella-germanica-v1_annotated.tsv
30	PYGN01000126.1	2003692	2003752	intergenic	.	PYGN01000126.1:2003692-2003752	Blattella-germanica-v1_annotated.tsv
31	PYGN01000126.1	2544133	2544298	intergenic	.	PYGN01000126.1:2544133-2544298	Blattella-germanica-v1_annotated.tsv
32	PYGN01000126.1	3226725	3226786	intergenic	.	PYGN01000126.1:3226725-3226786	Blattella-germanica-v1_annotated.tsv
33	PYGN01000129.1	923228	923778	"mRNA,gene"		PYGN01000129.1:923228-923778	Blattella-germanica-v1_annotated.tsv
34	PYGN01000131.1	193093	193263	intergenic	.	PYGN01000131.1:193093-193263	Blattella-germanica-v1_annotated.tsv
35	PYGN01000135.1	1505023	1505085	"mRNA,gene"		PYGN01000135.1:1505023-1505085	Blattella-germanica-v1_annotated.tsv
36	PYGN01000136.1	817486	817547	intergenic	.	PYGN01000136.1:817486-817547	Blattella-germanica-v1_annotated.tsv
37	PYGN01000143.1	920305	920451	"gene,mRNA"		PYGN01000143.1:920305-920451	Blattella-germanica-v1_annotated.tsv
38	PYGN01000143.1	1547071	1547225	"gene,mRNA"		PYGN01000143.1:1547071-1547225	Blattella-germanica-v1_annotated.tsv
39	PYGN01000149.1	1542100	1542172	intergenic	.	PYGN01000149.1:1542100-1542172	Blattella-germanica-v1_annotated.tsv
40	PYGN01000157.1	57800	57851	intergenic	.	PYGN01000157.1:57800-57851	Blattella-germanica-v1_annotated.tsv
41	PYGN01000157.1	1472998	1473078	intergenic	.	PYGN01000157.1:1472998-1473078	Blattella-germanica-v1_annotated.tsv
42	PYGN01000160.1	1363504	1363562	intergenic	.	PYGN01000160.1:1363504-1363562	Blattella-germanica-v1_annotated.tsv
43	PYGN01000164.1	998203	998266	"gene,mRNA"		PYGN01000164.1:998203-998266	Blattella-germanica-v1_annotated.tsv
44	PYGN01000166.1	472313	472379	intergenic	.	PYGN01000166.1:472313-472379	Blattella-germanica-v1_annotated.tsv
45	PYGN01000176.1	1483337	1483594	"mRNA,gene"		PYGN01000176.1:1483337-1483594	Blattella-germanica-v1_annotated.tsv
46	PYGN01000177.1	858809	858867	"gene,mRNA"		PYGN01000177.1:858809-858867	Blattella-germanica-v1_annotated.tsv
47	PYGN01000179.1	62041	62096	intergenic	.	PYGN01000179.1:62041-62096	Blattella-germanica-v1_annotated.tsv
48	PYGN01000179.1	68467	68526	intergenic	.	PYGN01000179.1:68467-68526	Blattella-germanica-v1_annotated.tsv
49	PYGN01000179.1	501341	501403	intergenic	.	PYGN01000179.1:501341-501403	Blattella-germanica-v1_annotated.tsv
50	PYGN01000179.1	677343	677394	intergenic	.	PYGN01000179.1:677343-677394	Blattella-germanica-v1_annotated.tsv
51	PYGN01000179.1	819432	819502	intergenic	.	PYGN01000179.1:819432-819502	Blattella-germanica-v1_annotated.tsv
52	PYGN01000179.1	1167434	1167710	intergenic	.	PYGN01000179.1:1167434-1167710	Blattella-germanica-v1_annotated.tsv
53	PYGN01000179.1	1890948	1890999	intergenic	.	PYGN01000179.1:1890948-1890999	Blattella-germanica-v1_annotated.tsv
54	PYGN01000179.1	2046655	2046709	intergenic	.	PYGN01000179.1:2046655-2046709	Blattella-germanica-v1_annotated.tsv
55	PYGN01000179.1	2070512	2070693	intergenic	.	PYGN01000179.1:2070512-2070693	Blattella-germanica-v1_annotated.tsv
56	PYGN01000184.1	740873	740927	intergenic	.	PYGN01000184.1:740873-740927	Blattella-germanica-v1_annotated.tsv
57	PYGN01000190.1	233100	233151	"mRNA,gene"		PYGN01000190.1:233100-233151	Blattella-germanica-v1_annotated.tsv
58	PYGN01000192.1	708901	708963	intergenic	.	PYGN01000192.1:708901-708963	Blattella-germanica-v1_annotated.tsv
59	PYGN01000213.1	22584	22652	"gene,mRNA,five_prime_UTR,exon"		PYGN01000213.1:22584-22652	Blattella-germanica-v1_annotated.tsv
60	PYGN01000214.1	979735	979789	"gene,mRNA"		PYGN01000214.1:979735-979789	Blattella-germanica-v1_annotated.tsv
61	PYGN01000218.1	1207610	1207673	"mRNA,gene"		PYGN01000218.1:1207610-1207673	Blattella-germanica-v1_annotated.tsv
62	PYGN01000226.1	716251	716346	intergenic	.	PYGN01000226.1:716251-716346	Blattella-germanica-v1_annotated.tsv
63	PYGN01000229.1	1757732	1757862	"mRNA,gene,exon,three_prime_UTR,gene,mRNA"		PYGN01000229.1:1757732-1757862	Blattella-germanica-v1_annotated.tsv
64	PYGN01000234.1	399577	400086	"mRNA,gene"		PYGN01000234.1:399577-400086	Blattella-germanica-v1_annotated.tsv
65	PYGN01000234.1	404380	404434	"mRNA,gene"		PYGN01000234.1:404380-404434	Blattella-germanica-v1_annotated.tsv
66	PYGN01000245.1	1726577	1726649	intergenic	.	PYGN01000245.1:1726577-1726649	Blattella-germanica-v1_annotated.tsv
67	PYGN01000251.1	618441	618499	"mRNA,gene"		PYGN01000251.1:618441-618499	Blattella-germanica-v1_annotated.tsv
68	PYGN01000254.1	1199901	1199956	"gene,mRNA"		PYGN01000254.1:1199901-1199956	Blattella-germanica-v1_annotated.tsv
69	PYGN01000255.1	1783844	1783898	intergenic	.	PYGN01000255.1:1783844-1783898	Blattella-germanica-v1_annotated.tsv
70	PYGN01000281.1	552600	552667	intergenic	.	PYGN01000281.1:552600-552667	Blattella-germanica-v1_annotated.tsv
71	PYGN01000283.1	629682	629741	intergenic	.	PYGN01000283.1:629682-629741	Blattella-germanica-v1_annotated.tsv
72	PYGN01000283.1	1063003	1063058	intergenic	.	PYGN01000283.1:1063003-1063058	Blattella-germanica-v1_annotated.tsv
73	PYGN01000285.1	42502	42654	"gene,mRNA"		PYGN01000285.1:42502-42654	Blattella-germanica-v1_annotated.tsv
74	PYGN01000286.1	834400	834486	intergenic	.	PYGN01000286.1:834400-834486	Blattella-germanica-v1_annotated.tsv
75	PYGN01000290.1	327369	327424	"gene,mRNA"		PYGN01000290.1:327369-327424	Blattella-germanica-v1_annotated.tsv
76	PYGN01000293.1	83839	84046	intergenic	.	PYGN01000293.1:83839-84046	Blattella-germanica-v1_annotated.tsv
77	PYGN01000296.1	617836	617901	"exon,CDS,gene,mRNA"		PYGN01000296.1:617836-617901	Blattella-germanica-v1_annotated.tsv
78	PYGN01000337.1	1351258	1351331	intergenic	.	PYGN01000337.1:1351258-1351331	Blattella-germanica-v1_annotated.tsv
79	PYGN01000348.1	747899	747966	intergenic	.	PYGN01000348.1:747899-747966	Blattella-germanica-v1_annotated.tsv
80	PYGN01000350.1	1444193	1444252	"gene,mRNA"		PYGN01000350.1:1444193-1444252	Blattella-germanica-v1_annotated.tsv
81	PYGN01000353.1	881533	881641	intergenic	.	PYGN01000353.1:881533-881641	Blattella-germanica-v1_annotated.tsv
82	PYGN01000360.1	676394	676446	"gene,mRNA"		PYGN01000360.1:676394-676446	Blattella-germanica-v1_annotated.tsv
83	PYGN01000364.1	73396	73465	"gene,mRNA"		PYGN01000364.1:73396-73465	Blattella-germanica-v1_annotated.tsv
84	PYGN01000373.1	707198	707249	intergenic	.	PYGN01000373.1:707198-707249	Blattella-germanica-v1_annotated.tsv
85	PYGN01000374.1	592477	592532	"mRNA,gene"		PYGN01000374.1:592477-592532	Blattella-germanica-v1_annotated.tsv
86	PYGN01000379.1	1075026	1075081	intergenic	.	PYGN01000379.1:1075026-1075081	Blattella-germanica-v1_annotated.tsv
87	PYGN01000381.1	90717	90793	"gene,mRNA"		PYGN01000381.1:90717-90793	Blattella-germanica-v1_annotated.tsv
88	PYGN01000381.1	1016747	1016804	intergenic	.	PYGN01000381.1:1016747-1016804	Blattella-germanica-v1_annotated.tsv
89	PYGN01000385.1	58757	58808	intergenic	.	PYGN01000385.1:58757-58808	Blattella-germanica-v1_annotated.tsv
90	PYGN01000385.1	74645	75652	intergenic	.	PYGN01000385.1:74645-75652	Blattella-germanica-v1_annotated.tsv
91	PYGN01000385.1	78569	79062	intergenic	.	PYGN01000385.1:78569-79062	Blattella-germanica-v1_annotated.tsv
92	PYGN01000385.1	252704	252931	intergenic	.	PYGN01000385.1:252704-252931	Blattella-germanica-v1_annotated.tsv
93	PYGN01000385.1	467148	467205	intergenic	.	PYGN01000385.1:467148-467205	Blattella-germanica-v1_annotated.tsv
94	PYGN01000385.1	504793	504914	intergenic	.	PYGN01000385.1:504793-504914	Blattella-germanica-v1_annotated.tsv
95	PYGN01000385.1	585102	585167	intergenic	.	PYGN01000385.1:585102-585167	Blattella-germanica-v1_annotated.tsv
96	PYGN01000385.1	649035	649090	intergenic	.	PYGN01000385.1:649035-649090	Blattella-germanica-v1_annotated.tsv
97	PYGN01000400.1	252821	252877	"gene,mRNA,mRNA,gene"		PYGN01000400.1:252821-252877	Blattella-germanica-v1_annotated.tsv
98	PYGN01000414.1	184849	184899	intergenic	.	PYGN01000414.1:184849-184899	Blattella-germanica-v1_annotated.tsv
99	PYGN01000429.1	963956	964076	intergenic	.	PYGN01000429.1:963956-964076	Blattella-germanica-v1_annotated.tsv
100	PYGN01000434.1	216791	216922	"gene,mRNA"		PYGN01000434.1:216791-216922	Blattella-germanica-v1_annotated.tsv
101	PYGN01000440.1	981812	981873	"gene,mRNA"		PYGN01000440.1:981812-981873	Blattella-germanica-v1_annotated.tsv
102	PYGN01000446.1	927317	927376	intergenic	.	PYGN01000446.1:927317-927376	Blattella-germanica-v1_annotated.tsv
103	PYGN01000466.1	627605	627660	intergenic	.	PYGN01000466.1:627605-627660	Blattella-germanica-v1_annotated.tsv
104	PYGN01000473.1	603193	603414	intergenic	.	PYGN01000473.1:603193-603414	Blattella-germanica-v1_annotated.tsv
105	PYGN01000499.1	788330	788409	intergenic	.	PYGN01000499.1:788330-788409	Blattella-germanica-v1_annotated.tsv
106	PYGN01000509.1	653901	653974	intergenic	.	PYGN01000509.1:653901-653974	Blattella-germanica-v1_annotated.tsv
107	PYGN01000524.1	41293	41350	intergenic	.	PYGN01000524.1:41293-41350	Blattella-germanica-v1_annotated.tsv
108	PYGN01000526.1	52552	52788	intergenic	.	PYGN01000526.1:52552-52788	Blattella-germanica-v1_annotated.tsv
109	PYGN01000543.1	833296	833389	"gene,mRNA"		PYGN01000543.1:833296-833389	Blattella-germanica-v1_annotated.tsv
110	PYGN01000558.1	93022	93115	intergenic	.	PYGN01000558.1:93022-93115	Blattella-germanica-v1_annotated.tsv
111	PYGN01000558.1	584722	584780	intergenic	.	PYGN01000558.1:584722-584780	Blattella-germanica-v1_annotated.tsv
112	PYGN01000558.1	590778	591033	intergenic	.	PYGN01000558.1:590778-591033	Blattella-germanica-v1_annotated.tsv
113	PYGN01000558.1	591748	591804	intergenic	.	PYGN01000558.1:591748-591804	Blattella-germanica-v1_annotated.tsv
114	PYGN01000558.1	592186	592246	intergenic	.	PYGN01000558.1:592186-592246	Blattella-germanica-v1_annotated.tsv
115	PYGN01000558.1	608293	608580	intergenic	.	PYGN01000558.1:608293-608580	Blattella-germanica-v1_annotated.tsv
116	PYGN01000558.1	735014	735064	intergenic	.	PYGN01000558.1:735014-735064	Blattella-germanica-v1_annotated.tsv
117	PYGN01000558.1	864693	864769	intergenic	.	PYGN01000558.1:864693-864769	Blattella-germanica-v1_annotated.tsv
118	PYGN01000558.1	872823	872894	intergenic	.	PYGN01000558.1:872823-872894	Blattella-germanica-v1_annotated.tsv
119	PYGN01000558.1	873141	873216	intergenic	.	PYGN01000558.1:873141-873216	Blattella-germanica-v1_annotated.tsv
120	PYGN01000558.1	1238804	1238855	intergenic	.	PYGN01000558.1:1238804-1238855	Blattella-germanica-v1_annotated.tsv
121	PYGN01000558.1	1239054	1239139	intergenic	.	PYGN01000558.1:1239054-1239139	Blattella-germanica-v1_annotated.tsv
122	PYGN01000558.1	1243317	1243383	intergenic	.	PYGN01000558.1:1243317-1243383	Blattella-germanica-v1_annotated.tsv
123	PYGN01000558.1	1243568	1243902	intergenic	.	PYGN01000558.1:1243568-1243902	Blattella-germanica-v1_annotated.tsv
124	PYGN01000558.1	1271626	1271679	intergenic	.	PYGN01000558.1:1271626-1271679	Blattella-germanica-v1_annotated.tsv
125	PYGN01000558.1	1272366	1272419	intergenic	.	PYGN01000558.1:1272366-1272419	Blattella-germanica-v1_annotated.tsv
126	PYGN01000558.1	1467728	1467778	intergenic	.	PYGN01000558.1:1467728-1467778	Blattella-germanica-v1_annotated.tsv
127	PYGN01000613.1	527248	527327	"exon,five_prime_UTR,gene,mRNA"		PYGN01000613.1:527248-527327	Blattella-germanica-v1_annotated.tsv
128	PYGN01000630.1	1038484	1038546	"mRNA,gene"		PYGN01000630.1:1038484-1038546	Blattella-germanica-v1_annotated.tsv
129	PYGN01000634.1	55180	55382	intergenic	.	PYGN01000634.1:55180-55382	Blattella-germanica-v1_annotated.tsv
130	PYGN01000672.1	768703	768854	"mRNA,gene"		PYGN01000672.1:768703-768854	Blattella-germanica-v1_annotated.tsv
131	PYGN01000694.1	709382	709914	intergenic	.	PYGN01000694.1:709382-709914	Blattella-germanica-v1_annotated.tsv
132	PYGN01000696.1	53699	53777	"gene,mRNA"		PYGN01000696.1:53699-53777	Blattella-germanica-v1_annotated.tsv
133	PYGN01000696.1	577128	577193	"gene,mRNA"		PYGN01000696.1:577128-577193	Blattella-germanica-v1_annotated.tsv
134	PYGN01000703.1	329972	330023	intergenic	.	PYGN01000703.1:329972-330023	Blattella-germanica-v1_annotated.tsv
135	PYGN01000721.1	834977	835030	"exon,three_prime_UTR,gene,mRNA"		PYGN01000721.1:834977-835030	Blattella-germanica-v1_annotated.tsv
136	PYGN01000755.1	550779	550840	intergenic	.	PYGN01000755.1:550779-550840	Blattella-germanica-v1_annotated.tsv
137	PYGN01000815.1	536799	537030	intergenic	.	PYGN01000815.1:536799-537030	Blattella-germanica-v1_annotated.tsv
138	PYGN01000818.1	783434	783566	"gene,mRNA"		PYGN01000818.1:783434-783566	Blattella-germanica-v1_annotated.tsv
139	PYGN01000848.1	49030	49080	intergenic	.	PYGN01000848.1:49030-49080	Blattella-germanica-v1_annotated.tsv
140	PYGN01000848.1	87760	87811	intergenic	.	PYGN01000848.1:87760-87811	Blattella-germanica-v1_annotated.tsv
141	PYGN01000848.1	245061	245157	intergenic	.	PYGN01000848.1:245061-245157	Blattella-germanica-v1_annotated.tsv
142	PYGN01000848.1	377385	377561	intergenic	.	PYGN01000848.1:377385-377561	Blattella-germanica-v1_annotated.tsv
143	PYGN01000848.1	437579	437668	intergenic	.	PYGN01000848.1:437579-437668	Blattella-germanica-v1_annotated.tsv
144	PYGN01000848.1	733033	733099	intergenic	.	PYGN01000848.1:733033-733099	Blattella-germanica-v1_annotated.tsv
145	PYGN01000853.1	24283	24516	intergenic	.	PYGN01000853.1:24283-24516	Blattella-germanica-v1_annotated.tsv
146	PYGN01000854.1	439287	439352	intergenic	.	PYGN01000854.1:439287-439352	Blattella-germanica-v1_annotated.tsv
147	PYGN01000865.1	794430	794506	intergenic	.	PYGN01000865.1:794430-794506	Blattella-germanica-v1_annotated.tsv
148	PYGN01000872.1	628856	628914	"gene,mRNA"		PYGN01000872.1:628856-628914	Blattella-germanica-v1_annotated.tsv
149	PYGN01000875.1	85630	85691	intergenic	.	PYGN01000875.1:85630-85691	Blattella-germanica-v1_annotated.tsv
150	PYGN01000875.1	93655	93712	intergenic	.	PYGN01000875.1:93655-93712	Blattella-germanica-v1_annotated.tsv
151	PYGN01000875.1	909674	909794	intergenic	.	PYGN01000875.1:909674-909794	Blattella-germanica-v1_annotated.tsv
152	PYGN01000875.1	924234	924289	intergenic	.	PYGN01000875.1:924234-924289	Blattella-germanica-v1_annotated.tsv
153	PYGN01000875.1	1017020	1017191	intergenic	.	PYGN01000875.1:1017020-1017191	Blattella-germanica-v1_annotated.tsv
154	PYGN01000890.1	979407	979556	intergenic	.	PYGN01000890.1:979407-979556	Blattella-germanica-v1_annotated.tsv
155	PYGN01000951.1	768297	768439	intergenic	.	PYGN01000951.1:768297-768439	Blattella-germanica-v1_annotated.tsv
156	PYGN01000953.1	54513	54648	intergenic	.	PYGN01000953.1:54513-54648	Blattella-germanica-v1_annotated.tsv
157	PYGN01000957.1	780409	780464	intergenic	.	PYGN01000957.1:780409-780464	Blattella-germanica-v1_annotated.tsv
158	PYGN01000982.1	633681	633748	intergenic	.	PYGN01000982.1:633681-633748	Blattella-germanica-v1_annotated.tsv
159	PYGN01000983.1	335373	335428	"gene,mRNA,gene,mRNA"		PYGN01000983.1:335373-335428	Blattella-germanica-v1_annotated.tsv
160	PYGN01001020.1	702747	702801	intergenic	.	PYGN01001020.1:702747-702801	Blattella-germanica-v1_annotated.tsv
161	PYGN01001024.1	96001	96205	"gene,mRNA"		PYGN01001024.1:96001-96205	Blattella-germanica-v1_annotated.tsv
162	PYGN01001029.1	431483	431545	intergenic	.	PYGN01001029.1:431483-431545	Blattella-germanica-v1_annotated.tsv
163	PYGN01001043.1	295172	295340	"gene,mRNA"		PYGN01001043.1:295172-295340	Blattella-germanica-v1_annotated.tsv
164	PYGN01001090.1	621149	621248	"gene,mRNA"		PYGN01001090.1:621149-621248	Blattella-germanica-v1_annotated.tsv
165	PYGN01001093.1	396402	396485	"gene,mRNA,gene,mRNA"		PYGN01001093.1:396402-396485	Blattella-germanica-v1_annotated.tsv
166	PYGN01001094.1	834231	834292	intergenic	.	PYGN01001094.1:834231-834292	Blattella-germanica-v1_annotated.tsv
167	PYGN01001094.1	1617323	1617472	intergenic	.	PYGN01001094.1:1617323-1617472	Blattella-germanica-v1_annotated.tsv
168	PYGN01001094.1	1956416	1956483	intergenic	.	PYGN01001094.1:1956416-1956483	Blattella-germanica-v1_annotated.tsv
169	PYGN01001094.1	2290254	2290326	intergenic	.	PYGN01001094.1:2290254-2290326	Blattella-germanica-v1_annotated.tsv
170	PYGN01001098.1	290175	290580	intergenic	.	PYGN01001098.1:290175-290580	Blattella-germanica-v1_annotated.tsv
171	PYGN01001108.1	355142	355234	"gene,mRNA"		PYGN01001108.1:355142-355234	Blattella-germanica-v1_annotated.tsv
172	PYGN01001136.1	279461	279537	"gene,mRNA"		PYGN01001136.1:279461-279537	Blattella-germanica-v1_annotated.tsv
173	PYGN01001164.1	165705	165864	intergenic	.	PYGN01001164.1:165705-165864	Blattella-germanica-v1_annotated.tsv
174	PYGN01001164.1	233496	233557	intergenic	.	PYGN01001164.1:233496-233557	Blattella-germanica-v1_annotated.tsv
175	PYGN01001164.1	390959	391030	intergenic	.	PYGN01001164.1:390959-391030	Blattella-germanica-v1_annotated.tsv
176	PYGN01001191.1	294340	294394	intergenic	.	PYGN01001191.1:294340-294394	Blattella-germanica-v1_annotated.tsv
177	PYGN01001196.1	257497	257607	intergenic	.	PYGN01001196.1:257497-257607	Blattella-germanica-v1_annotated.tsv
178	PYGN01001210.1	156439	156575	intergenic	.	PYGN01001210.1:156439-156575	Blattella-germanica-v1_annotated.tsv
179	PYGN01001210.1	235366	235443	intergenic	.	PYGN01001210.1:235366-235443	Blattella-germanica-v1_annotated.tsv
180	PYGN01001210.1	857035	857133	intergenic	.	PYGN01001210.1:857035-857133	Blattella-germanica-v1_annotated.tsv
181	PYGN01001213.1	365147	365201	intergenic	.	PYGN01001213.1:365147-365201	Blattella-germanica-v1_annotated.tsv
182	PYGN01001222.1	3734	3793	intergenic	.	PYGN01001222.1:3734-3793	Blattella-germanica-v1_annotated.tsv
183	PYGN01001289.1	430036	430123	intergenic	.	PYGN01001289.1:430036-430123	Blattella-germanica-v1_annotated.tsv
184	PYGN01001296.1	50357	50414	intergenic	.	PYGN01001296.1:50357-50414	Blattella-germanica-v1_annotated.tsv
185	PYGN01001336.1	111485	111556	intergenic	.	PYGN01001336.1:111485-111556	Blattella-germanica-v1_annotated.tsv
186	PYGN01001342.1	523987	524063	intergenic	.	PYGN01001342.1:523987-524063	Blattella-germanica-v1_annotated.tsv
187	PYGN01001356.1	420094	420175	intergenic	.	PYGN01001356.1:420094-420175	Blattella-germanica-v1_annotated.tsv
188	PYGN01001358.1	43178	43238	"gene,mRNA"		PYGN01001358.1:43178-43238	Blattella-germanica-v1_annotated.tsv
189	PYGN01001383.1	42130	42258	intergenic	.	PYGN01001383.1:42130-42258	Blattella-germanica-v1_annotated.tsv
190	PYGN01001407.1	488102	488234	intergenic	.	PYGN01001407.1:488102-488234	Blattella-germanica-v1_annotated.tsv
191	PYGN01001477.1	137425	137481	intergenic	.	PYGN01001477.1:137425-137481	Blattella-germanica-v1_annotated.tsv
192	PYGN01001515.1	399343	399405	intergenic	.	PYGN01001515.1:399343-399405	Blattella-germanica-v1_annotated.tsv
193	PYGN01001529.1	395097	395175	"mRNA,gene"		PYGN01001529.1:395097-395175	Blattella-germanica-v1_annotated.tsv
194	PYGN01001535.1	96210	96266	intergenic	.	PYGN01001535.1:96210-96266	Blattella-germanica-v1_annotated.tsv
195	PYGN01001535.1	327025	327079	intergenic	.	PYGN01001535.1:327025-327079	Blattella-germanica-v1_annotated.tsv
196	PYGN01001541.1	368270	368326	intergenic	.	PYGN01001541.1:368270-368326	Blattella-germanica-v1_annotated.tsv
197	PYGN01001562.1	54034	54166	intergenic	.	PYGN01001562.1:54034-54166	Blattella-germanica-v1_annotated.tsv
198	PYGN01001599.1	335475	335584	intergenic	.	PYGN01001599.1:335475-335584	Blattella-germanica-v1_annotated.tsv
199	PYGN01001599.1	776716	776779	intergenic	.	PYGN01001599.1:776716-776779	Blattella-germanica-v1_annotated.tsv
200	PYGN01001599.1	887895	888003	intergenic	.	PYGN01001599.1:887895-888003	Blattella-germanica-v1_annotated.tsv
201	PYGN01001599.1	1674236	1674307	intergenic	.	PYGN01001599.1:1674236-1674307	Blattella-germanica-v1_annotated.tsv
202	PYGN01001599.1	1815594	1815682	intergenic	.	PYGN01001599.1:1815594-1815682	Blattella-germanica-v1_annotated.tsv
203	PYGN01001599.1	2075940	2075995	intergenic	.	PYGN01001599.1:2075940-2075995	Blattella-germanica-v1_annotated.tsv
204	PYGN01001599.1	2459433	2459523	intergenic	.	PYGN01001599.1:2459433-2459523	Blattella-germanica-v1_annotated.tsv
205	PYGN01001599.1	3526941	3527159	intergenic	.	PYGN01001599.1:3526941-3527159	Blattella-germanica-v1_annotated.tsv
206	PYGN01001604.1	41177	41228	intergenic	.	PYGN01001604.1:41177-41228	Blattella-germanica-v1_annotated.tsv
207	PYGN01001604.1	163789	163859	intergenic	.	PYGN01001604.1:163789-163859	Blattella-germanica-v1_annotated.tsv
208	PYGN01001610.1	483441	483496	intergenic	.	PYGN01001610.1:483441-483496	Blattella-germanica-v1_annotated.tsv
209	PYGN01001662.1	36590	36711	intergenic	.	PYGN01001662.1:36590-36711	Blattella-germanica-v1_annotated.tsv
210	PYGN01001687.1	88961	89066	intergenic	.	PYGN01001687.1:88961-89066	Blattella-germanica-v1_annotated.tsv
211	PYGN01001702.1	69206	69277	intergenic	.	PYGN01001702.1:69206-69277	Blattella-germanica-v1_annotated.tsv
212	PYGN01001702.1	83770	83916	intergenic	.	PYGN01001702.1:83770-83916	Blattella-germanica-v1_annotated.tsv
213	PYGN01001713.1	147785	147868	intergenic	.	PYGN01001713.1:147785-147868	Blattella-germanica-v1_annotated.tsv
214	PYGN01001752.1	128078	128128	intergenic	.	PYGN01001752.1:128078-128128	Blattella-germanica-v1_annotated.tsv
215	PYGN01001780.1	73267	73382	intergenic	.	PYGN01001780.1:73267-73382	Blattella-germanica-v1_annotated.tsv
216	PYGN01001874.1	25470	25665	"gene,mRNA"		PYGN01001874.1:25470-25665	Blattella-germanica-v1_annotated.tsv
217	PYGN01001884.1	267063	267230	intergenic	.	PYGN01001884.1:267063-267230	Blattella-germanica-v1_annotated.tsv
218	PYGN01001948.1	126516	126567	intergenic	.	PYGN01001948.1:126516-126567	Blattella-germanica-v1_annotated.tsv
219	PYGN01002030.1	142780	142846	"gene,mRNA"		PYGN01002030.1:142780-142846	Blattella-germanica-v1_annotated.tsv
220	PYGN01002087.1	59770	59846	intergenic	.	PYGN01002087.1:59770-59846	Blattella-germanica-v1_annotated.tsv
