Chromosome	Start	End	Feature_Type	Details	Reads
PYGN01000229.1	1757732	1757862	mRNA,gene,exon,three_prime_UTR,gene,mRNA		PYGN01000229.1:1757732-1757862
PYGN01000234.1	399577	400086	mRNA,gene		PYGN01000234.1:399577-400086
PYGN01000234.1	404380	404434	mRNA,gene		PYGN01000234.1:404380-404434
PYGN01000245.1	1726577	1726649	intergenic	.	PYGN01000245.1:1726577-1726649
PYGN01000251.1	618441	618499	mRNA,gene		PYGN01000251.1:618441-618499
PYGN01000254.1	1199901	1199956	gene,mRNA		PYGN01000254.1:1199901-1199956
PYGN01000255.1	1783844	1783898	intergenic	.	PYGN01000255.1:1783844-1783898
PYGN01000281.1	552600	552667	intergenic	.	PYGN01000281.1:552600-552667
PYGN01000283.1	629682	629741	intergenic	.	PYGN01000283.1:629682-629741
PYGN01000283.1	1063003	1063058	intergenic	.	PYGN01000283.1:1063003-1063058
PYGN01000285.1	42502	42654	gene,mRNA		PYGN01000285.1:42502-42654
PYGN01000286.1	834400	834486	intergenic	.	PYGN01000286.1:834400-834486
PYGN01000290.1	327369	327424	gene,mRNA		PYGN01000290.1:327369-327424
PYGN01000293.1	83839	84046	intergenic	.	PYGN01000293.1:83839-84046
PYGN01000296.1	617836	617901	exon,CDS,gene,mRNA		PYGN01000296.1:617836-617901
PYGN01000337.1	1351258	1351331	intergenic	.	PYGN01000337.1:1351258-1351331
PYGN01000348.1	747899	747966	intergenic	.	PYGN01000348.1:747899-747966
PYGN01000350.1	1444193	1444252	gene,mRNA		PYGN01000350.1:1444193-1444252
PYGN01000353.1	881533	881641	intergenic	.	PYGN01000353.1:881533-881641
PYGN01000360.1	676394	676446	gene,mRNA		PYGN01000360.1:676394-676446
PYGN01000364.1	73396	73465	gene,mRNA		PYGN01000364.1:73396-73465
PYGN01000373.1	707198	707249	intergenic	.	PYGN01000373.1:707198-707249
PYGN01000374.1	592477	592532	mRNA,gene		PYGN01000374.1:592477-592532
PYGN01000379.1	1075026	1075081	intergenic	.	PYGN01000379.1:1075026-1075081
PYGN01000381.1	90717	90793	gene,mRNA		PYGN01000381.1:90717-90793
PYGN01000381.1	1016747	1016804	intergenic	.	PYGN01000381.1:1016747-1016804
PYGN01000385.1	58757	58808	intergenic	.	PYGN01000385.1:58757-58808
PYGN01000385.1	74645	75652	intergenic	.	PYGN01000385.1:74645-75652
PYGN01000385.1	78569	79062	intergenic	.	PYGN01000385.1:78569-79062
PYGN01000385.1	252704	252931	intergenic	.	PYGN01000385.1:252704-252931
PYGN01000385.1	467148	467205	intergenic	.	PYGN01000385.1:467148-467205
PYGN01000385.1	504793	504914	intergenic	.	PYGN01000385.1:504793-504914
PYGN01000385.1	585102	585167	intergenic	.	PYGN01000385.1:585102-585167
PYGN01000385.1	649035	649090	intergenic	.	PYGN01000385.1:649035-649090
PYGN01000400.1	252821	252877	gene,mRNA,mRNA,gene		PYGN01000400.1:252821-252877
PYGN01000414.1	184849	184899	intergenic	.	PYGN01000414.1:184849-184899
PYGN01000429.1	963956	964076	intergenic	.	PYGN01000429.1:963956-964076
PYGN01000434.1	216791	216922	gene,mRNA		PYGN01000434.1:216791-216922
PYGN01000440.1	981812	981873	gene,mRNA		PYGN01000440.1:981812-981873
PYGN01000446.1	927317	927376	intergenic	.	PYGN01000446.1:927317-927376
PYGN01000466.1	627605	627660	intergenic	.	PYGN01000466.1:627605-627660
PYGN01000473.1	603193	603414	intergenic	.	PYGN01000473.1:603193-603414
PYGN01000499.1	788330	788409	intergenic	.	PYGN01000499.1:788330-788409
PYGN01000509.1	653901	653974	intergenic	.	PYGN01000509.1:653901-653974
PYGN01000524.1	41293	41350	intergenic	.	PYGN01000524.1:41293-41350
PYGN01000526.1	52552	52788	intergenic	.	PYGN01000526.1:52552-52788
PYGN01000543.1	833296	833389	gene,mRNA		PYGN01000543.1:833296-833389
PYGN01000558.1	93022	93115	intergenic	.	PYGN01000558.1:93022-93115
PYGN01000558.1	584722	584780	intergenic	.	PYGN01000558.1:584722-584780
PYGN01000558.1	590778	591033	intergenic	.	PYGN01000558.1:590778-591033
PYGN01000558.1	591748	591804	intergenic	.	PYGN01000558.1:591748-591804
PYGN01000558.1	592186	592246	intergenic	.	PYGN01000558.1:592186-592246
PYGN01000558.1	608293	608580	intergenic	.	PYGN01000558.1:608293-608580
PYGN01000558.1	735014	735064	intergenic	.	PYGN01000558.1:735014-735064
PYGN01000558.1	864693	864769	intergenic	.	PYGN01000558.1:864693-864769
PYGN01000558.1	872823	872894	intergenic	.	PYGN01000558.1:872823-872894
PYGN01000558.1	873141	873216	intergenic	.	PYGN01000558.1:873141-873216
PYGN01000558.1	1238804	1238855	intergenic	.	PYGN01000558.1:1238804-1238855
PYGN01000558.1	1239054	1239139	intergenic	.	PYGN01000558.1:1239054-1239139
PYGN01000558.1	1243317	1243383	intergenic	.	PYGN01000558.1:1243317-1243383
PYGN01000558.1	1243568	1243902	intergenic	.	PYGN01000558.1:1243568-1243902
PYGN01000558.1	1271626	1271679	intergenic	.	PYGN01000558.1:1271626-1271679
PYGN01000558.1	1272366	1272419	intergenic	.	PYGN01000558.1:1272366-1272419
PYGN01000558.1	1467728	1467778	intergenic	.	PYGN01000558.1:1467728-1467778
PYGN01000613.1	527248	527327	exon,five_prime_UTR,gene,mRNA		PYGN01000613.1:527248-527327
PYGN01000630.1	1038484	1038546	mRNA,gene		PYGN01000630.1:1038484-1038546
PYGN01000634.1	55180	55382	intergenic	.	PYGN01000634.1:55180-55382
PYGN01000672.1	768703	768854	mRNA,gene		PYGN01000672.1:768703-768854
PYGN01000694.1	709382	709914	intergenic	.	PYGN01000694.1:709382-709914
PYGN01000696.1	53699	53777	gene,mRNA		PYGN01000696.1:53699-53777
PYGN01000696.1	577128	577193	gene,mRNA		PYGN01000696.1:577128-577193
PYGN01000703.1	329972	330023	intergenic	.	PYGN01000703.1:329972-330023
PYGN01000721.1	834977	835030	exon,three_prime_UTR,gene,mRNA		PYGN01000721.1:834977-835030
PYGN01000755.1	550779	550840	intergenic	.	PYGN01000755.1:550779-550840
PYGN01000815.1	536799	537030	intergenic	.	PYGN01000815.1:536799-537030
PYGN01000818.1	783434	783566	gene,mRNA		PYGN01000818.1:783434-783566
PYGN01000848.1	49030	49080	intergenic	.	PYGN01000848.1:49030-49080
PYGN01000848.1	87760	87811	intergenic	.	PYGN01000848.1:87760-87811
PYGN01000848.1	245061	245157	intergenic	.	PYGN01000848.1:245061-245157
PYGN01000848.1	377385	377561	intergenic	.	PYGN01000848.1:377385-377561
PYGN01000848.1	437579	437668	intergenic	.	PYGN01000848.1:437579-437668
PYGN01000848.1	733033	733099	intergenic	.	PYGN01000848.1:733033-733099
PYGN01000853.1	24283	24516	intergenic	.	PYGN01000853.1:24283-24516
PYGN01000854.1	439287	439352	intergenic	.	PYGN01000854.1:439287-439352
PYGN01000865.1	794430	794506	intergenic	.	PYGN01000865.1:794430-794506
PYGN01000872.1	628856	628914	gene,mRNA		PYGN01000872.1:628856-628914
PYGN01000875.1	85630	85691	intergenic	.	PYGN01000875.1:85630-85691
PYGN01000875.1	93655	93712	intergenic	.	PYGN01000875.1:93655-93712
PYGN01000875.1	909674	909794	intergenic	.	PYGN01000875.1:909674-909794
PYGN01000875.1	924234	924289	intergenic	.	PYGN01000875.1:924234-924289
PYGN01000875.1	1017020	1017191	intergenic	.	PYGN01000875.1:1017020-1017191
PYGN01000890.1	979407	979556	intergenic	.	PYGN01000890.1:979407-979556
PYGN01000951.1	768297	768439	intergenic	.	PYGN01000951.1:768297-768439
PYGN01000953.1	54513	54648	intergenic	.	PYGN01000953.1:54513-54648
PYGN01000957.1	780409	780464	intergenic	.	PYGN01000957.1:780409-780464
PYGN01000982.1	633681	633748	intergenic	.	PYGN01000982.1:633681-633748
PYGN01000983.1	335373	335428	gene,mRNA,gene,mRNA		PYGN01000983.1:335373-335428
PYGN01001020.1	702747	702801	intergenic	.	PYGN01001020.1:702747-702801
PYGN01001024.1	96001	96205	gene,mRNA		PYGN01001024.1:96001-96205
PYGN01001029.1	431483	431545	intergenic	.	PYGN01001029.1:431483-431545
PYGN01001043.1	295172	295340	gene,mRNA		PYGN01001043.1:295172-295340
PYGN01001090.1	621149	621248	gene,mRNA		PYGN01001090.1:621149-621248
PYGN01001093.1	396402	396485	gene,mRNA,gene,mRNA		PYGN01001093.1:396402-396485
PYGN01001094.1	834231	834292	intergenic	.	PYGN01001094.1:834231-834292
PYGN01001094.1	1617323	1617472	intergenic	.	PYGN01001094.1:1617323-1617472
PYGN01001094.1	1956416	1956483	intergenic	.	PYGN01001094.1:1956416-1956483
PYGN01001094.1	2290254	2290326	intergenic	.	PYGN01001094.1:2290254-2290326
PYGN01001098.1	290175	290580	intergenic	.	PYGN01001098.1:290175-290580
PYGN01001108.1	355142	355234	gene,mRNA		PYGN01001108.1:355142-355234
PYGN01001136.1	279461	279537	gene,mRNA		PYGN01001136.1:279461-279537
PYGN01001164.1	165705	165864	intergenic	.	PYGN01001164.1:165705-165864
PYGN01001164.1	233496	233557	intergenic	.	PYGN01001164.1:233496-233557
PYGN01001164.1	390959	391030	intergenic	.	PYGN01001164.1:390959-391030
PYGN01001191.1	294340	294394	intergenic	.	PYGN01001191.1:294340-294394
PYGN01001196.1	257497	257607	intergenic	.	PYGN01001196.1:257497-257607
PYGN01001210.1	156439	156575	intergenic	.	PYGN01001210.1:156439-156575
PYGN01001210.1	235366	235443	intergenic	.	PYGN01001210.1:235366-235443
PYGN01001210.1	857035	857133	intergenic	.	PYGN01001210.1:857035-857133
PYGN01001213.1	365147	365201	intergenic	.	PYGN01001213.1:365147-365201
PYGN01001222.1	3734	3793	intergenic	.	PYGN01001222.1:3734-3793
PYGN01001289.1	430036	430123	intergenic	.	PYGN01001289.1:430036-430123
PYGN01001296.1	50357	50414	intergenic	.	PYGN01001296.1:50357-50414
PYGN01001336.1	111485	111556	intergenic	.	PYGN01001336.1:111485-111556
PYGN01001342.1	523987	524063	intergenic	.	PYGN01001342.1:523987-524063
PYGN01001356.1	420094	420175	intergenic	.	PYGN01001356.1:420094-420175
PYGN01001358.1	43178	43238	gene,mRNA		PYGN01001358.1:43178-43238
PYGN01001383.1	42130	42258	intergenic	.	PYGN01001383.1:42130-42258
PYGN01001407.1	488102	488234	intergenic	.	PYGN01001407.1:488102-488234
PYGN01001477.1	137425	137481	intergenic	.	PYGN01001477.1:137425-137481
PYGN01001515.1	399343	399405	intergenic	.	PYGN01001515.1:399343-399405
PYGN01001529.1	395097	395175	mRNA,gene		PYGN01001529.1:395097-395175
PYGN01001535.1	96210	96266	intergenic	.	PYGN01001535.1:96210-96266
PYGN01001535.1	327025	327079	intergenic	.	PYGN01001535.1:327025-327079
PYGN01001541.1	368270	368326	intergenic	.	PYGN01001541.1:368270-368326
PYGN01001562.1	54034	54166	intergenic	.	PYGN01001562.1:54034-54166
PYGN01001599.1	335475	335584	intergenic	.	PYGN01001599.1:335475-335584
PYGN01001599.1	776716	776779	intergenic	.	PYGN01001599.1:776716-776779
PYGN01001599.1	887895	888003	intergenic	.	PYGN01001599.1:887895-888003
PYGN01001599.1	1674236	1674307	intergenic	.	PYGN01001599.1:1674236-1674307
PYGN01001599.1	1815594	1815682	intergenic	.	PYGN01001599.1:1815594-1815682
PYGN01001599.1	2075940	2075995	intergenic	.	PYGN01001599.1:2075940-2075995
PYGN01001599.1	2459433	2459523	intergenic	.	PYGN01001599.1:2459433-2459523
PYGN01001599.1	3526941	3527159	intergenic	.	PYGN01001599.1:3526941-3527159
PYGN01001604.1	41177	41228	intergenic	.	PYGN01001604.1:41177-41228
PYGN01001604.1	163789	163859	intergenic	.	PYGN01001604.1:163789-163859
PYGN01001610.1	483441	483496	intergenic	.	PYGN01001610.1:483441-483496
PYGN01001662.1	36590	36711	intergenic	.	PYGN01001662.1:36590-36711
PYGN01001687.1	88961	89066	intergenic	.	PYGN01001687.1:88961-89066
PYGN01001702.1	69206	69277	intergenic	.	PYGN01001702.1:69206-69277
PYGN01001702.1	83770	83916	intergenic	.	PYGN01001702.1:83770-83916
PYGN01001713.1	147785	147868	intergenic	.	PYGN01001713.1:147785-147868
PYGN01001752.1	128078	128128	intergenic	.	PYGN01001752.1:128078-128128
PYGN01001780.1	73267	73382	intergenic	.	PYGN01001780.1:73267-73382
PYGN01001874.1	25470	25665	gene,mRNA		PYGN01001874.1:25470-25665
PYGN01001884.1	267063	267230	intergenic	.	PYGN01001884.1:267063-267230
PYGN01001948.1	126516	126567	intergenic	.	PYGN01001948.1:126516-126567
PYGN01002030.1	142780	142846	gene,mRNA		PYGN01002030.1:142780-142846
PYGN01002087.1	59770	59846	intergenic	.	PYGN01002087.1:59770-59846
PYGN01002134.1	17461	17525	intergenic	.	PYGN01002134.1:17461-17525
PYGN01002146.1	91480	91583	intergenic	.	PYGN01002146.1:91480-91583
PYGN01002146.1	251170	251221	intergenic	.	PYGN01002146.1:251170-251221
PYGN01002146.1	314333	314395	intergenic	.	PYGN01002146.1:314333-314395
PYGN01002146.1	1057810	1057864	intergenic	.	PYGN01002146.1:1057810-1057864
PYGN01002147.1	38848	38905	intergenic	.	PYGN01002147.1:38848-38905
PYGN01002150.1	118186	118238	intergenic	.	PYGN01002150.1:118186-118238
PYGN01002197.1	97179	97440	intergenic	.	PYGN01002197.1:97179-97440
PYGN01002236.1	20819	20876	mRNA,gene		PYGN01002236.1:20819-20876
PYGN01002275.1	152631	152686	intergenic	.	PYGN01002275.1:152631-152686
PYGN01002291.1	132255	132330	intergenic	.	PYGN01002291.1:132255-132330
PYGN01002330.1	242903	242961	intergenic	.	PYGN01002330.1:242903-242961
PYGN01002330.1	567969	568046	intergenic	.	PYGN01002330.1:567969-568046
PYGN01002453.1	112	162	intergenic	.	PYGN01002453.1:112-162
PYGN01002453.1	6042	6140	intergenic	.	PYGN01002453.1:6042-6140
PYGN01002505.1	41818	41987	intergenic	.	PYGN01002505.1:41818-41987
PYGN01002547.1	44329	44396	intergenic	.	PYGN01002547.1:44329-44396
PYGN01002560.1	22122	22173	intergenic	.	PYGN01002560.1:22122-22173
PYGN01002787.1	516165	516223	intergenic	.	PYGN01002787.1:516165-516223
PYGN01002787.1	689332	689413	intergenic	.	PYGN01002787.1:689332-689413
PYGN01002951.1	691	747	intergenic	.	PYGN01002951.1:691-747
PYGN01003213.1	605321	605462	intergenic	.	PYGN01003213.1:605321-605462
PYGN01003213.1	606306	606376	intergenic	.	PYGN01003213.1:606306-606376
PYGN01003213.1	1347419	1347614	intergenic	.	PYGN01003213.1:1347419-1347614
PYGN01003213.1	1525541	1525599	intergenic	.	PYGN01003213.1:1525541-1525599
PYGN01003280.1	25185	25251	gene,mRNA,gene,mRNA		PYGN01003280.1:25185-25251
PYGN01003330.1	654419	654489	intergenic	.	PYGN01003330.1:654419-654489
PYGN01003436.1	1078316	1078388	intergenic	.	PYGN01003436.1:1078316-1078388
PYGN01003436.1	1517863	1517929	intergenic	.	PYGN01003436.1:1517863-1517929
PYGN01003436.1	1538037	1538095	intergenic	.	PYGN01003436.1:1538037-1538095
PYGN01003674.1	48851	48908	gene,mRNA		PYGN01003674.1:48851-48908
PYGN01003674.1	49168	49238	gene,mRNA		PYGN01003674.1:49168-49238
PYGN01003885.1	5604	5677	intergenic	.	PYGN01003885.1:5604-5677
PYGN01003885.1	6695	6795	intergenic	.	PYGN01003885.1:6695-6795
PYGN01004596.1	1535	1595	intergenic	.	PYGN01004596.1:1535-1595
PYGN01006077.1	231654	231707	intergenic	.	PYGN01006077.1:231654-231707
PYGN01006491.1	151	204	intergenic	.	PYGN01006491.1:151-204
PYGN01007404.1	13237	13319	intergenic	.	PYGN01007404.1:13237-13319
PYGN01007404.1	19893	21012	intergenic	.	PYGN01007404.1:19893-21012
PYGN01007894.1	6260	6310	intergenic	.	PYGN01007894.1:6260-6310
PYGN01008098.1	0	1102	intergenic	.	PYGN01008098.1:0-1102
PYGN01008098.1	6103	6165	intergenic	.	PYGN01008098.1:6103-6165
PYGN01008295.1	0	1019	intergenic	.	PYGN01008295.1:0-1019
PYGN01008295.1	2920	3190	intergenic	.	PYGN01008295.1:2920-3190
PYGN01008295.1	12632	13845	intergenic	.	PYGN01008295.1:12632-13845
PYGN01008923.1	0	1091	intergenic	.	PYGN01008923.1:0-1091
PYGN01010561.1	10741	10824	intergenic	.	PYGN01010561.1:10741-10824
PYGN01010868.1	0	1014	intergenic	.	PYGN01010868.1:0-1014
PYGN01010868.1	9734	10841	intergenic	.	PYGN01010868.1:9734-10841
PYGN01011101.1	27	95	intergenic	.	PYGN01011101.1:27-95
PYGN01011634.1	4790	4874	intergenic	.	PYGN01011634.1:4790-4874
PYGN01016319.1	2827	2884	intergenic	.	PYGN01016319.1:2827-2884
PYGN01017130.1	3419	3472	intergenic	.	PYGN01017130.1:3419-3472
PYGN01017693.1	0	1070	intergenic	.	PYGN01017693.1:0-1070
PYGN01017693.1	4800	5835	intergenic	.	PYGN01017693.1:4800-5835
PYGN01021132.1	212	262	intergenic	.	PYGN01021132.1:212-262
PYGN01021221.1	1234	1355	intergenic	.	PYGN01021221.1:1234-1355
PYGN01021618.1	1807	1869	intergenic	.	PYGN01021618.1:1807-1869
