Chromosome	Start	End	Feature_Type	Details	Reads
contig_10048	332953	333040	intergenic	.	contig_10048:332953-333040
contig_10048	344748	345310	intergenic	.	contig_10048:344748-345310
contig_10048	360240	360294	intergenic	.	contig_10048:360240-360294
contig_10053	188002	188054	intergenic	.	contig_10053:188002-188054
contig_10053	226693	226811	intergenic	.	contig_10053:226693-226811
contig_10053	275792	276092	intergenic	.	contig_10053:275792-276092
contig_10053	373911	374244	gene,mRNA		contig_10053:373911-374244
contig_10053	461906	462048	intergenic	.	contig_10053:461906-462048
contig_10053	581125	581267	intergenic	.	contig_10053:581125-581267
contig_10053	747416	747800	gene,mRNA		contig_10053:747416-747800
contig_10053	920403	920692	intergenic	.	contig_10053:920403-920692
contig_10053	1003122	1003363	intergenic	.	contig_10053:1003122-1003363
contig_10053	1446977	1447028	intergenic	.	contig_10053:1446977-1447028
contig_10054	528266	528321	intergenic	.	contig_10054:528266-528321
contig_10054	535481	535719	intergenic	.	contig_10054:535481-535719
contig_10054	861763	861999	intergenic	.	contig_10054:861763-861999
contig_10054	1128932	1129016	gene,mRNA		contig_10054:1128932-1129016
contig_10060	27772	27865	gene,mRNA		contig_10060:27772-27865
contig_10060	169870	169955	intergenic	.	contig_10060:169870-169955
contig_10070	34770	34897	intergenic	.	contig_10070:34770-34897
contig_10070	93696	94031	intergenic	.	contig_10070:93696-94031
contig_10084	128460	128556	gene,mRNA		contig_10084:128460-128556
contig_10084	574625	574749	intergenic	.	contig_10084:574625-574749
contig_10084	623153	623222	intergenic	.	contig_10084:623153-623222
contig_10084	733308	733420	intergenic	.	contig_10084:733308-733420
contig_10084	733595	733765	intergenic	.	contig_10084:733595-733765
contig_10084	949779	949904	gene,mRNA		contig_10084:949779-949904
contig_10084	1368839	1368924	intergenic	.	contig_10084:1368839-1368924
contig_10084	1369194	1369340	intergenic	.	contig_10084:1369194-1369340
contig_10084	1663171	1663294	intergenic	.	contig_10084:1663171-1663294
contig_10084	1663650	1663713	intergenic	.	contig_10084:1663650-1663713
contig_10085	347195	347258	intergenic	.	contig_10085:347195-347258
contig_10085	371121	371176	intergenic	.	contig_10085:371121-371176
contig_10087	185642	185703	gene,mRNA		contig_10087:185642-185703
contig_10087	186135	186191	gene,mRNA		contig_10087:186135-186191
contig_10087	611577	611733	intergenic	.	contig_10087:611577-611733
contig_10088	143718	143939	intergenic	.	contig_10088:143718-143939
contig_1009	1282370	1282551	gene,mRNA		contig_1009:1282370-1282551
contig_10094	171966	172144	gene,mRNA		contig_10094:171966-172144
contig_10094	243776	243946	gene,mRNA		contig_10094:243776-243946
contig_10094	819054	819216	intergenic	.	contig_10094:819054-819216
contig_10097	42791	43106	exon,CDS,gene,mRNA		contig_10097:42791-43106
contig_10097	732390	732585	intergenic	.	contig_10097:732390-732585
contig_10097	854228	854437	gene,mRNA		contig_10097:854228-854437
contig_101	205429	205607	intergenic	.	contig_101:205429-205607
contig_10103	92868	93024	intergenic	.	contig_10103:92868-93024
contig_10103	136236	136395	intergenic	.	contig_10103:136236-136395
contig_10103	240524	240807	intergenic	.	contig_10103:240524-240807
contig_10106	97295	97512	intergenic	.	contig_10106:97295-97512
contig_10106	150481	150611	intergenic	.	contig_10106:150481-150611
contig_10106	151288	151408	intergenic	.	contig_10106:151288-151408
contig_10106	494982	495084	intergenic	.	contig_10106:494982-495084
contig_10106	547171	547333	intergenic	.	contig_10106:547171-547333
contig_10106	589060	589237	intergenic	.	contig_10106:589060-589237
contig_10106	698454	698626	intergenic	.	contig_10106:698454-698626
contig_10106	705032	705336	intergenic	.	contig_10106:705032-705336
contig_10106	743576	743665	intergenic	.	contig_10106:743576-743665
contig_10106	1049394	1049880	intergenic	.	contig_10106:1049394-1049880
contig_10106	1172155	1172268	gene,mRNA		contig_10106:1172155-1172268
contig_10106	1500522	1500848	intergenic	.	contig_10106:1500522-1500848
contig_1011	195100	195228	gene,mRNA		contig_1011:195100-195228
contig_1011	255492	255723	intergenic	.	contig_1011:255492-255723
contig_1011	377102	377310	intergenic	.	contig_1011:377102-377310
contig_1011	988759	988988	intergenic	.	contig_1011:988759-988988
contig_10123	472980	473175	gene,mRNA		contig_10123:472980-473175
contig_1013	337642	337780	gene,mRNA		contig_1013:337642-337780
contig_1013	558501	558775	start_codon,exon,CDS,gene,mRNA		contig_1013:558501-558775
contig_10134	38163	38227	gene,mRNA		contig_10134:38163-38227
contig_10134	532344	532719	gene,mRNA		contig_10134:532344-532719
contig_10134	593957	594191	intergenic	.	contig_10134:593957-594191
contig_10134	752032	752232	intergenic	.	contig_10134:752032-752232
contig_10134	866902	866990	intergenic	.	contig_10134:866902-866990
contig_10134	867305	867737	intergenic	.	contig_10134:867305-867737
contig_10134	880953	881367	gene,polyA_signal_sequence		contig_10134:880953-881367
contig_10134	997706	998180	intergenic	.	contig_10134:997706-998180
contig_10134	1000188	1000247	intergenic	.	contig_10134:1000188-1000247
contig_10134	1073803	1073894	intergenic	.	contig_10134:1073803-1073894
contig_10134	1196807	1197176	intergenic	.	contig_10134:1196807-1197176
contig_10138	831811	832205	intergenic	.	contig_10138:831811-832205
contig_10138	832356	832442	intergenic	.	contig_10138:832356-832442
contig_10138	1658769	1658824	intergenic	.	contig_10138:1658769-1658824
contig_10153	60810	60924	intergenic	.	contig_10153:60810-60924
contig_10153	61393	61676	intergenic	.	contig_10153:61393-61676
contig_1016	65047	65099	intergenic	.	contig_1016:65047-65099
contig_1016	677374	677485	intergenic	.	contig_1016:677374-677485
contig_1016	775289	775474	intergenic	.	contig_1016:775289-775474
contig_10166	218626	218755	intergenic	.	contig_10166:218626-218755
contig_10167	150837	151008	gene,mRNA		contig_10167:150837-151008
contig_10167	336057	336134	intergenic	.	contig_10167:336057-336134
contig_10167	504836	505106	intergenic	.	contig_10167:504836-505106
contig_10172	138384	138451	intergenic	.	contig_10172:138384-138451
contig_10172	447579	447681	intergenic	.	contig_10172:447579-447681
contig_10172	1335297	1335385	intergenic	.	contig_10172:1335297-1335385
contig_10174	18082	18278	intergenic	.	contig_10174:18082-18278
contig_10174	341799	341912	intergenic	.	contig_10174:341799-341912
contig_10176	307767	307855	intergenic	.	contig_10176:307767-307855
contig_10179	774178	774248	gene,mRNA		contig_10179:774178-774248
contig_1018	879642	879724	intergenic	.	contig_1018:879642-879724
contig_10185	187425	187632	intergenic	.	contig_10185:187425-187632
contig_10189	9152	9437	intergenic	.	contig_10189:9152-9437
contig_1019	248307	248955	gene,mRNA		contig_1019:248307-248955
contig_1019	385820	385955	intergenic	.	contig_1019:385820-385955
contig_1019	791392	791472	gene,mRNA		contig_1019:791392-791472
contig_1019	932032	932278	intergenic	.	contig_1019:932032-932278
contig_1019	1107089	1107347	intergenic	.	contig_1019:1107089-1107347
contig_1019	1147533	1147800	intergenic	.	contig_1019:1147533-1147800
contig_1019	1188106	1188307	intergenic	.	contig_1019:1188106-1188307
contig_10190	96696	96809	intergenic	.	contig_10190:96696-96809
contig_10191	140872	141270	gene,mRNA		contig_10191:140872-141270
contig_10191	199087	199281	gene,mRNA		contig_10191:199087-199281
contig_10191	538113	538237	intergenic	.	contig_10191:538113-538237
contig_10191	550409	550638	intergenic	.	contig_10191:550409-550638
contig_10191	1419991	1420258	intergenic	.	contig_10191:1419991-1420258
contig_10191	1792531	1792894	gene,mRNA		contig_10191:1792531-1792894
contig_10191	1793053	1793138	gene,mRNA		contig_10191:1793053-1793138
contig_10191	1981917	1982032	gene,mRNA		contig_10191:1981917-1982032
contig_10196	592691	592935	intergenic	.	contig_10196:592691-592935
contig_10196	936780	937001	gene,mRNA		contig_10196:936780-937001
contig_10200	227165	227232	intergenic	.	contig_10200:227165-227232
contig_10200	480632	480802	intergenic	.	contig_10200:480632-480802
contig_10200	596134	596453	intergenic	.	contig_10200:596134-596453
contig_10202	14922	15202	intergenic	.	contig_10202:14922-15202
contig_10202	59445	59563	intergenic	.	contig_10202:59445-59563
contig_10202	155266	155606	intergenic	.	contig_10202:155266-155606
contig_10202	194617	194978	intergenic	.	contig_10202:194617-194978
contig_10202	201318	201409	intergenic	.	contig_10202:201318-201409
contig_10203	131234	131523	intergenic	.	contig_10203:131234-131523
contig_10203	210972	211118	intergenic	.	contig_10203:210972-211118
contig_1022	106515	106590	gene,mRNA		contig_1022:106515-106590
contig_1022	165674	165822	intergenic	.	contig_1022:165674-165822
contig_1022	167555	167683	intergenic	.	contig_1022:167555-167683
contig_1022	308789	309112	intergenic	.	contig_1022:308789-309112
contig_1022	588354	588452	intergenic	.	contig_1022:588354-588452
contig_1022	646299	646386	intergenic	.	contig_1022:646299-646386
contig_1022	766981	767156	intergenic	.	contig_1022:766981-767156
contig_1022	788001	788106	intergenic	.	contig_1022:788001-788106
contig_1022	873281	873654	intergenic	.	contig_1022:873281-873654
contig_1022	987723	988038	intergenic	.	contig_1022:987723-988038
contig_1022	1059780	1060058	intergenic	.	contig_1022:1059780-1060058
contig_1022	1341328	1341468	intergenic	.	contig_1022:1341328-1341468
contig_1022	1470297	1470650	intergenic	.	contig_1022:1470297-1470650
contig_1022	1490928	1491280	intergenic	.	contig_1022:1490928-1491280
contig_1022	1491591	1491721	intergenic	.	contig_1022:1491591-1491721
contig_1022	1566828	1567153	intergenic	.	contig_1022:1566828-1567153
contig_1022	1568010	1568110	intergenic	.	contig_1022:1568010-1568110
contig_1022	1585861	1586122	intergenic	.	contig_1022:1585861-1586122
contig_1022	1627514	1627880	intergenic	.	contig_1022:1627514-1627880
contig_1022	1688992	1689261	intergenic	.	contig_1022:1688992-1689261
contig_1022	1838800	1839245	gene,mRNA		contig_1022:1838800-1839245
contig_1022	2051088	2051404	exon,CDS,start_codon,gene,mRNA		contig_1022:2051088-2051404
contig_1022	2146516	2146744	intergenic	.	contig_1022:2146516-2146744
contig_1022	2168912	2169324	intergenic	.	contig_1022:2168912-2169324
contig_1022	2255869	2255942	intergenic	.	contig_1022:2255869-2255942
contig_1022	2341843	2342498	intergenic	.	contig_1022:2341843-2342498
contig_1022	2527519	2527677	intergenic	.	contig_1022:2527519-2527677
contig_1022	2591116	2591729	gene,mRNA		contig_1022:2591116-2591729
contig_1022	2829472	2829847	intergenic	.	contig_1022:2829472-2829847
contig_1022	2948184	2948517	intergenic	.	contig_1022:2948184-2948517
contig_10222	40160	40265	intergenic	.	contig_10222:40160-40265
contig_10224	110898	111081	intergenic	.	contig_10224:110898-111081
contig_10224	145774	145874	intergenic	.	contig_10224:145774-145874
contig_10224	477145	477196	gene,mRNA		contig_10224:477145-477196
contig_10224	547938	548624	gene,mRNA		contig_10224:547938-548624
contig_10225	85698	85833	intergenic	.	contig_10225:85698-85833
contig_10225	229458	229620	intergenic	.	contig_10225:229458-229620
contig_10225	395100	395288	intergenic	.	contig_10225:395100-395288
contig_10227	415046	415196	intergenic	.	contig_10227:415046-415196
contig_10227	709316	709446	intergenic	.	contig_10227:709316-709446
contig_1023	11743	11950	intergenic	.	contig_1023:11743-11950
contig_1023	878972	879362	gene,mRNA		contig_1023:878972-879362
contig_1023	918035	918088	exon,CDS,stop_codon,gene,mRNA		contig_1023:918035-918088
contig_1023	1301311	1301468	intergenic	.	contig_1023:1301311-1301468
contig_1023	1301941	1302088	intergenic	.	contig_1023:1301941-1302088
contig_1023	1330130	1330468	intergenic	.	contig_1023:1330130-1330468
contig_1023	1707775	1707836	intergenic	.	contig_1023:1707775-1707836
contig_10232	40166	40540	intergenic	.	contig_10232:40166-40540
contig_10232	141448	141677	intergenic	.	contig_10232:141448-141677
contig_10232	158838	159034	intergenic	.	contig_10232:158838-159034
contig_10232	225489	225749	intergenic	.	contig_10232:225489-225749
contig_10232	247029	247094	intergenic	.	contig_10232:247029-247094
contig_10232	430790	430873	intergenic	.	contig_10232:430790-430873
contig_10233	90367	90432	gene,mRNA		contig_10233:90367-90432
contig_10233	557448	557515	intergenic	.	contig_10233:557448-557515
contig_10233	878092	878327	intergenic	.	contig_10233:878092-878327
contig_10233	922557	922795	intergenic	.	contig_10233:922557-922795
contig_10234	223216	223497	gene,mRNA		contig_10234:223216-223497
contig_10236	61633	61721	gene,mRNA		contig_10236:61633-61721
contig_10240	277141	277581	intergenic	.	contig_10240:277141-277581
contig_10242	139334	139714	gene,mRNA,stop_codon,exon,CDS		contig_10242:139334-139714
contig_10242	341905	342032	intergenic	.	contig_10242:341905-342032
contig_10242	396402	396615	intergenic	.	contig_10242:396402-396615
contig_10242	645229	645388	intergenic	.	contig_10242:645229-645388
contig_10243	156869	156946	intergenic	.	contig_10243:156869-156946
contig_10243	255939	256006	intergenic	.	contig_10243:255939-256006
contig_10244	695302	695433	intergenic	.	contig_10244:695302-695433
contig_10245	524095	524180	intergenic	.	contig_10245:524095-524180
contig_10250	11566	11631	intergenic	.	contig_10250:11566-11631
contig_10254	501989	502271	intergenic	.	contig_10254:501989-502271
contig_10254	591931	592144	gene,mRNA		contig_10254:591931-592144
contig_10254	697791	697949	intergenic	.	contig_10254:697791-697949
contig_10254	849024	849220	intergenic	.	contig_10254:849024-849220
contig_10254	1086258	1086558	intergenic	.	contig_10254:1086258-1086558
contig_1026	168584	168760	intergenic	.	contig_1026:168584-168760
contig_1026	636922	637059	intergenic	.	contig_1026:636922-637059
contig_1026	1640546	1640757	gene,mRNA		contig_1026:1640546-1640757
contig_1026	1722861	1722989	intergenic	.	contig_1026:1722861-1722989
contig_1026	1902611	1902673	intergenic	.	contig_1026:1902611-1902673
contig_1026	2431117	2431409	intergenic	.	contig_1026:2431117-2431409
contig_1026	2646268	2646385	intergenic	.	contig_1026:2646268-2646385
contig_1026	2982130	2982719	gene,mRNA		contig_1026:2982130-2982719
contig_1026	3365414	3365572	intergenic	.	contig_1026:3365414-3365572
contig_1026	3661423	3661492	intergenic	.	contig_1026:3661423-3661492
contig_10261	142557	142817	gene,mRNA		contig_10261:142557-142817
contig_10261	286783	286986	gene,mRNA		contig_10261:286783-286986
contig_10264	89606	89789	intergenic	.	contig_10264:89606-89789
contig_10266	8301	8600	intergenic	.	contig_10266:8301-8600
contig_10267	722519	722860	intergenic	.	contig_10267:722519-722860
contig_1027	640142	640358	intergenic	.	contig_1027:640142-640358
contig_1027	686991	687083	intergenic	.	contig_1027:686991-687083
contig_1027	876991	877067	intergenic	.	contig_1027:876991-877067
contig_1027	877355	877465	intergenic	.	contig_1027:877355-877465
contig_1027	1043012	1043082	intergenic	.	contig_1027:1043012-1043082
contig_10270	67894	67954	intergenic	.	contig_10270:67894-67954
contig_10270	154879	155152	intergenic	.	contig_10270:154879-155152
contig_10276	421381	421517	intergenic	.	contig_10276:421381-421517
contig_10276	504066	504760	intergenic	.	contig_10276:504066-504760
contig_10281	163441	163605	intergenic	.	contig_10281:163441-163605
contig_10284	43126	43271	exon,CDS,gene,mRNA		contig_10284:43126-43271
contig_10284	112364	112480	gene,polyA_signal_sequence		contig_10284:112364-112480
contig_10286	218304	218462	gene,mRNA		contig_10286:218304-218462
contig_10293	57413	57514	gene,mRNA		contig_10293:57413-57514
contig_10300	76780	77023	intergenic	.	contig_10300:76780-77023
contig_10300	78936	79314	intergenic	.	contig_10300:78936-79314
contig_10300	345963	346032	intergenic	.	contig_10300:345963-346032
contig_10300	351244	351396	gene,mRNA		contig_10300:351244-351396
contig_10300	351765	352040	gene,mRNA		contig_10300:351765-352040
contig_10313	69310	69544	intergenic	.	contig_10313:69310-69544
contig_10314	141594	141760	mRNA,gene		contig_10314:141594-141760
contig_10314	194741	194916	intergenic	.	contig_10314:194741-194916
contig_10314	300753	301009	intergenic	.	contig_10314:300753-301009
contig_10314	387031	387109	intergenic	.	contig_10314:387031-387109
contig_10314	418319	418567	intergenic	.	contig_10314:418319-418567
contig_10314	472706	472885	intergenic	.	contig_10314:472706-472885
contig_10315	226781	226982	intergenic	.	contig_10315:226781-226982
contig_10321	81096	81278	exon,CDS,gene,mRNA		contig_10321:81096-81278
contig_1034	533942	534173	intergenic	.	contig_1034:533942-534173
contig_1034	583024	583198	intergenic	.	contig_1034:583024-583198
contig_1034	759202	759621	intergenic	.	contig_1034:759202-759621
contig_1034	865765	865984	intergenic	.	contig_1034:865765-865984
contig_1034	882482	882539	intergenic	.	contig_1034:882482-882539
contig_1034	1078129	1078316	intergenic	.	contig_1034:1078129-1078316
contig_1034	1114593	1114983	intergenic	.	contig_1034:1114593-1114983
contig_10340	12535	12984	intergenic	.	contig_10340:12535-12984
contig_10340	395568	395843	intergenic	.	contig_10340:395568-395843
contig_10340	459708	460001	intergenic	.	contig_10340:459708-460001
contig_10340	460677	460749	intergenic	.	contig_10340:460677-460749
contig_10340	529944	530221	intergenic	.	contig_10340:529944-530221
contig_10340	530677	530865	intergenic	.	contig_10340:530677-530865
contig_10340	819121	819343	intergenic	.	contig_10340:819121-819343
contig_10340	945792	945850	intergenic	.	contig_10340:945792-945850
contig_10340	1001994	1002126	intergenic	.	contig_10340:1001994-1002126
contig_10340	1012431	1012507	intergenic	.	contig_10340:1012431-1012507
contig_10342	101249	101486	gene,mRNA		contig_10342:101249-101486
contig_10346	200099	200324	intergenic	.	contig_10346:200099-200324
contig_10346	299143	299204	intergenic	.	contig_10346:299143-299204
contig_10346	724546	724831	intergenic	.	contig_10346:724546-724831
contig_10348	172672	172866	intergenic	.	contig_10348:172672-172866
contig_10349	387741	387840	intergenic	.	contig_10349:387741-387840
contig_10351	29205	29339	gene,mRNA		contig_10351:29205-29339
contig_10354	32176	32291	intergenic	.	contig_10354:32176-32291
contig_10354	570095	570160	intergenic	.	contig_10354:570095-570160
contig_10357	293102	293343	gene,mRNA		contig_10357:293102-293343
contig_10357	330381	330465	intergenic	.	contig_10357:330381-330465
contig_10357	406038	406130	intergenic	.	contig_10357:406038-406130
contig_10357	406568	406737	intergenic	.	contig_10357:406568-406737
contig_1036	187110	187293	intergenic	.	contig_1036:187110-187293
contig_1036	201114	201480	intergenic	.	contig_1036:201114-201480
contig_1036	674239	674485	intergenic	.	contig_1036:674239-674485
contig_1036	752122	752241	intergenic	.	contig_1036:752122-752241
contig_10361	151283	151453	intergenic	.	contig_10361:151283-151453
contig_10361	198552	198743	intergenic	.	contig_10361:198552-198743
contig_10361	363251	363420	gene,mRNA		contig_10361:363251-363420
contig_10361	584833	584999	intergenic	.	contig_10361:584833-584999
contig_10362	24644	24712	intergenic	.	contig_10362:24644-24712
contig_10362	103548	103635	intergenic	.	contig_10362:103548-103635
contig_10362	104052	104165	intergenic	.	contig_10362:104052-104165
contig_10365	386203	386289	gene,mRNA		contig_10365:386203-386289
contig_10365	533009	533073	intergenic	.	contig_10365:533009-533073
contig_10365	668151	668206	intergenic	.	contig_10365:668151-668206
contig_10365	706753	707020	intergenic	.	contig_10365:706753-707020
contig_10366	24943	25042	intergenic	.	contig_10366:24943-25042
contig_1037	163856	163963	intergenic	.	contig_1037:163856-163963
contig_10373	95023	95324	intergenic	.	contig_10373:95023-95324
contig_10373	278684	278865	intergenic	.	contig_10373:278684-278865
contig_10373	360645	360865	intergenic	.	contig_10373:360645-360865
contig_10374	144163	144502	intergenic	.	contig_10374:144163-144502
contig_10382	39723	39818	gene,mRNA		contig_10382:39723-39818
contig_1039	485204	485389	intergenic	.	contig_1039:485204-485389
contig_1039	709488	709671	intergenic	.	contig_1039:709488-709671
contig_1039	715595	715762	intergenic	.	contig_1039:715595-715762
contig_10393	104030	104100	intergenic	.	contig_10393:104030-104100
contig_10393	358773	358836	intergenic	.	contig_10393:358773-358836
contig_10393	569210	569306	intergenic	.	contig_10393:569210-569306
contig_10393	741532	741874	intergenic	.	contig_10393:741532-741874
contig_10393	885516	885877	intergenic	.	contig_10393:885516-885877
contig_10393	991451	991587	intergenic	.	contig_10393:991451-991587
contig_10393	1022903	1023058	intergenic	.	contig_10393:1022903-1023058
contig_10393	1045493	1045566	intergenic	.	contig_10393:1045493-1045566
contig_10393	1111330	1111543	intergenic	.	contig_10393:1111330-1111543
contig_10393	1232366	1232915	intergenic	.	contig_10393:1232366-1232915
contig_10397	332572	332702	intergenic	.	contig_10397:332572-332702
contig_10397	388310	388391	intergenic	.	contig_10397:388310-388391
contig_10409	29175	29306	gene,mRNA		contig_10409:29175-29306
contig_10418	7567	7668	intergenic	.	contig_10418:7567-7668
contig_10420	172554	172640	intergenic	.	contig_10420:172554-172640
contig_10425	81260	81467	gene,mRNA		contig_10425:81260-81467
contig_10428	69849	70061	intergenic	.	contig_10428:69849-70061
contig_10428	103720	104000	intergenic	.	contig_10428:103720-104000
contig_10430	79837	79989	intergenic	.	contig_10430:79837-79989
contig_10432	135962	136205	intergenic	.	contig_10432:135962-136205
contig_10432	330071	330206	gene,mRNA		contig_10432:330071-330206
contig_10432	1315161	1315305	intergenic	.	contig_10432:1315161-1315305
contig_10435	18318	18813	intergenic	.	contig_10435:18318-18813
contig_10435	23026	23099	intergenic	.	contig_10435:23026-23099
contig_1044	101602	101744	gene,mRNA		contig_1044:101602-101744
contig_1044	291159	291429	intergenic	.	contig_1044:291159-291429
contig_1044	375463	375560	intergenic	.	contig_1044:375463-375560
contig_10443	43673	44026	intergenic	.	contig_10443:43673-44026
contig_10445	30897	30979	intergenic	.	contig_10445:30897-30979
contig_10447	54624	54779	intergenic	.	contig_10447:54624-54779
contig_10447	61652	61770	intergenic	.	contig_10447:61652-61770
contig_10448	129911	130097	gene,mRNA		contig_10448:129911-130097
contig_10448	131228	131463	gene,mRNA		contig_10448:131228-131463
contig_10448	227119	227334	intergenic	.	contig_10448:227119-227334
contig_10448	244217	244599	intergenic	.	contig_10448:244217-244599
contig_10449	27192	27420	intergenic	.	contig_10449:27192-27420
contig_10449	287899	287973	intergenic	.	contig_10449:287899-287973
contig_10449	349761	350246	intergenic	.	contig_10449:349761-350246
contig_10449	442903	443040	intergenic	.	contig_10449:442903-443040
contig_10450	179000	179178	gene,mRNA		contig_10450:179000-179178
contig_10481	89803	89906	intergenic	.	contig_10481:89803-89906
contig_10481	177019	177089	intergenic	.	contig_10481:177019-177089
contig_10481	312077	312325	intergenic	.	contig_10481:312077-312325
contig_10484	30334	30784	intergenic	.	contig_10484:30334-30784
contig_10485	111102	111187	gene		contig_10485:111102-111187
contig_10485	495527	495828	gene,mRNA		contig_10485:495527-495828
contig_10504	133810	133942	intergenic	.	contig_10504:133810-133942
contig_10514	41135	41279	intergenic	.	contig_10514:41135-41279
contig_10514	191995	192095	intergenic	.	contig_10514:191995-192095
contig_10514	273455	273850	intergenic	.	contig_10514:273455-273850
contig_10515	16185	16546	intergenic	.	contig_10515:16185-16546
contig_10515	48213	48443	intergenic	.	contig_10515:48213-48443
contig_10515	92316	92506	intergenic	.	contig_10515:92316-92506
contig_10516	119016	119227	intergenic	.	contig_10516:119016-119227
contig_10516	134445	134757	intergenic	.	contig_10516:134445-134757
contig_10516	296052	296507	intergenic	.	contig_10516:296052-296507
contig_10516	382369	382477	intergenic	.	contig_10516:382369-382477
contig_10516	399125	399603	intergenic	.	contig_10516:399125-399603
contig_10516	407333	407471	intergenic	.	contig_10516:407333-407471
contig_10516	435771	435965	intergenic	.	contig_10516:435771-435965
contig_10516	436464	436931	intergenic	.	contig_10516:436464-436931
contig_10516	461186	461494	intergenic	.	contig_10516:461186-461494
contig_10516	494811	494960	intergenic	.	contig_10516:494811-494960
contig_10516	600796	601066	gene,mRNA		contig_10516:600796-601066
contig_10516	730692	730906	gene,mRNA		contig_10516:730692-730906
contig_10516	785105	785223	intergenic	.	contig_10516:785105-785223
contig_10516	789692	790458	intergenic	.	contig_10516:789692-790458
contig_10518	7153	7305	intergenic	.	contig_10518:7153-7305
contig_10529	277339	277977	gene,mRNA,exon,CDS		contig_10529:277339-277977
contig_10529	279134	279192	intergenic	.	contig_10529:279134-279192
contig_1053	63923	64030	intergenic	.	contig_1053:63923-64030
contig_1053	223143	223205	intergenic	.	contig_1053:223143-223205
contig_1053	371429	371703	gene,mRNA		contig_1053:371429-371703
contig_1053	437565	437956	intergenic	.	contig_1053:437565-437956
contig_10538	34407	34611	intergenic	.	contig_10538:34407-34611
contig_10538	69627	69897	intergenic	.	contig_10538:69627-69897
contig_10541	6857	7060	gene,mRNA		contig_10541:6857-7060
contig_10541	53549	53670	gene,mRNA		contig_10541:53549-53670
contig_10541	318324	318484	intergenic	.	contig_10541:318324-318484
contig_10541	512634	512722	intergenic	.	contig_10541:512634-512722
contig_10542	347237	347801	intergenic	.	contig_10542:347237-347801
contig_10556	8138	8375	intergenic	.	contig_10556:8138-8375
contig_10558	62270	62431	intergenic	.	contig_10558:62270-62431
contig_10560	568431	569035	intergenic	.	contig_10560:568431-569035
contig_10560	639586	639918	intergenic	.	contig_10560:639586-639918
contig_1059	32400	32792	gene,mRNA		contig_1059:32400-32792
contig_1059	176018	176253	intergenic	.	contig_1059:176018-176253
contig_1059	231815	232013	gene,mRNA		contig_1059:231815-232013
contig_1059	282209	282507	gene,mRNA		contig_1059:282209-282507
contig_1059	285941	286248	gene,mRNA		contig_1059:285941-286248
