Chromosome	Start	End	Feature_Type	Details	Reads
1011332_edges=5016966..6039492_left=5565953_right=6613595_ver=1.10_style=3	1420	1570	intergenic	.	1011332_edges=5016966..6039492_left=5565953_right=6613595_ver=1.10_style=3:1420-1570
1011494_edges=5114477..5692305_left=5633952_right=307566_ver=1.10_style=3	809	1060	intergenic	.	1011494_edges=5114477..5692305_left=5633952_right=307566_ver=1.10_style=3:809-1060
1012155_edges=5857956..6129064_left=5040978_right=5727716_ver=1.10_style=3	2437	2680	intergenic	.	1012155_edges=5857956..6129064_left=5040978_right=5727716_ver=1.10_style=3:2437-2680
1012168_edges=5952571..5980951_left=6611053_right=5324337_ver=1.10_style=3	3140	3304	intergenic	.	1012168_edges=5952571..5980951_left=6611053_right=5324337_ver=1.10_style=3:3140-3304
1012359_edges=6785104..7036394_left=4972084_right=702780_ver=1.10_style=3	17242	17469	intergenic	.	1012359_edges=6785104..7036394_left=4972084_right=702780_ver=1.10_style=3:17242-17469
1012379_edges=6795457..6802774_left=6309917_right=6316495_ver=1.10_style=3	110	363	intergenic	.	1012379_edges=6795457..6802774_left=6309917_right=6316495_ver=1.10_style=3:110-363
1012768_edges=999888..2781326_left=1055571_right=3287621_ver=1.10_style=3	2798	2925	intergenic	.	1012768_edges=999888..2781326_left=1055571_right=3287621_ver=1.10_style=3:2798-2925
1013051_edges=1764991..6281413_left=1854627_right=5795648_ver=1.10_style=3	3290	3421	intergenic	.	1013051_edges=1764991..6281413_left=1854627_right=5795648_ver=1.10_style=3:3290-3421
1013358_edges=2847566..4515885_left=3369025_right=5225883_ver=1.10_style=3	3091	3173	intergenic	.	1013358_edges=2847566..4515885_left=3369025_right=5225883_ver=1.10_style=3:3091-3173
1013968_edges=5241544..6785087_left=5694502_right=5962883_ver=1.10_style=3	5273	5333	intergenic	.	1013968_edges=5241544..6785087_left=5694502_right=5962883_ver=1.10_style=3:5273-5333
1014543_edges=5018886..5462691_left=5567484_right=5861010_ver=1.10_style=3	11421	11553	gene,mRNA		1014543_edges=5018886..5462691_left=5567484_right=5861010_ver=1.10_style=3:11421-11553
1014919_edges=227090..6479683_left=245248_right=5845544_ver=1.10_style=3	2886	3086	intergenic	.	1014919_edges=227090..6479683_left=245248_right=5845544_ver=1.10_style=3:2886-3086
1015350_edges=615452..615458_left=656525_right=656530_ver=1.10_style=3	2051	2151	intergenic	.	1015350_edges=615452..615458_left=656525_right=656530_ver=1.10_style=3:2051-2151
1015716_edges=947733..5435977_left=6467775_right=6478577_ver=1.10_style=3	4149	4282	intergenic	.	1015716_edges=947733..5435977_left=6467775_right=6478577_ver=1.10_style=3:4149-4282
1015736_edges=962548..5539182_left=1017266_right=5923111_ver=1.10_style=3	6523	6579	intergenic	.	1015736_edges=962548..5539182_left=1017266_right=5923111_ver=1.10_style=3:6523-6579
1018054_edges=4561446..5305163_left=5279184_right=6336941_ver=1.10_style=3	2864	2981	gene,mRNA		1018054_edges=4561446..5305163_left=5279184_right=6336941_ver=1.10_style=3:2864-2981
1018430_edges=4993436..5049216_left=5547028_right=5590570_ver=1.10_style=3	3890	4229	gene,mRNA,exon,CDS,start_codon		1018430_edges=4993436..5049216_left=5547028_right=5590570_ver=1.10_style=3:3890-4229
1018737_edges=5396103..6533196_left=5805414_right=2009090_ver=1.10_style=3	1451	1539	intergenic	.	1018737_edges=5396103..6533196_left=5805414_right=2009090_ver=1.10_style=3:1451-1539
1020507_edges=6524288..6591389_left=5580976_right=5856173_ver=1.10_style=3	3130	3699	gene,mRNA,exon,CDS		1020507_edges=6524288..6591389_left=5580976_right=5856173_ver=1.10_style=3:3130-3699
102129_edges=2160077..2160077_left=2396965_right=2396966_ver=1.10_style=3	317	370	intergenic	.	102129_edges=2160077..2160077_left=2396965_right=2396966_ver=1.10_style=3:317-370
1023552_edges=4707414..6143230_left=4844394_right=5070007_ver=1.10_style=3	1121	1181	intergenic	.	1023552_edges=4707414..6143230_left=4844394_right=5070007_ver=1.10_style=3:1121-1181
1023672_edges=5591511..6106511_left=5973154_right=825345_ver=1.10_style=3	3728	3814	intergenic	.	1023672_edges=5591511..6106511_left=5973154_right=825345_ver=1.10_style=3:3728-3814
1024136_edges=596171..6771563_left=6418335_right=6626985_ver=1.10_style=3	201	424	intergenic	.	1024136_edges=596171..6771563_left=6418335_right=6626985_ver=1.10_style=3:201-424
1024578_edges=2347552..5121948_left=2695848_right=1128708_ver=1.10_style=3	2532	2627	intergenic	.	1024578_edges=2347552..5121948_left=2695848_right=1128708_ver=1.10_style=3:2532-2627
1025928_edges=232365..4563677_left=250933_right=5281855_ver=1.10_style=3	4997	5084	intergenic	.	1025928_edges=232365..4563677_left=250933_right=5281855_ver=1.10_style=3:4997-5084
1025942_edges=313701..700896_left=338221_right=746002_ver=1.10_style=3	22917	22982	intergenic	.	1025942_edges=313701..700896_left=338221_right=746002_ver=1.10_style=3:22917-22982
1027308_edges=2121818..5637198_left=2331366_right=6442916_ver=1.10_style=3	3358	3460	intergenic	.	1027308_edges=2121818..5637198_left=2331366_right=6442916_ver=1.10_style=3:3358-3460
1028003_edges=1445391..4896906_left=6524155_right=5452061_ver=1.10_style=3	731	827	intergenic	.	1028003_edges=1445391..4896906_left=6524155_right=5452061_ver=1.10_style=3:731-827
1028304_edges=2579901..4921266_left=3026427_right=5471541_ver=1.10_style=3	23799	23893	intergenic	.	1028304_edges=2579901..4921266_left=3026427_right=5471541_ver=1.10_style=3:23799-23893
1028493_edges=362080..5569380_left=389383_right=5948519_ver=1.10_style=3	30241	30296	intergenic	.	1028493_edges=362080..5569380_left=389383_right=5948519_ver=1.10_style=3:30241-30296
1028718_edges=621359..1098695_left=6422179_right=6487211_ver=1.10_style=3	5723	5919	gene,mRNA		1028718_edges=621359..1098695_left=6422179_right=6487211_ver=1.10_style=3:5723-5919
1029840_edges=115694..5028547_left=6341051_right=5575092_ver=1.10_style=3	14356	14495	intergenic	.	1029840_edges=115694..5028547_left=6341051_right=5575092_ver=1.10_style=3:14356-14495
1031253_edges=15005..1625068_left=6324143_right=1704669_ver=1.10_style=3	8171	8340	gene		1031253_edges=15005..1625068_left=6324143_right=1704669_ver=1.10_style=3:8171-8340
142600_edges=2314603..2314603_left=2645616_right=2645617_ver=1.10_style=3	270	331	intergenic	.	142600_edges=2314603..2314603_left=2645616_right=2645617_ver=1.10_style=3:270-331
169585_edges=2448988..2448988_left=2844553_right=2844554_ver=1.10_style=3	8	150	intergenic	.	169585_edges=2448988..2448988_left=2844553_right=2844554_ver=1.10_style=3:8-150
190147_edges=2572799..2572799_left=3016730_right=3016731_ver=1.10_style=3	229	329	intergenic	.	190147_edges=2572799..2572799_left=3016730_right=3016731_ver=1.10_style=3:229-329
206747_edges=2692939..2692939_left=3175817_right=3175818_ver=1.10_style=3	79	272	intergenic	.	206747_edges=2692939..2692939_left=3175817_right=3175818_ver=1.10_style=3:79-272
246222_edges=3078542..3078542_left=3637874_right=3637875_ver=1.10_style=3	1220	1313	intergenic	.	246222_edges=3078542..3078542_left=3637874_right=3637875_ver=1.10_style=3:1220-1313
341477_edges=4259882..4259882_left=4947120_right=4947121_ver=1.10_style=3	0	182	intergenic	.	341477_edges=4259882..4259882_left=4947120_right=4947121_ver=1.10_style=3:0-182
342287_edges=4263741..4263741_left=4951480_right=4951481_ver=1.10_style=3	0	137	intergenic	.	342287_edges=4263741..4263741_left=4951480_right=4951481_ver=1.10_style=3:0-137
344117_edges=4271941..4271941_left=4961035_right=4961036_ver=1.10_style=3	91	218	intergenic	.	344117_edges=4271941..4271941_left=4961035_right=4961036_ver=1.10_style=3:91-218
352784_edges=4313335..4313335_left=5006656_right=5006657_ver=1.10_style=3	0	136	intergenic	.	352784_edges=4313335..4313335_left=5006656_right=5006657_ver=1.10_style=3:0-136
355599_edges=4327028..4327028_left=5021463_right=5021464_ver=1.10_style=3	387	582	intergenic	.	355599_edges=4327028..4327028_left=5021463_right=5021464_ver=1.10_style=3:387-582
36517_edges=1204716..1204716_left=1267918_right=1267919_ver=1.10_style=3	16	148	intergenic	.	36517_edges=1204716..1204716_left=1267918_right=1267919_ver=1.10_style=3:16-148
410345_edges=4802407..4802407_left=5386712_right=5386713_ver=1.10_style=3	2974	3075	intergenic	.	410345_edges=4802407..4802407_left=5386712_right=5386713_ver=1.10_style=3:2974-3075
412274_edges=4826580..4826580_left=5402209_right=5402210_ver=1.10_style=3	271	414	intergenic	.	412274_edges=4826580..4826580_left=5402209_right=5402210_ver=1.10_style=3:271-414
413273_edges=4837663..4837663_left=2634270_right=5409739_ver=1.10_style=3	2513	2699	intergenic	.	413273_edges=4837663..4837663_left=2634270_right=5409739_ver=1.10_style=3:2513-2699
416403_edges=4871583..4871583_left=1275468_right=5433507_ver=1.10_style=3	695	842	intergenic	.	416403_edges=4871583..4871583_left=1275468_right=5433507_ver=1.10_style=3:695-842
416971_edges=4877611..4877611_left=5437798_right=5437799_ver=1.10_style=3	0	110	intergenic	.	416971_edges=4877611..4877611_left=5437798_right=5437799_ver=1.10_style=3:0-110
418647_edges=4894422..4894422_left=5450144_right=5450145_ver=1.10_style=3	1315	1392	intergenic	.	418647_edges=4894422..4894422_left=5450144_right=5450145_ver=1.10_style=3:1315-1392
418865_edges=4896589..4896589_left=5451812_right=5451813_ver=1.10_style=3	1114	1225	intergenic	.	418865_edges=4896589..4896589_left=5451812_right=5451813_ver=1.10_style=3:1114-1225
419418_edges=4901964..4901964_left=5456086_right=5456087_ver=1.10_style=3	3601	3694	intergenic	.	419418_edges=4901964..4901964_left=5456086_right=5456087_ver=1.10_style=3:3601-3694
419533_edges=4902993..4902993_left=3885782_right=5456864_ver=1.10_style=3	1896	1954	intergenic	.	419533_edges=4902993..4902993_left=3885782_right=5456864_ver=1.10_style=3:1896-1954
419914_edges=4906463..4906463_left=5459612_right=5459613_ver=1.10_style=3	1376	1483	intergenic	.	419914_edges=4906463..4906463_left=5459612_right=5459613_ver=1.10_style=3:1376-1483
420670_edges=4913243..4913243_left=5464855_right=5464856_ver=1.10_style=3	1956	2037	intergenic	.	420670_edges=4913243..4913243_left=5464855_right=5464856_ver=1.10_style=3:1956-2037
421043_edges=4916231..4916231_left=1661874_right=5467247_ver=1.10_style=3	1106	1269	intergenic	.	421043_edges=4916231..4916231_left=1661874_right=5467247_ver=1.10_style=3:1106-1269
421498_edges=4919727..4919727_left=5470273_right=5470274_ver=1.10_style=3	1670	1855	intergenic	.	421498_edges=4919727..4919727_left=5470273_right=5470274_ver=1.10_style=3:1670-1855
423461_edges=4934697..4934697_left=5483165_right=5483166_ver=1.10_style=3	933	1135	intergenic	.	423461_edges=4934697..4934697_left=5483165_right=5483166_ver=1.10_style=3:933-1135
426932_edges=4957939..4957939_left=5505261_right=1984092_ver=1.10_style=3	677	890	intergenic	.	426932_edges=4957939..4957939_left=5505261_right=1984092_ver=1.10_style=3:677-890
427836_edges=4962885..4962885_left=5510284_right=5510285_ver=1.10_style=3	5	100	intergenic	.	427836_edges=4962885..4962885_left=5510284_right=5510285_ver=1.10_style=3:5-100
428873_edges=4968184..4968184_left=5515943_right=5515944_ver=1.10_style=3	2753	2804	intergenic	.	428873_edges=4968184..4968184_left=5515943_right=5515944_ver=1.10_style=3:2753-2804
429813_edges=4972582..4972582_left=5521054_right=5521055_ver=1.10_style=3	306	461	intergenic	.	429813_edges=4972582..4972582_left=5521054_right=5521055_ver=1.10_style=3:306-461
435742_edges=4998779..4998779_left=5551372_right=2093990_ver=1.10_style=3	910	998	gene,polyA_signal_sequence		435742_edges=4998779..4998779_left=5551372_right=2093990_ver=1.10_style=3:910-998
436614_edges=5005937..5005937_left=5557097_right=5557098_ver=1.10_style=3	933	998	intergenic	.	436614_edges=5005937..5005937_left=5557097_right=5557098_ver=1.10_style=3:933-998
438855_edges=5024043..5024043_left=5571736_right=5571737_ver=1.10_style=3	332	618	intergenic	.	438855_edges=5024043..5024043_left=5571736_right=5571737_ver=1.10_style=3:332-618
439145_edges=5026486..5026486_left=5573626_right=5573627_ver=1.10_style=3	526	714	intergenic	.	439145_edges=5026486..5026486_left=5573626_right=5573627_ver=1.10_style=3:526-714
440778_edges=5040486..5040486_left=5136310_right=5584149_ver=1.10_style=3	476	579	intergenic	.	440778_edges=5040486..5040486_left=5136310_right=5584149_ver=1.10_style=3:476-579
443841_edges=5067006..5067006_left=5603088_right=5603089_ver=1.10_style=3	2305	2478	intergenic	.	443841_edges=5067006..5067006_left=5603088_right=5603089_ver=1.10_style=3:2305-2478
444998_edges=5076948..5076948_left=5609736_right=5609737_ver=1.10_style=3	4293	4512	intergenic	.	444998_edges=5076948..5076948_left=5609736_right=5609737_ver=1.10_style=3:4293-4512
453098_edges=5146287..5146287_left=5653079_right=5653080_ver=1.10_style=3	1764	1819	intergenic	.	453098_edges=5146287..5146287_left=5653079_right=5653080_ver=1.10_style=3:1764-1819
46369_edges=1627084..1627084_left=1706718_right=1706719_ver=1.10_style=3	2	52	intergenic	.	46369_edges=1627084..1627084_left=1706718_right=1706719_ver=1.10_style=3:2-52
469074_edges=5245103..5245103_left=5697856_right=5697857_ver=1.10_style=3	1894	2071	intergenic	.	469074_edges=5245103..5245103_left=5697856_right=5697857_ver=1.10_style=3:1894-2071
470807_edges=5253597..5253597_left=3494669_right=5709558_ver=1.10_style=3	467	603	intergenic	.	470807_edges=5253597..5253597_left=3494669_right=5709558_ver=1.10_style=3:467-603
471339_edges=5255974..5255974_left=5712942_right=5712943_ver=1.10_style=3	1099	1208	intergenic	.	471339_edges=5255974..5255974_left=5712942_right=5712943_ver=1.10_style=3:1099-1208
476300_edges=5311584..5311584_left=5748773_right=5748774_ver=1.10_style=3	2485	2556	intergenic	.	476300_edges=5311584..5311584_left=5748773_right=5748774_ver=1.10_style=3:2485-2556
476448_edges=5313514..5313514_left=5749780_right=5749781_ver=1.10_style=3	1288	1446	intergenic	.	476448_edges=5313514..5313514_left=5749780_right=5749781_ver=1.10_style=3:1288-1446
476789_edges=5318062..5318062_left=5752150_right=6379282_ver=1.10_style=3	3278	3444	intergenic	.	476789_edges=5318062..5318062_left=5752150_right=6379282_ver=1.10_style=3:3278-3444
483337_edges=5388124..5388124_left=5797675_right=5797676_ver=1.10_style=3	639	692	intergenic	.	483337_edges=5388124..5388124_left=5797675_right=5797676_ver=1.10_style=3:639-692
483722_edges=5391155..5391155_left=5800378_right=5800379_ver=1.10_style=3	237	357	intergenic	.	483722_edges=5391155..5391155_left=5800378_right=5800379_ver=1.10_style=3:237-357
484601_edges=5396335..5396335_left=5805654_right=3956033_ver=1.10_style=3	1140	1371	intergenic	.	484601_edges=5396335..5396335_left=5805654_right=3956033_ver=1.10_style=3:1140-1371
494411_edges=5454845..5454845_left=5851433_right=6446891_ver=1.10_style=3	3487	3564	intergenic	.	494411_edges=5454845..5454845_left=5851433_right=6446891_ver=1.10_style=3:3487-3564
497086_edges=5492265..5492265_left=6367179_right=5888079_ver=1.10_style=3	4385	4536	intergenic	.	497086_edges=5492265..5492265_left=6367179_right=5888079_ver=1.10_style=3:4385-4536
499037_edges=5509284..5509284_left=5900308_right=5900309_ver=1.10_style=3	2690	2932	intergenic	.	499037_edges=5509284..5509284_left=5900308_right=5900309_ver=1.10_style=3:2690-2932
499605_edges=5514469..5514469_left=5904115_right=5904116_ver=1.10_style=3	4455	4771	intergenic	.	499605_edges=5514469..5514469_left=5904115_right=5904116_ver=1.10_style=3:4455-4771
506004_edges=5565715..5565715_left=5945197_right=5945198_ver=1.10_style=3	178	294	intergenic	.	506004_edges=5565715..5565715_left=5945197_right=5945198_ver=1.10_style=3:178-294
506465_edges=5568721..5568721_left=5947946_right=5947947_ver=1.10_style=3	2342	2802	intergenic	.	506465_edges=5568721..5568721_left=5947946_right=5947947_ver=1.10_style=3:2342-2802
507112_edges=5572968..5572968_left=5951980_right=5951981_ver=1.10_style=3	590	640	intergenic	.	507112_edges=5572968..5572968_left=5951980_right=5951981_ver=1.10_style=3:590-640
507179_edges=5573434..5573434_left=5952416_right=5952417_ver=1.10_style=3	2967	3073	intergenic	.	507179_edges=5573434..5573434_left=5952416_right=5952417_ver=1.10_style=3:2967-3073
508108_edges=5579150..5579150_left=5958187_right=5958188_ver=1.10_style=3	0	138	intergenic	.	508108_edges=5579150..5579150_left=5958187_right=5958188_ver=1.10_style=3:0-138
509838_edges=5587282..5587282_left=5967924_right=2869484_ver=1.10_style=3	4	156	intergenic	.	509838_edges=5587282..5587282_left=5967924_right=2869484_ver=1.10_style=3:4-156
511416_edges=5594144..5594144_left=5976057_right=5976058_ver=1.10_style=3	649	852	intergenic	.	511416_edges=5594144..5594144_left=5976057_right=5976058_ver=1.10_style=3:649-852
513418_edges=5603080..5603080_left=5983086_right=5983087_ver=1.10_style=3	1811	1878	intergenic	.	513418_edges=5603080..5603080_left=5983086_right=5983087_ver=1.10_style=3:1811-1878
514298_edges=5609813..5609813_left=5747491_right=6350079_ver=1.10_style=3	426	478	intergenic	.	514298_edges=5609813..5609813_left=5747491_right=6350079_ver=1.10_style=3:426-478
515243_edges=5616045..5616045_left=5996201_right=5996202_ver=1.10_style=3	677	738	intergenic	.	515243_edges=5616045..5616045_left=5996201_right=5996202_ver=1.10_style=3:677-738
517395_edges=5627763..5627763_left=6012255_right=6012256_ver=1.10_style=3	1743	1930	intergenic	.	517395_edges=5627763..5627763_left=6012255_right=6012256_ver=1.10_style=3:1743-1930
518746_edges=5647204..5647204_left=6023682_right=6023683_ver=1.10_style=3	5165	5257	intergenic	.	518746_edges=5647204..5647204_left=6023682_right=6023683_ver=1.10_style=3:5165-5257
520165_edges=5657652..5657652_left=1639094_right=6609728_ver=1.10_style=3	1598	1838	gene,mRNA		520165_edges=5657652..5657652_left=1639094_right=6609728_ver=1.10_style=3:1598-1838
521377_edges=5669439..5669439_left=3561695_right=5938473_ver=1.10_style=3	2124	2186	intergenic	.	521377_edges=5669439..5669439_left=3561695_right=5938473_ver=1.10_style=3:2124-2186
523690_edges=5683139..5683139_left=6605152_right=5938852_ver=1.10_style=3	1175	1261	intergenic	.	523690_edges=5683139..5683139_left=6605152_right=5938852_ver=1.10_style=3:1175-1261
527770_edges=5699253..5699253_left=5567318_right=4969940_ver=1.10_style=3	1358	1522	intergenic	.	527770_edges=5699253..5699253_left=5567318_right=4969940_ver=1.10_style=3:1358-1522
53167_edges=1852030..1852030_left=1950270_right=1950271_ver=1.10_style=3	167	277	intergenic	.	53167_edges=1852030..1852030_left=1950270_right=1950271_ver=1.10_style=3:167-277
535125_edges=5738597..5738597_left=5167855_right=1490388_ver=1.10_style=3	422	487	intergenic	.	535125_edges=5738597..5738597_left=5167855_right=1490388_ver=1.10_style=3:422-487
539767_edges=5766206..5766206_left=5477674_right=6548682_ver=1.10_style=3	2400	2626	intergenic	.	539767_edges=5766206..5766206_left=5477674_right=6548682_ver=1.10_style=3:2400-2626
541829_edges=5783008..5783008_left=5955898_right=940917_ver=1.10_style=3	1169	1235	intergenic	.	541829_edges=5783008..5783008_left=5955898_right=940917_ver=1.10_style=3:1169-1235
546204_edges=5809388..5809388_left=5562994_right=5557995_ver=1.10_style=3	1695	1893	intergenic	.	546204_edges=5809388..5809388_left=5562994_right=5557995_ver=1.10_style=3:1695-1893
547180_edges=5814240..5814240_left=1787218_right=1787217_ver=1.10_style=3	1093	1381	gene,polyA_signal_sequence,mRNA,stop_codon,exon,CDS		547180_edges=5814240..5814240_left=1787218_right=1787217_ver=1.10_style=3:1093-1381
548438_edges=5819314..5819314_left=5808734_right=2162933_ver=1.10_style=3	830	1038	intergenic	.	548438_edges=5819314..5819314_left=5808734_right=2162933_ver=1.10_style=3:830-1038
552763_edges=5834274..5834274_left=5509685_right=5722485_ver=1.10_style=3	423	561	intergenic	.	552763_edges=5834274..5834274_left=5509685_right=5722485_ver=1.10_style=3:423-561
558918_edges=5858636..5858636_left=5531198_right=5682668_ver=1.10_style=3	650	770	intergenic	.	558918_edges=5858636..5858636_left=5531198_right=5682668_ver=1.10_style=3:650-770
561984_edges=5873844..5873844_left=2654368_right=2333083_ver=1.10_style=3	795	888	intergenic	.	561984_edges=5873844..5873844_left=2654368_right=2333083_ver=1.10_style=3:795-888
563808_edges=5883010..5883010_left=6459398_right=2842214_ver=1.10_style=3	707	864	intergenic	.	563808_edges=5883010..5883010_left=6459398_right=2842214_ver=1.10_style=3:707-864
565511_edges=6013776..6013776_left=5986597_right=6612843_ver=1.10_style=3	1948	2068	intergenic	.	565511_edges=6013776..6013776_left=5986597_right=6612843_ver=1.10_style=3:1948-2068
567233_edges=6282092..6282092_left=5802804_right=5720511_ver=1.10_style=3	4777	4827	intergenic	.	567233_edges=6282092..6282092_left=5802804_right=5720511_ver=1.10_style=3:4777-4827
567521_edges=6284164..6284164_left=5994862_right=5568538_ver=1.10_style=3	2870	2953	intergenic	.	567521_edges=6284164..6284164_left=5994862_right=5568538_ver=1.10_style=3:2870-2953
567983_edges=6289446..6289446_left=5945318_right=1539586_ver=1.10_style=3	1008	1312	intergenic	.	567983_edges=6289446..6289446_left=5945318_right=1539586_ver=1.10_style=3:1008-1312
568676_edges=6294208..6294208_left=2939791_right=2115461_ver=1.10_style=3	158	298	intergenic	.	568676_edges=6294208..6294208_left=2939791_right=2115461_ver=1.10_style=3:158-298
57058_edges=1949592..1949592_left=2063303_right=2063304_ver=1.10_style=3	1279	1351	intergenic	.	57058_edges=1949592..1949592_left=2063303_right=2063304_ver=1.10_style=3:1279-1351
571619_edges=6312088..6312088_left=5985700_right=37359_ver=1.10_style=3	3218	3333	intergenic	.	571619_edges=6312088..6312088_left=5985700_right=37359_ver=1.10_style=3:3218-3333
580877_edges=6368274..6368274_left=4263824_right=565853_ver=1.10_style=3	2013	2111	intergenic	.	580877_edges=6368274..6368274_left=4263824_right=565853_ver=1.10_style=3:2013-2111
584969_edges=6394660..6394660_left=6443614_right=6443607_ver=1.10_style=3	1145	1313	intergenic	.	584969_edges=6394660..6394660_left=6443614_right=6443607_ver=1.10_style=3:1145-1313
587537_edges=6413402..6413402_left=5079424_right=3483746_ver=1.10_style=3	324	439	intergenic	.	587537_edges=6413402..6413402_left=5079424_right=3483746_ver=1.10_style=3:324-439
597022_edges=6460040..6460040_left=2132394_right=6050562_ver=1.10_style=3	340	438	intergenic	.	597022_edges=6460040..6460040_left=2132394_right=6050562_ver=1.10_style=3:340-438
59753_edges=1998707..1998707_left=2126422_right=2126423_ver=1.10_style=3	710	814	intergenic	.	59753_edges=1998707..1998707_left=2126422_right=2126423_ver=1.10_style=3:710-814
598171_edges=6470436..6470436_left=6621715_right=1105745_ver=1.10_style=3	2076	2490	intergenic	.	598171_edges=6470436..6470436_left=6621715_right=1105745_ver=1.10_style=3:2076-2490
600352_edges=6485676..6485676_left=5897536_right=5846381_ver=1.10_style=3	1259	1343	intergenic	.	600352_edges=6485676..6485676_left=5897536_right=5846381_ver=1.10_style=3:1259-1343
602122_edges=6495928..6495928_left=2938934_right=874512_ver=1.10_style=3	962	1160	intergenic	.	602122_edges=6495928..6495928_left=2938934_right=874512_ver=1.10_style=3:962-1160
602744_edges=6499294..6499294_left=5411942_right=5002840_ver=1.10_style=3	1729	1808	intergenic	.	602744_edges=6499294..6499294_left=5411942_right=5002840_ver=1.10_style=3:1729-1808
603733_edges=6504600..6504600_left=5855150_right=1172118_ver=1.10_style=3	2928	3050	intergenic	.	603733_edges=6504600..6504600_left=5855150_right=1172118_ver=1.10_style=3:2928-3050
604529_edges=6508712..6508712_left=5935577_right=5793936_ver=1.10_style=3	4102	4182	intergenic	.	604529_edges=6508712..6508712_left=5935577_right=5793936_ver=1.10_style=3:4102-4182
605296_edges=6512876..6512876_left=5941199_right=1435951_ver=1.10_style=3	472	607	intergenic	.	605296_edges=6512876..6512876_left=5941199_right=1435951_ver=1.10_style=3:472-607
