Chromosome	Start	End	Feature_Type	Details	Reads
contig_10260	81834	82046	gene,mRNA	.	contig_10260:81834-82046,contig_10260:81834-82046
contig_10260	134424	134485	intergenic	.	contig_10260:134424-134485
contig_10260	316478	316601	intergenic	.	contig_10260:316478-316601
contig_10278	445616	445816	intergenic	.	contig_10278:445616-445816
contig_1029	12489	12677	intergenic	.	contig_1029:12489-12677
contig_10296	1019615	1020140	intergenic	.	contig_10296:1019615-1020140
contig_10296	1190525	1190606	intergenic	.	contig_10296:1190525-1190606
contig_10296	1826189	1826259	gene,mRNA	.	contig_10296:1826189-1826259,contig_10296:1826189-1826259
contig_10308	87101	87277	intergenic	.	contig_10308:87101-87277
contig_10308	114139	114352	intergenic	.	contig_10308:114139-114352
contig_10308	580850	581198	intergenic	.	contig_10308:580850-581198
contig_10308	1023110	1023241	intergenic	.	contig_10308:1023110-1023241
contig_10308	1874176	1874241	intergenic	.	contig_10308:1874176-1874241
contig_10308	1875744	1875820	intergenic	.	contig_10308:1875744-1875820
contig_10330	682438	682629	intergenic	.	contig_10330:682438-682629
contig_10330	1187480	1187931	intergenic	.	contig_10330:1187480-1187931
contig_10330	1475722	1475831	intergenic	.	contig_10330:1475722-1475831
contig_10330	2262136	2262268	gene,mRNA	.	contig_10330:2262136-2262268,contig_10330:2262136-2262268
contig_10330	2361464	2361604	gene,mRNA	.	contig_10330:2361464-2361604,contig_10330:2361464-2361604
contig_10330	2577835	2577975	intergenic	.	contig_10330:2577835-2577975
contig_10330	3829850	3829913	intergenic	.	contig_10330:3829850-3829913
contig_10330	4029890	4030109	intergenic	.	contig_10330:4029890-4030109
contig_10330	4621123	4621252	intergenic	.	contig_10330:4621123-4621252
contig_10330	4766935	4767173	exon,CDS,gene,mRNA	.	contig_10330:4766935-4767173,contig_10330:4766935-4767173,contig_10330:4766935-4767173,contig_10330:4766935-4767173
contig_10340	6336	6511	intergenic	.	contig_10340:6336-6511
contig_10361	6893	6945	intergenic	.	contig_10361:6893-6945
contig_10368	709723	709891	gene,mRNA	.	contig_10368:709723-709891,contig_10368:709723-709891
contig_10375	1861	1957	gene,mRNA,exon,CDS	.	contig_10375:1861-1957,contig_10375:1861-1957,contig_10375:1861-1957,contig_10375:1861-1957
contig_10382	677304	677398	intergenic	.	contig_10382:677304-677398
contig_10407	42506	42585	intergenic	.	contig_10407:42506-42585
contig_10437	6571	6625	intergenic	.	contig_10437:6571-6625
contig_10469	933014	933075	intergenic	.	contig_10469:933014-933075
contig_10516	547146	547338	intergenic	.	contig_10516:547146-547338
contig_10516	689835	690079	intergenic	.	contig_10516:689835-690079
contig_1052	477997	478120	intergenic	.	contig_1052:477997-478120
contig_10530	256031	256190	intergenic	.	contig_10530:256031-256190
contig_10530	916832	917328	intergenic	.	contig_10530:916832-917328
contig_10530	1267718	1267810	intergenic	.	contig_10530:1267718-1267810
contig_10530	1325998	1326091	gene,mRNA	.	contig_10530:1325998-1326091,contig_10530:1325998-1326091
contig_10541	195489	195554	intergenic	.	contig_10541:195489-195554
contig_10554	7330	7382	gene,mRNA	.	contig_10554:7330-7382,contig_10554:7330-7382
contig_10558	60107	60310	gene,mRNA	.	contig_10558:60107-60310,contig_10558:60107-60310
contig_10558	622776	622886	intergenic	.	contig_10558:622776-622886
contig_10558	1042064	1042237	intergenic	.	contig_10558:1042064-1042237
contig_10567	1200035	1200188	intergenic	.	contig_10567:1200035-1200188
contig_10567	1376974	1377129	intergenic	.	contig_10567:1376974-1377129
contig_10613	627860	628080	intergenic	.	contig_10613:627860-628080
contig_10613	701888	702150	gene,mRNA	.	contig_10613:701888-702150,contig_10613:701888-702150
contig_10613	765484	765651	gene,mRNA	.	contig_10613:765484-765651,contig_10613:765484-765651
contig_10618	167256	167460	intergenic	.	contig_10618:167256-167460
contig_10623	57428	57532	intergenic	.	contig_10623:57428-57532
contig_10627	25222	25276	intergenic	.	contig_10627:25222-25276
contig_10627	170232	170382	intergenic	.	contig_10627:170232-170382
contig_10643	523818	523985	intergenic	.	contig_10643:523818-523985
contig_10646	348405	348455	intergenic	.	contig_10646:348405-348455
contig_10667	153641	153830	intergenic	.	contig_10667:153641-153830
contig_10667	351684	351898	intergenic	.	contig_10667:351684-351898
contig_10754	188318	188390	intergenic	.	contig_10754:188318-188390
contig_10756	358802	359040	intergenic	.	contig_10756:358802-359040
contig_10763	158712	158875	intergenic	.	contig_10763:158712-158875
contig_10763	211535	211785	intergenic	.	contig_10763:211535-211785
contig_10833	205471	205529	gene,mRNA	.	contig_10833:205471-205529,contig_10833:205471-205529
contig_10878	8124	8257	intergenic	.	contig_10878:8124-8257
contig_10894	329013	329072	intergenic	.	contig_10894:329013-329072
contig_10922	388920	389033	intergenic	.	contig_10922:388920-389033
contig_10923	55773	56092	intergenic	.	contig_10923:55773-56092
contig_10923	63476	63621	intergenic	.	contig_10923:63476-63621
contig_11017	471316	471405	gene,mRNA	.	contig_11017:471316-471405,contig_11017:471316-471405
contig_11017	906574	906669	intergenic	.	contig_11017:906574-906669
contig_11017	1077365	1077447	intergenic	.	contig_11017:1077365-1077447
contig_11035	247767	247817	gene,mRNA	.	contig_11035:247767-247817,contig_11035:247767-247817
contig_11035	731628	731695	intergenic	.	contig_11035:731628-731695
contig_11035	1184861	1185188	gene,mRNA	.	contig_11035:1184861-1185188,contig_11035:1184861-1185188
contig_11091	23925	24018	intergenic	.	contig_11091:23925-24018
contig_11130	144069	144347	intergenic	.	contig_11130:144069-144347
contig_11130	256291	256374	gene,mRNA	.	contig_11130:256291-256374,contig_11130:256291-256374
contig_11130	502418	502478	intergenic	.	contig_11130:502418-502478
contig_11179	344421	344563	intergenic	.	contig_11179:344421-344563
contig_11183	411145	411457	intergenic	.	contig_11183:411145-411457
contig_11198	630743	630878	intergenic	.	contig_11198:630743-630878
contig_11231	243624	243695	intergenic	.	contig_11231:243624-243695
contig_11275	329816	330075	gene,mRNA	.	contig_11275:329816-330075,contig_11275:329816-330075
contig_1129	307534	307693	intergenic	.	contig_1129:307534-307693
contig_11313	117910	117975	intergenic	.	contig_11313:117910-117975
contig_11313	230627	230812	intergenic	.	contig_11313:230627-230812
contig_11313	231105	231214	intergenic	.	contig_11313:231105-231214
contig_11325	121365	121443	gene,mRNA	.	contig_11325:121365-121443,contig_11325:121365-121443
contig_11325	304552	304608	intergenic	.	contig_11325:304552-304608
contig_11325	306925	307202	intergenic	.	contig_11325:306925-307202
contig_11335	301620	301744	intergenic	.	contig_11335:301620-301744
contig_11364	135506	135576	intergenic	.	contig_11364:135506-135576
contig_11364	790451	790898	gene,mRNA	.	contig_11364:790451-790898,contig_11364:790451-790898
contig_11392	398990	399110	intergenic	.	contig_11392:398990-399110
contig_11401	196229	196298	intergenic	.	contig_11401:196229-196298
contig_11418	93382	93721	intergenic	.	contig_11418:93382-93721
contig_11422	37034	37121	gene,mRNA	.	contig_11422:37034-37121,contig_11422:37034-37121
contig_11422	45333	45501	intergenic	.	contig_11422:45333-45501
contig_11423	552849	552904	gene,mRNA	.	contig_11423:552849-552904,contig_11423:552849-552904
contig_11453	541544	541693	intergenic	.	contig_11453:541544-541693
contig_11468	179126	179201	intergenic	.	contig_11468:179126-179201
contig_11468	927701	928205	gene,mRNA	.	contig_11468:927701-928205,contig_11468:927701-928205
contig_11475	18619	18886	gene,mRNA	.	contig_11475:18619-18886,contig_11475:18619-18886
contig_11475	137152	137264	intergenic	.	contig_11475:137152-137264
contig_11482	105595	105758	intergenic	.	contig_11482:105595-105758
contig_11527	555569	555722	intergenic	.	contig_11527:555569-555722
contig_11527	705390	705556	intergenic	.	contig_11527:705390-705556
contig_11527	960768	960884	intergenic	.	contig_11527:960768-960884
contig_11531	750408	750519	intergenic	.	contig_11531:750408-750519
contig_11558	499064	499208	intergenic	.	contig_11558:499064-499208
contig_11572	227511	227563	intergenic	.	contig_11572:227511-227563
contig_11575	487655	487711	intergenic	.	contig_11575:487655-487711
contig_11575	638044	638132	intergenic	.	contig_11575:638044-638132
contig_11575	638362	638554	intergenic	.	contig_11575:638362-638554
contig_11619	326249	326317	intergenic	.	contig_11619:326249-326317
contig_1162	482870	483045	intergenic	.	contig_1162:482870-483045
contig_11621	750529	750612	gene,mRNA	.	contig_11621:750529-750612,contig_11621:750529-750612
contig_11621	1284488	1284816	intergenic	.	contig_11621:1284488-1284816
contig_1163	584899	585016	intergenic	.	contig_1163:584899-585016
contig_1163	1222117	1222255	intergenic	.	contig_1163:1222117-1222255
contig_1163	1698990	1699266	intergenic	.	contig_1163:1698990-1699266
contig_1164	5716	5904	intergenic	.	contig_1164:5716-5904
contig_11646	1235384	1235564	intergenic	.	contig_11646:1235384-1235564
contig_11651	27886	27951	intergenic	.	contig_11651:27886-27951
contig_11653	74601	74663	intergenic	.	contig_11653:74601-74663
contig_11672	5569	5629	intergenic	.	contig_11672:5569-5629
contig_11701	429688	429762	intergenic	.	contig_11701:429688-429762
contig_11701	668847	668901	intergenic	.	contig_11701:668847-668901
contig_11701	669070	669203	intergenic	.	contig_11701:669070-669203
contig_11701	669497	669580	intergenic	.	contig_11701:669497-669580
contig_11701	734552	734814	intergenic	.	contig_11701:734552-734814
contig_11722	36876	37035	gene,mRNA	.	contig_11722:36876-37035,contig_11722:36876-37035
contig_11737	324487	324634	intergenic	.	contig_11737:324487-324634
contig_11737	394919	395064	gene,mRNA	.	contig_11737:394919-395064,contig_11737:394919-395064
contig_11737	857103	857178	intergenic	.	contig_11737:857103-857178
contig_11762	8537	8701	gene,mRNA	.	contig_11762:8537-8701,contig_11762:8537-8701
contig_11762	440147	440297	exon,CDS,gene,mRNA	.	contig_11762:440147-440297,contig_11762:440147-440297,contig_11762:440147-440297,contig_11762:440147-440297
contig_11762	441010	441160	exon,CDS,gene,mRNA	.	contig_11762:441010-441160,contig_11762:441010-441160,contig_11762:441010-441160,contig_11762:441010-441160
contig_11765	58611	58850	gene,mRNA	.	contig_11765:58611-58850,contig_11765:58611-58850
contig_11775	194870	195169	intergenic	.	contig_11775:194870-195169
contig_11816	135862	135979	intergenic	.	contig_11816:135862-135979
contig_11816	136199	136316	intergenic	.	contig_11816:136199-136316
contig_11816	300429	300497	intergenic	.	contig_11816:300429-300497
contig_1186	2009757	2010214	intergenic	.	contig_1186:2009757-2010214
contig_11874	38663	38829	intergenic	.	contig_11874:38663-38829
contig_12010	261993	262160	gene,mRNA	.	contig_12010:261993-262160,contig_12010:261993-262160
contig_12010	458671	458754	intergenic	.	contig_12010:458671-458754
contig_12010	615653	615891	intergenic	.	contig_12010:615653-615891
contig_12015	130325	130460	intergenic	.	contig_12015:130325-130460
contig_12015	132713	133124	intergenic	.	contig_12015:132713-133124
contig_12022	209320	209690	intergenic	.	contig_12022:209320-209690
contig_12093	20594	20847	intergenic	.	contig_12093:20594-20847
contig_1210	119274	119355	gene,mRNA	.	contig_1210:119274-119355,contig_1210:119274-119355
contig_12123	43453	43536	intergenic	.	contig_12123:43453-43536
contig_12143	192642	192777	intergenic	.	contig_12143:192642-192777
contig_12143	193353	193656	intergenic	.	contig_12143:193353-193656
contig_12143	321833	321891	intergenic	.	contig_12143:321833-321891
contig_12156	494738	494875	intergenic	.	contig_12156:494738-494875
contig_12184	646702	646775	gene,mRNA	.	contig_12184:646702-646775,contig_12184:646702-646775
contig_12184	690131	690408	gene,mRNA	.	contig_12184:690131-690408,contig_12184:690131-690408
contig_12184	1248540	1248602	gene,mRNA	.	contig_12184:1248540-1248602,contig_12184:1248540-1248602
contig_12197	719697	719930	intergenic	.	contig_12197:719697-719930
contig_12197	888236	888400	gene,mRNA	.	contig_12197:888236-888400,contig_12197:888236-888400
contig_1220	543239	543552	intergenic	.	contig_1220:543239-543552
contig_12233	589091	589283	intergenic	.	contig_12233:589091-589283
contig_12282	69932	70058	intergenic	.	contig_12282:69932-70058
contig_12284	465229	465317	intergenic	.	contig_12284:465229-465317
contig_12285	253458	253617	gene,mRNA	.	contig_12285:253458-253617,contig_12285:253458-253617
contig_12285	514767	514865	intergenic	.	contig_12285:514767-514865
contig_12285	516111	516252	intergenic	.	contig_12285:516111-516252
contig_1232	710989	711043	intergenic	.	contig_1232:710989-711043
contig_1235	946272	946355	intergenic	.	contig_1235:946272-946355
contig_1235	1230554	1230675	intergenic	.	contig_1235:1230554-1230675
contig_12361	55722	55830	intergenic	.	contig_12361:55722-55830
contig_12401	4198	4261	intergenic	.	contig_12401:4198-4261
contig_12415	632430	632579	gene,mRNA	.	contig_12415:632430-632579,contig_12415:632430-632579
contig_12415	632857	632957	gene,mRNA	.	contig_12415:632857-632957,contig_12415:632857-632957
contig_12415	748937	749167	intergenic	.	contig_12415:748937-749167
contig_12428	135188	135265	intergenic	.	contig_12428:135188-135265
contig_12454	264091	264189	intergenic	.	contig_12454:264091-264189
contig_1248	2196669	2196735	gene,mRNA	.	contig_1248:2196669-2196735,contig_1248:2196669-2196735
contig_12481	237455	237605	gene,mRNA	.	contig_12481:237455-237605,contig_12481:237455-237605
contig_12481	238505	238655	gene,mRNA	.	contig_12481:238505-238655,contig_12481:238505-238655
contig_12481	239907	240000	gene,mRNA	.	contig_12481:239907-240000,contig_12481:239907-240000
contig_12496	672171	672263	intergenic	.	contig_12496:672171-672263
contig_12510	377833	378064	intergenic	.	contig_12510:377833-378064
contig_12602	392986	393159	intergenic	.	contig_12602:392986-393159
contig_12612	349190	349393	intergenic	.	contig_12612:349190-349393
contig_1262	406303	406574	gene,mRNA	.	contig_1262:406303-406574,contig_1262:406303-406574
contig_12659	336223	336365	intergenic	.	contig_12659:336223-336365
contig_1267	750408	750464	intergenic	.	contig_1267:750408-750464
contig_1267	1269812	1270088	intergenic	.	contig_1267:1269812-1270088
contig_1267	1745327	1745388	intergenic	.	contig_1267:1745327-1745388
contig_12688	128624	128850	intergenic	.	contig_12688:128624-128850
contig_12698	45	125	intergenic	.	contig_12698:45-125
contig_12707	3001808	3001876	intergenic	.	contig_12707:3001808-3001876
contig_12707	4112425	4112617	gene,mRNA	.	contig_12707:4112425-4112617,contig_12707:4112425-4112617
contig_12727	223635	223782	intergenic	.	contig_12727:223635-223782
contig_1276	1090531	1090591	gene,mRNA	.	contig_1276:1090531-1090591,contig_1276:1090531-1090591
contig_1276	1169275	1169485	intergenic	.	contig_1276:1169275-1169485
contig_12819	147306	147560	intergenic	.	contig_12819:147306-147560
contig_12879	140429	140508	intergenic	.	contig_12879:140429-140508
contig_1288	624351	624440	gene,mRNA	.	contig_1288:624351-624440,contig_1288:624351-624440
contig_12944	350224	350390	intergenic	.	contig_12944:350224-350390
contig_13020	67770	67962	intergenic	.	contig_13020:67770-67962
contig_13020	221922	222064	intergenic	.	contig_13020:221922-222064
contig_13023	2079	2386	intergenic	.	contig_13023:2079-2386
contig_13030	368445	368566	intergenic	.	contig_13030:368445-368566
contig_13033	315949	316094	gene,mRNA	.	contig_13033:315949-316094,contig_13033:315949-316094
contig_13063	47075	47281	gene,mRNA	.	contig_13063:47075-47281,contig_13063:47075-47281
contig_13063	60399	60474	gene,mRNA	.	contig_13063:60399-60474,contig_13063:60399-60474
contig_13066	895308	895473	gene,mRNA	.	contig_13066:895308-895473,contig_13066:895308-895473
contig_13066	1052688	1052775	intergenic	.	contig_13066:1052688-1052775
contig_13071	56871	56965	intergenic	.	contig_13071:56871-56965
contig_131	149490	149668	intergenic	.	contig_131:149490-149668
contig_13102	3895	4012	intergenic	.	contig_13102:3895-4012
contig_13129	360252	360306	intergenic	.	contig_13129:360252-360306
contig_13203	309131	309542	intergenic	.	contig_13203:309131-309542
contig_13230	223762	223857	exon,CDS,stop_codon,polyA_signal_sequence,gene,mRNA	.	contig_13230:223762-223857,contig_13230:223762-223857,contig_13230:223762-223857,contig_13230:223762-223857,contig_13230:223762-223857,contig_13230:223762-223857
contig_13230	223852	223857	intergenic	.	contig_13230:223852-223857
contig_13230	685173	685316	gene,mRNA	.	contig_13230:685173-685316,contig_13230:685173-685316
contig_13230	747316	747385	gene,mRNA	.	contig_13230:747316-747385,contig_13230:747316-747385
contig_13250	99624	99679	intergenic	.	contig_13250:99624-99679
contig_13253	317728	317791	intergenic	.	contig_13253:317728-317791
contig_13253	461658	462185	intergenic	.	contig_13253:461658-462185
contig_13253	462341	462496	intergenic	.	contig_13253:462341-462496
contig_13269	365653	365746	intergenic	.	contig_13269:365653-365746
contig_13361	799177	799238	gene,mRNA	.	contig_13361:799177-799238,contig_13361:799177-799238
contig_13361	799782	799952	gene,mRNA	.	contig_13361:799782-799952,contig_13361:799782-799952
contig_13361	1070868	1070930	intergenic	.	contig_13361:1070868-1070930
contig_13392	43226	43302	intergenic	.	contig_13392:43226-43302
contig_1341	1760052	1760144	intergenic	.	contig_1341:1760052-1760144
contig_13492	98068	98494	intergenic	.	contig_13492:98068-98494
contig_13522	402423	402524	gene,mRNA	.	contig_13522:402423-402524,contig_13522:402423-402524
contig_13525	378370	378482	intergenic	.	contig_13525:378370-378482
contig_13610	88273	88580	intergenic	.	contig_13610:88273-88580
contig_13676	570421	570621	intergenic	.	contig_13676:570421-570621
contig_13676	570969	571237	intergenic	.	contig_13676:570969-571237
contig_13676	775281	775707	gene,mRNA	.	contig_13676:775281-775707,contig_13676:775281-775707
contig_13676	781618	781714	gene,mRNA	.	contig_13676:781618-781714,contig_13676:781618-781714
contig_13689	240247	240318	gene,mRNA	.	contig_13689:240247-240318,contig_13689:240247-240318
contig_13702	363746	363854	intergenic	.	contig_13702:363746-363854
contig_13702	731559	731669	gene,mRNA	.	contig_13702:731559-731669,contig_13702:731559-731669
contig_1372	386181	386366	intergenic	.	contig_1372:386181-386366
contig_1372	2480232	2480302	gene,mRNA	.	contig_1372:2480232-2480302,contig_1372:2480232-2480302
contig_13797	202274	202365	intergenic	.	contig_13797:202274-202365
contig_13797	202895	203059	intergenic	.	contig_13797:202895-203059
contig_1384	411564	411706	intergenic	.	contig_1384:411564-411706
contig_13843	4309	4394	intergenic	.	contig_13843:4309-4394
contig_13849	163159	163538	intergenic	.	contig_13849:163159-163538
contig_13873	796899	797062	gene,mRNA	.	contig_13873:796899-797062,contig_13873:796899-797062
contig_13873	1504675	1504856	gene,mRNA	.	contig_13873:1504675-1504856,contig_13873:1504675-1504856
contig_1388	972056	972164	intergenic	.	contig_1388:972056-972164
contig_1388	2775093	2775249	intergenic	.	contig_1388:2775093-2775249
contig_1394	276365	276428	gene,mRNA	.	contig_1394:276365-276428,contig_1394:276365-276428
contig_1399	1229990	1230054	intergenic	.	contig_1399:1229990-1230054
contig_1399	1368401	1368661	intergenic	.	contig_1399:1368401-1368661
contig_14	129484	129554	intergenic	.	contig_14:129484-129554
contig_1405	1282363	1282459	intergenic	.	contig_1405:1282363-1282459
contig_14061	66539	66858	intergenic	.	contig_14061:66539-66858
contig_14076	59018	59088	intergenic	.	contig_14076:59018-59088
contig_14100	325163	325518	intergenic	.	contig_14100:325163-325518
contig_14100	386502	386596	intergenic	.	contig_14100:386502-386596
contig_14127	144805	145206	intergenic	.	contig_14127:144805-145206
contig_14142	189715	190023	intergenic	.	contig_14142:189715-190023
contig_14170	126	363	intergenic	.	contig_14170:126-363
contig_1418	230416	230635	intergenic	.	contig_1418:230416-230635
contig_1418	387877	387999	gene	.	contig_1418:387877-387999
contig_1418	600692	600852	intergenic	.	contig_1418:600692-600852
contig_1418	892517	892747	intergenic	.	contig_1418:892517-892747
contig_14228	25370	25556	gene,mRNA,stop_codon,exon,CDS	.	contig_14228:25370-25556,contig_14228:25370-25556,contig_14228:25370-25556,contig_14228:25370-25556,contig_14228:25370-25556
contig_14233	11036	11185	intergenic	.	contig_14233:11036-11185
contig_1424	114906	114972	intergenic	.	contig_1424:114906-114972
contig_14243	427083	427304	intergenic	.	contig_14243:427083-427304
contig_14243	666836	666994	gene,mRNA	.	contig_14243:666836-666994,contig_14243:666836-666994
contig_14251	41605	41692	intergenic	.	contig_14251:41605-41692
contig_14252	66423	66491	gene,mRNA	.	contig_14252:66423-66491,contig_14252:66423-66491
contig_14262	55350	55438	intergenic	.	contig_14262:55350-55438
contig_14283	326026	326076	gene,mRNA	.	contig_14283:326026-326076,contig_14283:326026-326076
contig_14283	496190	496270	gene,mRNA	.	contig_14283:496190-496270,contig_14283:496190-496270
contig_14287	247580	247750	intergenic	.	contig_14287:247580-247750
contig_1430	1610925	1610990	gene,mRNA	.	contig_1430:1610925-1610990,contig_1430:1610925-1610990
contig_14301	45073	45248	intergenic	.	contig_14301:45073-45248
contig_14301	68435	68629	intergenic	.	contig_14301:68435-68629
contig_14351	25116	25536	intergenic	.	contig_14351:25116-25536
contig_1439	1120018	1120140	intergenic	.	contig_1439:1120018-1120140
contig_14435	8019	8344	intergenic	.	contig_14435:8019-8344
contig_14448	98197	98328	polyA_signal_sequence,gene	.	contig_14448:98197-98328,contig_14448:98197-98328
contig_14448	98324	98328	intergenic	.	contig_14448:98324-98328
contig_14505	77078	77164	intergenic	.	contig_14505:77078-77164
contig_14658	42792	43129	gene,mRNA	.	contig_14658:42792-43129,contig_14658:42792-43129
contig_14658	57352	57503	intergenic	.	contig_14658:57352-57503
contig_14658	320981	321039	gene,mRNA	.	contig_14658:320981-321039,contig_14658:320981-321039
contig_14711	67097	67473	intergenic	.	contig_14711:67097-67473
contig_14718	44844	44897	gene,mRNA	.	contig_14718:44844-44897,contig_14718:44844-44897
contig_14718	184590	184641	gene,mRNA	.	contig_14718:184590-184641,contig_14718:184590-184641
contig_14718	185365	185515	gene,mRNA	.	contig_14718:185365-185515,contig_14718:185365-185515
contig_1474	1371920	1371976	intergenic	.	contig_1474:1371920-1371976
contig_14752	2290	2400	intergenic	.	contig_14752:2290-2400
contig_14788	28654	28793	intergenic	.	contig_14788:28654-28793
contig_14789	86706	86964	intergenic	.	contig_14789:86706-86964
contig_14789	605920	606327	intergenic	.	contig_14789:605920-606327
contig_14789	819641	819814	intergenic	.	contig_14789:819641-819814
contig_14841	689817	689954	gene,mRNA	.	contig_14841:689817-689954,contig_14841:689817-689954
contig_14841	1536819	1536998	intergenic	.	contig_14841:1536819-1536998
contig_14890	169517	169635	intergenic	.	contig_14890:169517-169635
contig_14890	328516	328667	intergenic	.	contig_14890:328516-328667
contig_14890	419832	419980	intergenic	.	contig_14890:419832-419980
contig_14890	555081	555153	intergenic	.	contig_14890:555081-555153
contig_14890	748778	748862	intergenic	.	contig_14890:748778-748862
contig_14946	215969	216054	gene,mRNA	.	contig_14946:215969-216054,contig_14946:215969-216054
contig_14946	1125931	1126034	intergenic	.	contig_14946:1125931-1126034
contig_14988	64214	64346	intergenic	.	contig_14988:64214-64346
contig_14995	44172	44357	gene,mRNA	.	contig_14995:44172-44357,contig_14995:44172-44357
contig_14995	60936	60989	intergenic	.	contig_14995:60936-60989
contig_15009	77830	78593	intergenic	.	contig_15009:77830-78593
contig_15035	2012479	2012701	intergenic	.	contig_15035:2012479-2012701
contig_15035	2265519	2265579	intergenic	.	contig_15035:2265519-2265579
contig_15035	2282477	2282538	gene,mRNA	.	contig_15035:2282477-2282538,contig_15035:2282477-2282538
contig_15053	382475	382703	gene,mRNA	.	contig_15053:382475-382703,contig_15053:382475-382703
contig_15053	393887	393991	gene,mRNA	.	contig_15053:393887-393991,contig_15053:393887-393991
contig_15053	949614	949679	intergenic	.	contig_15053:949614-949679
contig_15058	5171	5296	intergenic	.	contig_15058:5171-5296
contig_15114	102625	102693	intergenic	.	contig_15114:102625-102693
contig_15133	9105	9268	intergenic	.	contig_15133:9105-9268
contig_15174	95850	96104	intergenic	.	contig_15174:95850-96104
contig_15174	222199	222337	intergenic	.	contig_15174:222199-222337
contig_15221	141205	141332	intergenic	.	contig_15221:141205-141332
contig_15221	456433	456499	gene,mRNA	.	contig_15221:456433-456499,contig_15221:456433-456499
contig_15221	590053	590201	gene,mRNA	.	contig_15221:590053-590201,contig_15221:590053-590201
contig_15240	4638	4761	intergenic	.	contig_15240:4638-4761
contig_15276	208664	208751	gene,mRNA	.	contig_15276:208664-208751,contig_15276:208664-208751
contig_15276	398599	398762	intergenic	.	contig_15276:398599-398762
contig_15369	198059	198133	intergenic	.	contig_15369:198059-198133
contig_15412	279061	279111	intergenic	.	contig_15412:279061-279111
contig_15412	1040960	1041172	intergenic	.	contig_15412:1040960-1041172
contig_15416	36783	36899	intergenic	.	contig_15416:36783-36899
contig_15416	37113	37235	intergenic	.	contig_15416:37113-37235
contig_15416	189208	189263	intergenic	.	contig_15416:189208-189263
contig_15416	368679	368748	gene,mRNA	.	contig_15416:368679-368748,contig_15416:368679-368748
contig_15432	6642	7288	gene,mRNA	.	contig_15432:6642-7288,contig_15432:6642-7288
contig_15529	5121	5270	intergenic	.	contig_15529:5121-5270
contig_1555	557769	557886	intergenic	.	contig_1555:557769-557886
contig_1555	950880	950959	gene,mRNA	.	contig_1555:950880-950959,contig_1555:950880-950959
contig_1557	924735	924855	intergenic	.	contig_1557:924735-924855
contig_1558	1809112	1809192	intergenic	.	contig_1558:1809112-1809192
contig_1558	2797300	2797424	intergenic	.	contig_1558:2797300-2797424
contig_1558	4419266	4420504	intergenic	.	contig_1558:4419266-4420504
contig_1558	4419266	4421106	gene,mRNA,start_codon,exon,CDS,stop_codon,polyA_signal_sequence	.	contig_1558:4419266-4421106,contig_1558:4419266-4421106,contig_1558:4419266-4421106,contig_1558:4419266-4421106,contig_1558:4419266-4421106,contig_1558:4419266-4421106,contig_1558:4419266-4421106
contig_1558	4420954	4421106	intergenic	.	contig_1558:4420954-4421106
contig_1561	2097716	2098149	intergenic	.	contig_1561:2097716-2098149
contig_15615	46139	46276	intergenic	.	contig_15615:46139-46276
contig_15615	161132	161240	intergenic	.	contig_15615:161132-161240
