fasta_file,sequence_id,gc_percent
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10250:458410-458635,24.88888888888889
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10255:214788-214910,22.950819672131146
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10260:134424-134485,18.0327868852459
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10260:316478-316601,23.577235772357724
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10260:81834-82046,30.18867924528302
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10278:445616-445816,25.5
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1029:12489-12677,22.340425531914892
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10296:1019615-1020140,25.9047619047619
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10296:1190525-1190606,17.28395061728395
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10296:1826189-1826259,24.285714285714285
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10308:1023110-1023241,22.900763358778626
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10308:114139-114352,21.5962441314554
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10308:1874176-1874241,23.076923076923077
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10308:1875744-1875820,15.789473684210526
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10308:580850-581198,22.701149425287355
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10308:87101-87277,27.84090909090909
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:1187480-1187931,25.055432372505543
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:1475722-1475831,21.100917431192663
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:2262136-2262268,23.484848484848484
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:2361464-2361604,16.428571428571427
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:2577835-2577975,17.142857142857142
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:3829850-3829913,36.507936507936506
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:4029890-4030109,23.28767123287671
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:4621123-4621252,33.33333333333333
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:4766935-4767173,26.05042016806723
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10330:682438-682629,22.5130890052356
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10340:6336-6511,32.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10361:6893-6945,32.69230769230769
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10368:709723-709891,23.809523809523807
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10375:1861-1957,35.41666666666667
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10382:677304-677398,23.404255319148938
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10407:42506-42585,31.645569620253166
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10437:6571-6625,20.37037037037037
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10469:933014-933075,18.0327868852459
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10516:547146-547338,26.041666666666668
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10516:689835-690079,25.40983606557377
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1052:477997-478120,26.01626016260163
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10530:1267718-1267810,26.08695652173913
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10530:1325998-1326091,35.483870967741936
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10530:256031-256190,18.238993710691823
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10530:916832-917328,22.177419354838708
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10541:195489-195554,15.384615384615385
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10554:7330-7382,32.69230769230769
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10558:1042064-1042237,20.809248554913296
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10558:60107-60310,19.21182266009852
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10558:622776-622886,25.454545454545453
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10567:1200035-1200188,20.915032679738562
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10567:1376974-1377129,28.387096774193548
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10613:627860-628080,25.90909090909091
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10613:701888-702150,24.80916030534351
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10613:765484-765651,20.35928143712575
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10618:167256-167460,22.058823529411764
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10623:57428-57532,28.846153846153843
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10627:170232-170382,54.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10627:25222-25276,25.925925925925924
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10643:523818-523985,22.15568862275449
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10646:348405-348455,18.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10667:153641-153830,26.455026455026452
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10667:351684-351898,17.75700934579439
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10754:188318-188390,22.22222222222222
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10756:358802-359040,23.949579831932773
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10763:158712-158875,22.699386503067483
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10763:211535-211785,25.6
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10833:205471-205529,18.96551724137931
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10878:8124-8257,25.563909774436087
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10894:329013-329072,23.728813559322035
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10922:388920-389033,18.58407079646018
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10923:55773-56092,22.25705329153605
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_10923:63476-63621,31.03448275862069
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11017:1077365-1077447,31.70731707317073
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11017:471316-471405,25.842696629213485
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11017:906574-906669,27.368421052631582
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11035:1184861-1185188,27.217125382262996
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11035:247767-247817,24.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11035:731628-731695,29.850746268656714
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11091:23925-24018,20.43010752688172
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11130:144069-144347,32.37410071942446
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11130:256291-256374,25.301204819277107
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11130:502418-502478,41.66666666666667
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11179:344421-344563,24.647887323943664
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11183:411145-411457,25.961538461538463
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11198:630743-630878,20.74074074074074
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11231:243624-243695,26.76056338028169
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11275:329816-330075,19.69111969111969
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1129:307534-307693,18.867924528301888
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11313:117910-117975,26.153846153846157
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11313:230627-230812,16.756756756756758
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11313:231105-231214,25.688073394495415
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11325:121365-121443,34.61538461538461
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11325:304552-304608,12.5
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11325:306925-307202,24.548736462093864
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11335:301620-301744,21.774193548387096
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11364:135506-135576,14.285714285714285
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11364:790451-790898,19.910514541387027
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11392:398990-399110,24.166666666666668
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11401:196229-196298,17.391304347826086
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11418:93382-93721,18.58407079646018
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11422:37034-37121,25.287356321839084
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11422:45333-45501,24.404761904761905
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11423:552849-552904,16.363636363636363
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11453:541544-541693,20.13422818791946
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11468:179126-179201,22.666666666666664
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11468:927701-928205,24.801587301587304
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11475:137152-137264,16.964285714285715
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11475:18619-18886,28.46441947565543
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11482:105595-105758,25.153374233128833
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11527:555569-555722,32.6797385620915
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11527:705390-705556,18.67469879518072
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11527:960768-960884,19.82758620689655
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11531:750408-750519,18.01801801801802
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11558:499064-499208,29.86111111111111
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11572:227511-227563,13.461538461538462
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11575:487655-487711,26.785714285714285
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11575:638044-638132,20.454545454545457
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11575:638362-638554,21.875
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11619:326249-326317,29.411764705882355
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1162:482870-483045,22.857142857142858
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11621:1284488-1284816,22.5609756097561
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11621:750529-750612,33.734939759036145
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1163:1222117-1222255,30.434782608695656
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1163:1698990-1699266,22.463768115942027
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1163:584899-585016,28.205128205128204
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1164:5716-5904,20.74468085106383
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11646:1235384-1235564,24.444444444444443
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11651:27886-27951,30.76923076923077
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11653:74601-74663,30.64516129032258
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11672:5569-5629,21.666666666666668
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11701:429688-429762,31.08108108108108
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11701:668847-668901,18.51851851851852
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11701:669070-669203,26.31578947368421
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11701:669497-669580,25.301204819277107
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11701:734552-734814,30.15267175572519
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11722:36876-37035,22.641509433962266
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11737:324487-324634,23.12925170068027
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11737:394919-395064,20.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11737:857103-857178,36.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11762:440147-440297,42.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11762:441010-441160,39.33333333333333
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11762:8537-8701,28.65853658536585
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11765:58611-58850,25.523012552301257
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11775:194870-195169,21.73913043478261
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11816:135862-135979,30.76923076923077
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11816:136199-136316,31.62393162393162
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11816:300429-300497,42.64705882352941
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1186:2009757-2010214,27.13347921225383
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_11874:38663-38829,23.49397590361446
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12010:261993-262160,22.75449101796407
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12010:458671-458754,22.89156626506024
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12010:615653-615891,23.949579831932773
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12015:130325-130460,25.185185185185183
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12015:132713-133124,26.520681265206814
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12022:209320-209690,27.56756756756757
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12093:20594-20847,22.92490118577075
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1210:119274-119355,29.629629629629626
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12123:43453-43536,14.457831325301203
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12143:192642-192777,30.37037037037037
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12143:193353-193656,23.432343234323433
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12143:321833-321891,20.689655172413794
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12156:494738-494875,28.467153284671532
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12184:1248540-1248602,20.967741935483872
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12184:646702-646775,31.506849315068493
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12184:690131-690408,25.27075812274368
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12197:719697-719930,27.467811158798284
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12197:888236-888400,31.097560975609756
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1220:543239-543552,25.559105431309902
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12233:589091-589283,26.041666666666668
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12282:69932-70058,23.809523809523807
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12284:465229-465317,23.863636363636363
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12285:253458-253617,22.641509433962266
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12285:514767-514865,22.448979591836736
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12285:516111-516252,20.56737588652482
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1232:710989-711043,29.629629629629626
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1235:1230554-1230675,21.487603305785125
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1235:946272-946355,32.53012048192771
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12361:55722-55830,25.925925925925924
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12401:4198-4261,20.634920634920633
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12415:632430-632579,24.832214765100673
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12415:632857-632957,22.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12415:748937-749167,20.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12428:135188-135265,23.376623376623375
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12454:264091-264189,18.367346938775512
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1248:2196669-2196735,27.27272727272727
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12481:237455-237605,32.666666666666664
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12481:238505-238655,44.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12481:239907-240000,31.182795698924732
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12496:672171-672263,19.565217391304348
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12510:377833-378064,26.406926406926406
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12602:392986-393159,25.43352601156069
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12612:349190-349393,29.55665024630542
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1262:406303-406574,25.461254612546124
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12659:336223-336365,21.830985915492956
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1267:1269812-1270088,26.811594202898554
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1267:1745327-1745388,22.950819672131146
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1267:750408-750464,21.428571428571427
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12688:128624-128850,20.79646017699115
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12698:45-125,28.749999999999996
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12707:3001808-3001876,27.941176470588236
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12707:4112425-4112617,22.395833333333336
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12727:223635-223782,20.408163265306122
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1276:1090531-1090591,16.666666666666664
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1276:1169275-1169485,27.142857142857142
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12819:147306-147560,29.527559055118108
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12879:140429-140508,30.37974683544304
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1288:624351-624440,29.213483146067414
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_12944:350224-350390,17.46987951807229
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13020:221922-222064,23.943661971830984
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13020:67770-67962,21.354166666666664
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13023:2079-2386,27.68729641693811
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13030:368445-368566,28.92561983471074
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13033:315949-316094,26.20689655172414
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13063:47075-47281,27.184466019417474
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13063:60399-60474,24.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13066:1052688-1052775,19.54022988505747
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13066:895308-895473,26.060606060606062
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13071:56871-56965,20.212765957446805
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_131:149490-149668,32.02247191011236
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13102:3895-4012,30.76923076923077
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13129:360252-360306,24.074074074074073
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13203:309131-309542,23.114355231143552
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13230:223762-223857,18.947368421052634
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13230:685173-685316,15.384615384615385
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13230:747316-747385,20.28985507246377
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13250:99624-99679,27.27272727272727
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13253:317728-317791,15.873015873015872
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13253:461658-462185,30.740037950664135
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13253:462341-462496,47.74193548387097
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13269:365653-365746,19.35483870967742
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13361:1070868-1070930,27.419354838709676
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13361:799177-799238,22.950819672131146
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13361:799782-799952,30.58823529411765
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13392:43226-43302,44.73684210526316
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1341:1760052-1760144,21.73913043478261
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13492:98068-98494,23.004694835680752
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13522:402423-402524,33.663366336633665
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13525:378370-378482,25.892857142857146
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13610:88273-88580,26.710097719869708
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13676:570421-570621,24.0
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13676:570969-571237,25.37313432835821
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13676:775281-775707,23.708920187793428
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13676:781618-781714,26.041666666666668
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13689:240247-240318,19.718309859154928
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13702:363746-363854,29.629629629629626
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13702:731559-731669,42.72727272727273
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1372:2480232-2480302,22.857142857142858
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1372:386181-386366,21.62162162162162
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13797:202274-202365,25.274725274725274
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13797:202895-203059,23.170731707317074
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1384:411564-411706,41.54929577464789
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13843:4309-4394,25.882352941176475
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13849:163159-163538,19.788918205804748
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13873:1504675-1504856,29.2817679558011
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_13873:796899-797062,15.950920245398773
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1388:2775093-2775249,15.384615384615385
Panesthia-lata_filtered_7.v1.fasta,P-lata_contig_1388:972056-972164,17.59259259259259
