query_id	subject_id_prefixes
G-dilatatus_scaffold_11:306221-306308	P-tryoni-tryoni,P-tryoni-tryoni-Eungella,P-gigantea,P-tryoni-tegminifera,N-hanni
G-dilatatus_scaffold_8989:5402-5544	P-tryoni-tegminifera,P-tryoni-tryoni-Eungella,N-dahmsi,M-lithgowae
G-dilatatus_scaffold_39:4792084-4792158	P-tryoni-tryoni,P-sloanei,N-dahmsi,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-gigantea,N-hanni,M-lithgowae
G-dilatatus_scaffold_17287:5889-5981	P-tryoni-tryoni-Eungella,P-gigantea
G-dilatatus_scaffold_7:7807957-7808007	P-sloanei,M-lithgowae,P-gigantea,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera
G-dilatatus_scaffold_40:2753803-2753920	P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-tryoni-tegminifera,N-dahmsi,P-gigantea,P-lata,P-cribrata
G-dilatatus_scaffold_160:1719989-1720040	P-tryoni-tegminifera,P-gigantea,N-dahmsi,P-sloanei,P-tryoni-tryoni-Eungella,N-hanni,P-tryoni-tryoni
G-dilatatus_scaffold_21:10234336-10234600	P-tryoni-tryoni
G-dilatatus_scaffold_234:354843-354929	N-dahmsi,D-punctata,P-gigantea,N-hanni,P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_4656:8859-8960	P-sloanei,P-tryoni-tryoni,N-hanni,N-dahmsi,P-tryoni-tegminifera,D-punctata,P-gigantea
G-dilatatus_scaffold_187:530510-530565	N-hanni,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-gigantea,P-tryoni-tryoni,M-lithgowae,N-dahmsi
G-dilatatus_scaffold_67:3724412-3724557	P-tryoni-tryoni
G-dilatatus_scaffold_150:2571999-2572123	P-tryoni-tryoni-Eungella,P-gigantea,P-sloanei,P-tryoni-tryoni,N-dahmsi,P-tryoni-tegminifera
G-dilatatus_scaffold_195:777968-778152	P-tryoni-tryoni,P-tryoni-tegminifera,N-hanni,N-dahmsi,P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_21885:2735-2796	P-gigantea,P-tryoni-tryoni,P-tryoni-tryoni-Eungella,N-hanni
G-dilatatus_scaffold_44902:2347-2412	P-tryoni-tryoni,D-punctata,P-tryoni-tegminifera,P-sloanei,P-gigantea,N-dahmsi,P-tryoni-tryoni-Eungella,N-hanni
G-dilatatus_scaffold_136:1036102-1036497	N-hanni,P-cribrata,P-lata,P-tryoni-tryoni-Eungella,M-lithgowae,P-sloanei,P-tryoni-tegminifera,P-gigantea,P-tryoni-tryoni
G-dilatatus_scaffold_10683:2738-2815	P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-gigantea,P-tryoni-tryoni,M-lithgowae,D-punctata
G-dilatatus_scaffold_114:29348-29476	P-sloanei,N-hanni
G-dilatatus_scaffold_106:395430-395505	P-lata,P-cribrata,N-dahmsi,P-tryoni-tryoni-Eungella,D-punctata
G-dilatatus_scaffold_23:6840340-6840425	P-tryoni-tegminifera,P-gigantea,P-tryoni-tryoni,P-tryoni-tryoni-Eungella,P-sloanei,M-lithgowae
G-dilatatus_scaffold_2:19133669-19133758	P-sloanei,N-hanni
G-dilatatus_scaffold_13916:1923-2052	P-sloanei,P-tryoni-tegminifera,P-gigantea,M-lithgowae,N-hanni,N-dahmsi
G-dilatatus_scaffold_38:1306058-1306161	P-tryoni-tryoni,P-tryoni-tegminifera,P-gigantea,N-dahmsi
G-dilatatus_scaffold_141:1832803-1832990	P-sloanei,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-gigantea,N-hanni,P-tryoni-tryoni
G-dilatatus_scaffold_3954:47-104	P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-gigantea,P-tryoni-tryoni,M-lithgowae,N-dahmsi,N-hanni
G-dilatatus_scaffold_37:2366538-2366639	P-tryoni-tryoni-Eungella,P-sloanei,P-tryoni-tegminifera,N-hanni,M-lithgowae,P-gigantea,N-dahmsi
G-dilatatus_scaffold_59:2666767-2666829	N-dahmsi
G-dilatatus_scaffold_143:1175454-1175647	P-tryoni-tegminifera,P-gigantea
G-dilatatus_scaffold_18010:2993-3142	P-gigantea,P-sloanei,P-tryoni-tegminifera
G-dilatatus_scaffold_169:1183206-1183257	P-tryoni-tryoni
G-dilatatus_scaffold_20238:1639-1870	P-tryoni-tegminifera,M-lithgowae,P-tryoni-tryoni-Eungella,N-dahmsi,P-gigantea
G-dilatatus_scaffold_124:929097-929405	P-tryoni-tryoni-Eungella,N-dahmsi,P-tryoni-tegminifera,P-gigantea,M-lithgowae,P-sloanei,D-punctata
G-dilatatus_scaffold_45:3809553-3809800	P-sloanei,P-tryoni-tryoni-Eungella,M-lithgowae,P-gigantea,P-tryoni-tegminifera
G-dilatatus_scaffold_321:618280-618509	N-dahmsi,P-tryoni-tryoni-Eungella,N-hanni,P-sloanei
G-dilatatus_scaffold_116:249256-249612	P-tryoni-tegminifera,M-lithgowae,P-tryoni-tryoni-Eungella,N-dahmsi
G-dilatatus_scaffold_145:1933196-1933249	P-tryoni-tryoni-Eungella,P-tryoni-tryoni,N-dahmsi,P-lata,P-cribrata
G-dilatatus_scaffold_13:113648-113847	P-tryoni-tegminifera,P-tryoni-tryoni,P-gigantea,P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_67:3275756-3275848	N-dahmsi,P-tryoni-tegminifera,P-gigantea
G-dilatatus_scaffold_23:6885508-6885695	P-gigantea,P-tryoni-tegminifera
G-dilatatus_scaffold_31458:0-108	N-hanni,B-germanica-v1
G-dilatatus_scaffold_93:3518318-3518381	P-sloanei,P-tryoni-tegminifera,N-hanni
G-dilatatus_scaffold_61870:1323-1381	M-lithgowae,P-sloanei
G-dilatatus_scaffold_10:8859935-8859995	P-tryoni-tegminifera,P-tryoni-tryoni,P-gigantea,P-tryoni-tryoni-Eungella,N-dahmsi
G-dilatatus_scaffold_279:122548-122617	N-dahmsi,P-cribrata
G-dilatatus_scaffold_9:3057785-3058011	P-gigantea,P-tryoni-tegminifera,P-tryoni-tryoni,P-sloanei
G-dilatatus_scaffold_76569:915-1098	P-tryoni-tryoni,P-sloanei,P-tryoni-tegminifera,M-lithgowae,N-dahmsi
G-dilatatus_scaffold_85:1111833-1111937	P-tryoni-tryoni,P-tryoni-tegminifera,M-lithgowae
G-dilatatus_scaffold_208:1105164-1105494	P-gigantea,P-tryoni-tryoni,P-tryoni-tegminifera
G-dilatatus_scaffold_8:8789805-8789983	P-sloanei,P-tryoni-tryoni-Eungella,P-gigantea,P-tryoni-tegminifera,M-lithgowae
G-dilatatus_scaffold_34:6329398-6329546	P-tryoni-tryoni-Eungella,M-lithgowae,D-punctata
G-dilatatus_scaffold_187:1593727-1593812	P-tryoni-tryoni,P-tryoni-tegminifera,N-dahmsi,P-sloanei,M-lithgowae,P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_252:568352-568479	D-punctata
G-dilatatus_scaffold_107:1663713-1663771	P-tryoni-tryoni-Eungella,P-sloanei,P-lata,P-gigantea,P-tryoni-tegminifera
G-dilatatus_scaffold_24:8893554-8893713	P-tryoni-tryoni-Eungella,N-dahmsi,D-punctata
G-dilatatus_scaffold_15761:5485-5569	N-hanni,M-lithgowae,P-gigantea,D-punctata
G-dilatatus_scaffold_233:826924-827007	N-dahmsi,P-gigantea,P-tryoni-tegminifera
G-dilatatus_scaffold_116:3162614-3162720	M-lithgowae,N-dahmsi,N-hanni
G-dilatatus_scaffold_2:7633978-7634048	P-tryoni-tryoni
G-dilatatus_scaffold_67:1062614-1062757	P-tryoni-tryoni,N-hanni,P-tryoni-tryoni-Eungella,N-dahmsi,P-tryoni-tegminifera,M-lithgowae,P-gigantea,P-sloanei,P-cribrata
G-dilatatus_scaffold_140:2118389-2118445	P-tryoni-tryoni,P-tryoni-tegminifera,P-gigantea,N-dahmsi,P-sloanei,M-lithgowae
G-dilatatus_scaffold_18:4287708-4288099	P-tryoni-tryoni-Eungella,P-sloanei,N-dahmsi
G-dilatatus_scaffold_149:1910501-1910888	P-sloanei,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-tryoni-tryoni,N-hanni,N-dahmsi,P-gigantea
G-dilatatus_scaffold_70:1321423-1321532	P-tryoni-tryoni-Eungella,N-dahmsi
G-dilatatus_scaffold_63706:1043-1124	P-tryoni-tegminifera,P-gigantea,P-sloanei,M-lithgowae,N-dahmsi
G-dilatatus_scaffold_14:9975394-9975455	N-hanni
G-dilatatus_scaffold_28:1863304-1863482	P-tryoni-tryoni-Eungella,N-dahmsi,M-lithgowae
G-dilatatus_scaffold_58:1562418-1562512	P-tryoni-tryoni-Eungella,P-tryoni-tryoni,M-lithgowae
G-dilatatus_scaffold_3:13629115-13629334	N-hanni,P-tryoni-tryoni,N-dahmsi,P-gigantea,M-lithgowae
G-dilatatus_scaffold_106:1672129-1672199	N-hanni,P-sloanei,N-dahmsi
G-dilatatus_scaffold_79:2698613-2698771	P-tryoni-tryoni,P-sloanei,N-hanni,P-tryoni-tryoni-Eungella,M-lithgowae,P-tryoni-tegminifera,P-gigantea
G-dilatatus_scaffold_25917:1740-1820	N-dahmsi,M-lithgowae,P-tryoni-tryoni
G-dilatatus_scaffold_104:1275052-1275113	P-gigantea,P-tryoni-tryoni,P-lata,P-tryoni-tryoni-Eungella,M-lithgowae
G-dilatatus_scaffold_2:14856210-14856407	P-gigantea
G-dilatatus_scaffold_110:528754-528862	P-tryoni-tegminifera,P-gigantea
G-dilatatus_scaffold_24835:4684-4764	P-tryoni-tegminifera
G-dilatatus_scaffold_59:898080-898183	M-lithgowae
G-dilatatus_scaffold_248:443637-443691	P-sloanei
G-dilatatus_scaffold_13767:219-314	P-tryoni-tryoni
G-dilatatus_scaffold_94:3771448-3771516	P-tryoni-tryoni,P-tryoni-tegminifera,P-lata,P-cribrata
G-dilatatus_scaffold_4405:6504-6570	P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-sloanei,P-gigantea,M-lithgowae
G-dilatatus_scaffold_24:724103-724236	P-sloanei
G-dilatatus_scaffold_576:250531-250603	P-sloanei,P-tryoni-tegminifera,P-gigantea,N-dahmsi,M-lithgowae
G-dilatatus_scaffold_15137:280-394	N-hanni,P-tryoni-tryoni-Eungella,N-dahmsi
G-dilatatus_scaffold_3:7633188-7633254	N-dahmsi
G-dilatatus_scaffold_6:5252514-5252629	P-gigantea,N-dahmsi,M-lithgowae,P-tryoni-tryoni
G-dilatatus_scaffold_188:1890507-1890581	N-hanni
G-dilatatus_scaffold_93:2917071-2917135	P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-gigantea,P-tryoni-tegminifera,N-dahmsi
G-dilatatus_scaffold_20:4412991-4413057	N-hanni,P-tryoni-tegminifera,P-sloanei,P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_23:5105695-5105755	P-tryoni-tegminifera,N-hanni,P-tryoni-tryoni,P-tryoni-tryoni-Eungella,P-sloanei
G-dilatatus_scaffold_1272:34772-34888	P-tryoni-tryoni-Eungella,P-sloanei,M-lithgowae,N-dahmsi
G-dilatatus_scaffold_7514:7383-7463	P-tryoni-tryoni-Eungella,N-hanni,M-lithgowae
G-dilatatus_scaffold_13383:6966-7066	N-dahmsi
G-dilatatus_scaffold_47:2835100-2835250	P-sloanei,P-gigantea,N-dahmsi,P-tryoni-tryoni,P-tryoni-tegminifera,P-lata,P-cribrata,M-lithgowae
G-dilatatus_scaffold_43:1299662-1299736	P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_144:1818760-1818931	N-hanni
G-dilatatus_scaffold_107:2052908-2052971	N-hanni,P-tryoni-tryoni-Eungella,P-sloanei
G-dilatatus_scaffold_6169:6678-6989	P-tryoni-tegminifera
G-dilatatus_scaffold_6240:1854-1993	P-tryoni-tegminifera
G-dilatatus_scaffold_225:1237671-1238118	P-tryoni-tryoni,N-hanni,P-tryoni-tegminifera,P-gigantea,P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_74:2615309-2615391	P-tryoni-tryoni,P-tryoni-tegminifera
G-dilatatus_scaffold_341:652330-652954	M-lithgowae,P-tryoni-tryoni,N-dahmsi,P-tryoni-tryoni-Eungella,P-gigantea,P-tryoni-tegminifera
G-dilatatus_scaffold_87:2912442-2912557	P-tryoni-tryoni-Eungella,N-dahmsi,P-tryoni-tegminifera,P-tryoni-tryoni,P-gigantea,D-punctata,P-lata,P-cribrata
G-dilatatus_scaffold_20:7591035-7591181	P-tryoni-tegminifera,P-tryoni-tryoni-Eungella,P-tryoni-tryoni,M-lithgowae,N-dahmsi,N-hanni,P-gigantea,D-punctata
G-dilatatus_scaffold_12431:3779-3964	P-tryoni-tegminifera,P-gigantea,P-tryoni-tryoni,N-dahmsi,P-tryoni-tryoni-Eungella,M-lithgowae
G-dilatatus_scaffold_193:1580306-1580398	P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_59:4970336-4970669	P-tryoni-tryoni,P-gigantea,M-lithgowae,P-tryoni-tegminifera,P-tryoni-tryoni-Eungella,N-hanni
G-dilatatus_scaffold_276:271849-271903	N-hanni
G-dilatatus_scaffold_20042:5498-5734	P-tryoni-tegminifera,P-gigantea,P-tryoni-tryoni,M-lithgowae,N-hanni
G-dilatatus_scaffold_248:320531-320749	P-tryoni-tegminifera,P-sloanei,P-gigantea,P-tryoni-tryoni-Eungella,N-hanni
G-dilatatus_scaffold_11:1824971-1825041	P-sloanei,M-lithgowae,P-tryoni-tegminifera,N-hanni,P-gigantea,P-tryoni-tryoni
G-dilatatus_scaffold_149:2109235-2109407	P-sloanei,P-gigantea
G-dilatatus_scaffold_38437:225-467	M-lithgowae
G-dilatatus_scaffold_188:1931608-1931741	M-lithgowae,P-tryoni-tryoni-Eungella,P-gigantea,P-tryoni-tegminifera
G-dilatatus_scaffold_105:793993-794150	N-dahmsi
G-dilatatus_scaffold_37:6225568-6226054	P-tryoni-tryoni,P-sloanei,M-lithgowae,N-hanni
G-dilatatus_scaffold_45:1571503-1571577	P-tryoni-tryoni,P-sloanei,P-tryoni-tryoni-Eungella,N-dahmsi
G-dilatatus_scaffold_2069:3092-3143	P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-cribrata,P-gigantea,P-lata,P-tryoni-tryoni
G-dilatatus_scaffold_60:2705249-2705313	M-lithgowae,P-tryoni-tryoni-Eungella,N-hanni,P-tryoni-tryoni,P-sloanei,P-gigantea,N-dahmsi,P-tryoni-tegminifera
G-dilatatus_scaffold_9:10101000-10101061	P-gigantea,N-hanni
G-dilatatus_scaffold_114:872296-872361	N-dahmsi,M-lithgowae,P-gigantea,P-tryoni-tegminifera,P-tryoni-tryoni
G-dilatatus_scaffold_1:23122295-23122489	P-tryoni-tryoni,N-dahmsi
G-dilatatus_scaffold_48:5126162-5126251	N-hanni
G-dilatatus_scaffold_624:51327-51466	P-cribrata,P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_316:653707-653887	P-gigantea,P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_218:309172-309663	P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_47583:48-138	P-tryoni-tryoni
G-dilatatus_scaffold_22:7058690-7058799	P-tryoni-tryoni-Eungella,P-tryoni-tryoni,N-dahmsi
G-dilatatus_scaffold_96:2559926-2560103	P-sloanei
G-dilatatus_scaffold_9:8137664-8137831	P-sloanei,N-dahmsi,P-tryoni-tryoni-Eungella,N-hanni
G-dilatatus_scaffold_529:63700-63752	P-tryoni-tryoni,N-dahmsi
G-dilatatus_scaffold_123:1239112-1239392	P-tryoni-tryoni,P-sloanei,P-tryoni-tryoni-Eungella,N-dahmsi,P-gigantea
G-dilatatus_scaffold_414:421111-421435	P-tryoni-tegminifera,M-lithgowae,P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-gigantea,P-sloanei,N-dahmsi
G-dilatatus_scaffold_24:2622637-2622858	P-tryoni-tegminifera,M-lithgowae,N-dahmsi,P-tryoni-tryoni
G-dilatatus_scaffold_257:561097-561228	P-tryoni-tryoni,P-gigantea,P-tryoni-tegminifera,P-tryoni-tryoni-Eungella,P-lata,P-sloanei
G-dilatatus_scaffold_22397:2932-3146	P-tryoni-tryoni,P-sloanei,N-hanni,P-tryoni-tryoni-Eungella
G-dilatatus_scaffold_418:423972-424100	P-tryoni-tegminifera,P-tryoni-tryoni
